curul,asambleista,voto
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,AUSENTE
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,AUSENTE
14,CADENA VÉLEZ KARLA GABRIELA,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
28,DURÁN AGUILAR LILIANA ELIZABETH,AUSENTE
30,ESPINOSA ANDRADE AUGUSTO XAVIER,AUSENTE
32,GARCÍA GAIBOR CARMEN MERCEDES,AUSENTE
37,HOLGUÍN NARANJO MARCELA PRISCILA,AUSENTE
39,LLORET VALDIVIESO JUAN CRISTÓBAL,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
51,PROAÑO CIFUENTES ROBERTH MAURICIO,AUSENTE
52,QUIJIJE DELGADO LUIS RAFAEL,AUSENTE
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
57,SALGADO ANDRADE SILVIA BETZABETH,AUSENTE
58,SAMANIEGO MAIGUA FRANKLIN OMAR,AUSENTE
67,VITERI GUALINGA CARLOS ELOY,AUSENTE
70,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
94,ZAMBRANO VALLE EDUARDO MAURICIO,AUSENTE
113,TORRES TORRES LUIS FERNANDO,AUSENTE
129,ZAMBRANO ORTIZ MARÍA ROBERTA,AUSENTE
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,SI
6,ARREGUI RUEDA MARCIA CECILIA,SI
7,ARTEAGA MUÑOZ KARINA CECILIA,SI
8,BENAVIDES ZAMBRANO ZOILA TERESA,SI
10,BONILLA SALCEDO VIVIANA,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,VALLEJO JARAMILLO NORMA MARLENE,SI
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,SI
24,COROZO AYOVÍ JORGE WILBER,SI
27,DOUMET CHEDRAUI MICHEL ANDRÉS,SI
31,FLOR GIL BRENDA AZUCENA,SI
34,GARZÓN RICAURTE WILLIAM ANTONIO,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
