curul,asambleista,voto
2,MORALES POZO LENIN ALBERTO,AUSENTE
9,ANDINO REINOSO MAURO EDMUNDO,AUSENTE
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
19,CASANOVA CEPEDA XAVIER IVAN,AUSENTE
30,DE LA CRUZ BERNARDO HERMAN ULISES,AUSENTE
32,DELGADO CHALA AGUSTIN JAVIER,AUSENTE
34,FALCONI LOQUI EVELYN PAMELA,AUSENTE
39,MACAS JOSE LUIS,AUSENTE
43,JARAMILLO RODRIGUEZ VICTOR HUGO,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
50,JUEZ JUEZ OMAR JUSEPH,AUSENTE
53,LARRIVA ALVARADO OSCAR OSWALDO,AUSENTE
54,LEDESMA ZAMORA OSCAR ALFONSO,AUSENTE
58,MUÑOZ AVENDAÑO ROSA ELVIRA,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
86,GOMEZ IRMA,AUSENTE
88,DIAZ COKA MARIA GABRIELA,AUSENTE
90,GUALAN JAPA MILTON RODRIGO,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
104,MONCAYO CEVALLOS JOSE RICARDO,AUSENTE
105,MOREIRA MACIAS GRACE HOLANDA,AUSENTE
106,SOLORZANO MANUEL ANTONIO,AUSENTE
109,VELIZ BRIONES JOSE FELIX,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
113,POSSO SALGADO LUIS ANTONIO,AUSENTE
117,LLANES SUAREZ HENRY MANUEL,AUSENTE
127,ZAMBRANO CHACHA ALBERTO ALEXANDER,AUSENTE
129,URIBE LOPEZ FANNY ESTHER,AUSENTE
131,CUCALON CAMACHO HENRY EDUARDO,AUSENTE
132,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
133,TACLE GALARRAGA MOISES FERNANDO,AUSENTE
134,ROMERO LOAYZA FRANCO SEGUNDO,AUSENTE
135,TERAN SALCEDO RAMON FORTUNATO,AUSENTE
136,OÑATE LOMBEIDA WIMPER BOLIVAR,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
1,ABAD VELEZ RAUL,SI
3,LANDAZURI OLMEDO LUDIS CLAUDINA,SI
4,HAGO CELI FRANCISCO WAIKING,SI
5,AGUIRRE HIDALGO DORA ANADELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
12,VILLAMAR CASAL JOSE LEONIDAS,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BARRIGA ROCIO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
20,TOALOMBO CHIMBORAZO JOSE SEGUNDO,SI
21,CARRION MARIA JOSE,SI
22,CAJAS LARA SUSANA VALERIA,SI
23,BRAVO RAMIREZ MARIA LORENA,SI
24,CONSTANTE NIETO MARIANA DE LAS MERCEDES,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
26,SALAZAR PAUCAR MARGOD ELISAVED,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,CORDOVA ENCALADA EDGAR EDUARDO,SI
29,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,SI
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
35,GAGLIARDO LOOR GASTON,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
37,MENDOZA DANIEL ISAAC,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
40,GONZALEZ SERRANO MIRYAM CATARINA,SI
41,SANCHEZ LARREA NORYAN KARINA,SI
42,BOMBON LOPEZ BLANCA CECILIA,SI
44,GUEVARA VILLACRES VERONICA MARGARITA,SI
45,GUZMAN OCHOA LILIANA MAURA,SI
46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI
47,MOSQUERA YANEZ ISABEL PIEDAD,SI
49,JEREZ PILLA BETTY MARICELA,SI
51,ORTIZ GASPAR ESTHER FLAVIA,SI
52,BUENDIA HERDOIZA MARIA SOLEDAD,SI
55,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
56,MELO GARZON ESTEBAN ANDRES,SI
57,TOBAR NUÑEZ RAUL IGNACIO,SI
59,ALVARADO CARRION ROSANA,SI
60,OCLES PADILLA ALEXANDRA,SI
61,CAZA TIPANTA HUGO RENE,SI
62,PADRON SAETEROS GLADYS PAULINA,SI
63,BRITO MENDOZA MONICA CRISTINA,SI
64,TORRES LARA JOSE EDUARDO,SI
65,PEÑA PACHECO XIMENA DEL ROCIO,SI
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI
67,PONCE LEON XIMENA MERCEDES,SI
68,PILLAJO TUQUERES JENNY ELIZABETH,SI
69,FARFAN APONTE RICHARD WILSON,SI
70,JIJON BUENDIA ITALIA LUISA,SI
71,RIVERO DOGUER ANGEL ARMANDO,SI
72,MEDINA MERA VICTOR CLEMENTE,SI
73,REINOSO LESCANO MARIA ELIZABETH,SI
74,AGUILAR TORRES MANUEL RAMIRO,SI
75,ARIAS FERNANDEZ VERONICA ELIZABETH,SI
76,RODRIGUEZ DELGADO MARIA VERONICA,SI
77,GARCIA PLUAS BEATRIZ CANDELARIA,SI
78,SALAZAR CEDEÑO GUADALUPE DOLORES,SI
81,MATIAS APOLINARIO RITA AZUCENA,SI
85,MOYA DUQUE HERMAN ANIBAL,SI
87,DAHIK ASTUDILLO REYTA GIOMAR,SI
92,UMAJINGA GUAMAN CESAR,SI
94,TERAN SARZOSA SEGUNDO FAUSTO,SI
95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI
96,VALLE PINARGOTE BAIRON LEONARDO,SI
