voto,curul,asambleista
AUSENTE,3,CEVALLOS GUEVARA LESLIE MARCELA
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,59,SÁNCHEZ REYES MONTGOMERY
AUSENTE,69,YUNDA MACHADO JORGE HOMERO
AUSENTE,70,LOOR ALCÍVAR LEXI LIDUVINA
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,102,FLORES VÁSQUEZ FERNANDO PATRICIO
AUSENTE,112,TERÁN SALCEDO RAMÓN FORTUNATO
AUSENTE,114,LARREÁTEGUI FABARA MARÍA GABRIELA
AUSENTE,115,SALTOS MOREIRA DIANA GABRIELA
AUSENTE,124,PUANCHIR PAYASHÑA TITO PEDRO
AUSENTE,129,ZAMBRANO ORTIZ MARÍA ROBERTA
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,5,ARIAS RAMÍREZ ALBERTO JESÚS
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,7,ARTEAGA MUÑOZ KARINA CECILIA
SI,8,BENAVIDES ZAMBRANO ZOILA TERESA
SI,9,MORENO INTRIAGO MARIA LUISA
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,18,CARRIÓN CEVALLOS MARÍA JOSÉ
SI,19,VALLEJO JARAMILLO NORMA MARLENE
SI,20,TENORIO VALENCIA CALLETANO
SI,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,CUESTA RÍOS LIUBA ELISA
SI,27,DOUMET CHEDRAUI MICHEL ANDRÉS
SI,31,FLOR GIL BRENDA AZUCENA
SI,34,GARZÓN RICAURTE WILLIAM ANTONIO
SI,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,42,COLAMARCO VERA PINUCCIA MAGALY
SI,45,OCHOA MORANTE MANUEL ALFREDO
SI,46,ORELLANA ROMÁN ROSA GINA
SI,47,PALACIOS VELÁSQUEZ SONIA LUCRECIA
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,49,PLAZA CASTILLO LENIN
SI,50,POMA HERRERA YOFRE MARTÍN
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,53,QUIÑONEZ OCAMPO JULIO CÉSAR
SI,56,SALAZAR CEDEÑO GUADALUPE DOLORES
SI,65,VERA RODRÍGUEZ CARLOS ALFREDO
SI,68,YAR ARAUJO JUAN CARLOS
SI,71,ANDRADE MUÑOZ WILMA PIEDAD
SI,75,BURBANO MONTENEGRO FÉLIX FERNANDO
SI,76,ZAMBRANO CASTRO NORALMA ELIZABETH
SI,77,AZUERO RODAS ELISEO ALEXIS
SI,84,VEGAY JIPA LUZ AIDA
SI,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
SI,86,YANDÚN POZO CÁSTULO RENÉ
SI,104,GENDE CALAZACÓN ANGEL MESÍAS
SI,106,MACÍAS ORTEGA WENDY ELENA MARISOL
SI,122,CUESTA CONCARI MARÍA MERCEDES
SI,123,PEÑAFIEL IZQUIERDO EDDY COLÓN
SI,125,ALARCÓN GUILLÍN FREDY OSCAR
SI,126,SOLORZANO SARRIA CESAR FAUSTO
NO,10,BONILLA SALCEDO VIVIANA
NO,72,ASÁN WONSANG JOSÉ FRANCISCO
NO,73,AUQUILLA ORTEGA RAÚL VICENTE
NO,78,CUCALÓN CAMACHO HENRY EDUARDO
NO,79,SERRANO VITERI MERCEDES MARITZA
NO,87,HENRÍQUEZ JAIME PATRICIA IVONNE
NO,88,KRONFLE KOZHAYA HENRY FABIÁN
NO,95,CADENA HUERTAS FRANCISCO JAVIER
NO,97,MONTAÑO GUISAMANO MAYRA MIGDONIA
NO,98,MUENTES ALVARADO PABLO ANDRES
NO,99,REYES HIDALGO CRISTINA EUGENIA
NO,110,ROHON HERVAS CÉSAR EDUARDO
NO,111,TAIANO BASANTE VICENTE GIOVANNY
NO,113,TORRES TORRES LUIS FERNANDO
NO,127,POVEDA ALVARADO ERIKA SOPHIA
NO,128,VINTIMILLA MOSCOSO PAOLA
ABSTENCION,1,AGUIÑAGA VALLEJO PAOLA MARCELA
ABSTENCION,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
ABSTENCION,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
ABSTENCION,15,CALLE VERZOZI HERMUY
ABSTENCION,17,CÁRDENAS ESPINOZA JUAN JORGE
ABSTENCION,21,CERDA MIRANDA GABRIELA PAMELA
ABSTENCION,22,CHALÁ CRUZ JOSÉ FRANKLIN
ABSTENCION,26,CUESTA SANTANA ESTHER ADELINA
ABSTENCION,29,ESPÍN REYES EUGENIA SOFÍA
ABSTENCION,30,ESPINOSA ANDRADE AUGUSTO XAVIER
ABSTENCION,32,GARCÍA GAIBOR CARMEN MERCEDES
ABSTENCION,33,GARCÍA POZO DIEGO OSWALDO
ABSTENCION,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
ABSTENCION,37,HOLGUÍN NARANJO MARCELA PRISCILA
ABSTENCION,39,LLORET VALDIVIESO JUAN CRISTÓBAL
ABSTENCION,41,MELO GARZÓN ESTEBAN ANDRÉS
ABSTENCION,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
ABSTENCION,44,NARANJO ALVARADO PRISCILA AMAPOLA
ABSTENCION,51,PROAÑO CIFUENTES ROBERTH MAURICIO
ABSTENCION,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
ABSTENCION,57,SALGADO ANDRADE SILVIA BETZABETH
ABSTENCION,58,SAMANIEGO MAIGUA FRANKLIN OMAR
ABSTENCION,60,ALEMÁN MARMOL MÓNICA ROCÍO
ABSTENCION,61,SOLIZ CARRIÓN DORIS JOSEFINA
ABSTENCION,62,VALLE PINARGOTE BAIRON LEONARDO
ABSTENCION,63,VELIN CORTÉS JUAN PABLO
ABSTENCION,64,VERA FLORES WENDY VANESSA
ABSTENCION,66,VILLALVA MIRANDA LIRA DE LA PAZ
ABSTENCION,67,VITERI GUALINGA CARLOS ELOY
ABSTENCION,74,ASTUDILLO LOOR LINA GLORIA
ABSTENCION,80,CALLEJAS BARONA FERNANDO
ABSTENCION,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
ABSTENCION,82,CAMPOVERDE ROBLES EMILIO ABSALÓN
ABSTENCION,83,CORONEL PÁEZ OSWALDO MARCELO
ABSTENCION,89,CASTANIER JARAMILLO XAVIER HOMERO
ABSTENCION,90,CELI SANTOS GUILLERMO ALEJANDRO
ABSTENCION,91,YUNGA NAULA SEGUNDO JULIÁN
ABSTENCION,93,CUESTA ORELLANA MARÍA DE LOURDES
ABSTENCION,94,ZAMBRANO VALLE EDUARDO MAURICIO
ABSTENCION,96,PEÑA ONTANEDA ELIO GERMÁN
ABSTENCION,100,CURICHUMBI YUPANQUI PEDRO
ABSTENCION,101,DONOSO CHIRIBOGA PATRICIO
ABSTENCION,103,GALARZA AÑAZCO ANA MERCEDES
ABSTENCION,105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS
ABSTENCION,107,CAMPOS QUIÑONEZ LIDDA MERARI
ABSTENCION,108,DUCHI GUAMÁN MARÍA ENCARNACIÓN
ABSTENCION,109,OLIVO PALLO JAIME FERNANDO
ABSTENCION,116,MINCHALA MURILLO RÓMULO MARCELO
ABSTENCION,117,MONTAÑO VALENCIA MAE
ABSTENCION,118,MORENO GUERRERO HENRY FREDY
ABSTENCION,119,MUÑOZ ALARCÓN HÉCTOR PATRICIO
ABSTENCION,120,ARREGUI SÁNCHEZ NORMA OFELIA
ABSTENCION,121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN
ABSTENCION,130,PALACIOS MUÑOZ JUAN SEBASTIÁN
ABSTENCION,131,PAREDES TORRES WASHINGTON ARTURO
ABSTENCION,132,ROMERO LOAYZA FRANCO SEGUNDO
ABSTENCION,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
ABSTENCION,134,SUQUILANDA VALDIVIESO BYRON VINICIO
ABSTENCION,135,VERA MENDOZA TANLLY JANELA
ABSTENCION,136,VILLAMAR JÁCOME PEDRO FABRICIO
ABSTENCION,137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ
