voto,curul,asambleista
AUSENTE,9,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,10,BONILLA SALCEDO VIVIANA
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,18,CARRIÓN CEVALLOS MARÍA JOSÉ
AUSENTE,19,TERÁN SARZOSA SEGUNDO FAUSTO
AUSENTE,21,CERDA MIRANDA GABRIELA PAMELA
AUSENTE,26,CUESTA SANTANA ESTHER ADELINA
AUSENTE,27,DOUMET CHEDRAUI MICHEL ANDRÉS
AUSENTE,30,ESPINOSA ANDRADE AUGUSTO XAVIER
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,42,COLAMARCO VERA PINUCCIA MAGALY
AUSENTE,64,VERA FLORES WENDY VANESSA
AUSENTE,65,VERA RODRÍGUEZ CARLOS ALFREDO
AUSENTE,106,ZAMBRANO VERA MARIANO
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,13,SERRANO VALLEJO JORGE ERNESTO
SI,15,CALLE VERZOZI HERMUY
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,28,DURÁN AGUILAR LILIANA ELIZABETH
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,41,MELO GARZÓN ESTEBAN ANDRÉS
SI,43,PAREDES BENAVIDES LIDIA VICTORIA
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,50,POMA HERRERA YOFRE MARTÍN
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,58,SAMANIEGO MAIGUA FRANKLIN OMAR
SI,60,ALEMÁN MARMOL MÓNICA ROCÍO
SI,61,SOLIZ CARRIÓN DORIS JOSEFINA
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
SI,67,VITERI GUALINGA CARLOS ELOY
SI,69,GUAMBA DÍAZ NANCY JEANNETH
SI,70,LOOR ALCÍVAR LEXI LIDUVINA
SI,94,ZAMBRANO VALLE EDUARDO MAURICIO
SI,122,CUESTA CONCARI MARÍA MERCEDES
NO,2,JUCA SALAZAR MERCEDES DEL ROCÍO
NO,5,OVIEDO ENDERICA DANIELA NATHALY
NO,6,SALINAS OCHOA CAMILO AURELIO
NO,7,MONTESDEOCA PALACIOS JOSÉ DANIEL
NO,8,MARQUEZ LOPEZ JOSE LENIN
NO,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
NO,16,CAMBALA MONTECE CARLOS ALBERTO
NO,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
NO,24,COROZO AYOVÍ JORGE WILBER
NO,25,CUESTA RÍOS LIUBA ELISA
NO,31,GARCÍA MARTÍNEZ INGRID VANESSA
NO,34,GARZÓN RICAURTE WILLIAM ANTONIO
NO,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
NO,38,LITARDO CAICEDO CÉSAR ERNESTO
NO,46,ORELLANA ROMÁN ROSA GINA
NO,47,BUSTAMANTE GARCÍA JUAN FRANCISCO
