curul,asambleista,voto
1,ABAD VELEZ RAUL,AUSENTE
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,AUSENTE
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
12,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
14,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
15,BARRIGA ROCIO,AUSENTE
16,SOLORZANO AVILES FRANCISCO MARCELO,AUSENTE
18,QUIMBIULCO BEDON LORENA GABRIELA,AUSENTE
21,CARRION MARIA JOSE,AUSENTE
23,CASSINELLI CALI JUAN CARLOS,AUSENTE
39,GODOY ANDRADE GINA JAKELINE,AUSENTE
40,GONZALEZ SERRANO MIRYAM CATARINA,AUSENTE
41,GUAMAN CASTRO ALEX FRANCISCO,AUSENTE
43,GUDIÑO MENA ZOBEIDA GUISELA,AUSENTE
47,MOSQUERA YANEZ ISABEL PIEDAD,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
50,SILVA MALDONADO SOFIA IRENE,AUSENTE
53,LARRIVA ALVARADO OSCAR OSWALDO,AUSENTE
55,LOOR CEVALLOS JORGE SEBASTIAN,AUSENTE
63,BRITO MENDOZA MONICA CRISTINA,AUSENTE
70,RIVERA LOPEZ JOSE GABRIEL,AUSENTE
71,RIVERO DOGUER ANGEL ARMANDO,AUSENTE
73,REINOSO LESCANO MARIA ELIZABETH,AUSENTE
75,ARIAS FERNANDEZ VERONICA ELIZABETH,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
85,MOYA DUQUE HERMAN ANIBAL,AUSENTE
88,DIAZ COKA MARIA GABRIELA,AUSENTE
102,CHICAIZA TOAPANTA WILSON ALFONSO,AUSENTE
104,MONCAYO CEVALLOS JOSE RICARDO,AUSENTE
106,SOLORZANO MANUEL ANTONIO,AUSENTE
111,VICUÑA MUÑOZ MARIA ALEJANDRA,AUSENTE
112,ANDINO ROBALINO ANGELICA MARIA,AUSENTE
114,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
122,PONCE RUBIO ELVIA AZUCENA,AUSENTE
124,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
126,ZAMBRANO CASTRO NORALMA ELIZABETH,AUSENTE
128,SERRANO SEGURA GRACE MARISOL,AUSENTE
130,TAPIA LOMBEYDA LUIS FERNANDO,AUSENTE
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
4,HAGO CELI FRANCISCO WAIKING,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
11,ARIAS RAMIREZ ALBERTO JESUS,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,TOALOMBO CHIMBORAZO JOSE SEGUNDO,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
24,CAYAMBE TIPAN FAUSTO HERIBERTO,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
26,CHAVEZ CANALES HOLGER EZEQUIEL,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,CORDOVA ENCALADA EDGAR EDUARDO,SI
29,CUESTA RIOS LIUBA ELISA,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
31,MACAS JOSE LUIS,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
34,FALCONI LOQUI EVELYN PAMELA,SI
35,GAGLIARDO LOOR GASTON,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
37,MENDOZA DANIEL ISAAC,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
42,GUAMANGATE ANTE LUIS GILBERTO,SI
44,GUEVARA VILLACRES VERONICA MARGARITA,SI
45,GUZMAN OCHOA LILIANA MAURA,SI
46,GUTIERREZ MOSCOSO MARIA EUGENIA,SI
49,CARRILLO CRESPO HUGO FERNANDO,SI
51,ORTIZ GASPAR ESTHER FLAVIA,SI
52,BUENDIA HERDOIZA MARIA SOLEDAD,SI
56,MELO GARZON ESTEBAN ANDRES,SI
57,TOBAR NUÑEZ RAUL IGNACIO,SI
58,MUÑOZ AVENDAÑO ROSA ELVIRA,SI
59,ALVARADO CARRION ROSANA,SI
60,OCLES PADILLA ALEXANDRA,SI
61,CAZA TIPANTA HUGO RENE,SI
62,PADRON SAETEROS GLADYS PAULINA,SI
64,PEÑA CARRASCO DIANA LUCIA,SI
65,ASTUDILLO BANEGAS HERNAN VINICIO,SI
66,QUINCHIGUANGO GISELA,SI
67,CAMPOVERDE CALVA SEGUNDO MODESTO,SI
68,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
69,FARFAN APONTE RICHARD WILSON,SI
72,GOMEZ IRMA,SI
76,RODRIGUEZ DELGADO MARIA VERONICA,SI
78,SALAZAR CEDEÑO GUADALUPE DOLORES,SI
