105,asambleista,curul,total si,voto
,ARIAS RAMIREZ ALBERTO JESUS,11.0,,AUSENTE
,BENAVIDES ZAMBRANO ZOILA TERESA,13.0,,AUSENTE
,CARRION MARIA JOSE,21.0,,AUSENTE
,CASSINELLI CALI JUAN CARLOS,23.0,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26.0,,AUSENTE
,DE LA CRUZ BERNARDO HERMAN ULISES,30.0,,AUSENTE
,FALCONI LOQUI EVELYN PAMELA,34.0,,AUSENTE
,GAGLIARDO LOOR GASTON,35.0,,AUSENTE
,GUDIÑO MENA ZOBEIDA GUISELA,43.0,,AUSENTE
,OCLES PADILLA ALEXANDRA,60.0,,AUSENTE
,PABON CARANQUI PAOLA VERENICE,61.0,,AUSENTE
,CASTILLO VIVANCO JOSE BOLIVAR,75.0,,AUSENTE
,MOYA DUQUE HERMAN ANIBAL,85.0,,AUSENTE
,LEDESMA ZAMORA DARWIN GERMAN,88.0,,AUSENTE
,JIMENEZ CABRERA JOSE CLEVER,90.0,,AUSENTE
,ORELLANA MARQUINEZ MAGALI MARGOT,91.0,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93.0,,AUSENTE
,BUCARAM PULLEY ABDALA JAIME,105.0,,AUSENTE
,VITERI GUALINGA CARLOS ELOY,123.0,,AUSENTE
,ABAD VELEZ RAUL,1.0,,SI
,ACERO LANCHIMBA ESTHELA LILIANA,2.0,,SI
,AGUILAR PLACIDO ARMANDO,3.0,,SI
,MACHUCA MOSCOSO LINDA MARICELA,4.0,,SI
,ORTIZ LARA LEONARDO,5.0,,SI
,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,6.0,,SI
,ALCIVAR MERA FELIX ANDRES,7.0,,SI
,MUÑOZ VICUÑA MARIANGEL,8.0,,SI
,ANDINO REINOSO MAURO EDMUNDO,9.0,,SI
,ARCE PLUAS ALEXANDRA MANUELA,10.0,,SI
,ARREGUI RUEDA MARCIA CECILIA,12.0,,SI
,BERGMANN REYNA CARLOS ALBERTO,14.0,,SI
,BORJA PEREZ GALO,15.0,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,16.0,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17.0,,SI
,CALDERON SALTOS RICHARD OSWALDO,18.0,,SI
,CALLE ANDRADE MARIA AUGUSTA,19.0,,SI
,CARRILLO BETTY,20.0,,SI
,CARVAJAL AGUIRRE MIGUEL ANGEL,22.0,,SI
,CONSTANTE NIETO MARIANA DE LAS MERCEDES,24.0,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25.0,,SI
,CHICA AREVALO VINICIO VETHOWEN,27.0,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28.0,,SI
,CUESTA RIOS LIUBA ELISA,29.0,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31.0,,SI
,DELGADO CHALA AGUSTIN JAVIER,32.0,,SI
,FAJARDO MOSQUERA LETTY VANESSA,33.0,,SI
,GALVAN GRACIA MARIA ESPERANZA,36.0,,SI
,LARREA VITERI LIDICE VANESSA,37.0,,SI
,GARZON RECAURTE WILLIAM ANTONIO,38.0,,SI
,GODOY ANDRADE GINA JAKELINE,39.0,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40.0,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41.0,,SI
,BOMBON LOPEZ BLANCA CECILIA,42.0,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,SI
,GUZMAN OCHOA LILIANA MAURA,45.0,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46.0,,SI
,HURTADO ANGULO IVAN JACINTO,47.0,,SI
,ISSA WAGNER NICOLAS JOSE,48.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,JUEZ JUEZ OMAR JUSEPH,50.0,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52.0,,SI
,JAIGUA ALVARADO CELIA MARIA,53.0,,SI
,SALAZAR MARTINEZ KARINA MARITZA,54.0,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55.0,,SI
,MELO GARZON ESTEBAN ANDRES,56.0,,SI
,MOROCHO VELAÑA NANCY BEATRIZ,57.0,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,SI
,ALVARADO CARRION ROSANA,59.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,PATIÑO AROCA RAUL LEONARDO,63.0,,SI
,PEÑA CARRASCO DIANA LUCIA,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,PONCE LEON XIMENA MERCEDES,67.0,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68.0,,SI
,FARES GUAILLAS MARIA SEBASTIANA,69.0,,SI
,RIVERA LOPEZ JOSE GABRIEL,70.0,,SI
