asambleista,curul,voto
ABAD VELEZ RAUL,1,AUSENTE
TORRES CEDEÑO KERLLY ANABEL,7,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,14,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,AUSENTE
SALAZAR PAUCAR MARGOD ELISAVED,26,AUSENTE
FALCONI LOQUI EVELYN PAMELA,34,AUSENTE
MENDOZA DANIEL ISAAC,37,AUSENTE
GODOY ANDRADE GINA JAKELINE,39,AUSENTE
GONZALEZ SERRANO MIRYAM CATARINA,40,AUSENTE
GUAMANGATE ANTE LUIS GILBERTO,42,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
ARANA COELLO YIMABEL MARIA,50,AUSENTE
PEÑA CARRASCO DIANA LUCIA,64,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
VILLAO PANCHANA RAUL ELIAS,81,AUSENTE
BUCARAM PULLEY ABDALA JAIME,105,AUSENTE
ARGUELLO TROYA BLANCA AZUCENA,107,AUSENTE
VELEZ MARLENE MARGARITA,109,AUSENTE
MONTAÑO VALENCIA MAE,115,AUSENTE
PUYOL CORTEZ JORGE LUIS,119,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
CUCALON CAMACHO HENRY EDUARDO,131,AUSENTE
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,6,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
VITERI LOPEZ CHRISTIAN HUMBERTO,10,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CASSINELLI CALI JUAN CARLOS,23,SI
