asambleista,curul,voto
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
MARQUEZ LOPEZ JOSE LENIN,8,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
PEÑA PACHECO XIMENA DEL ROCÍO,48,AUSENTE
QUIJIJE DELGADO LUIS RAFAEL,52,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
LOOR ALCÍVAR LEXI LIDUVINA,70,AUSENTE
BURBANO MONTENEGRO FÉLIX FERNANDO,75,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
KRONFLE KOZHAYA HENRY FABIÁN,88,AUSENTE
CRUZ PROAÑO LUDOVICO ISRAEL,91,AUSENTE
DONOSO CHIRIBOGA PATRICIO,101,AUSENTE
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,AUSENTE
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,AUSENTE
SALTOS MOREIRA DIANA GABRIELA,115,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,AUSENTE
CEDEÑO LOOR LENIN PAÚL,135,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
JUCA SALAZAR MERCEDES DEL ROCÍO,2,SI
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
BONILLA SALCEDO VIVIANA,10,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
