asambleista,curul,voto
ALBAN TORRES MARIANA DEL ROCIO,6,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
BENAVIDES ZAMBRANO ZOILA TERESA,13,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,14,AUSENTE
BARRIGA ROCIO,15,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
CRUZ SALAZAR FRANCISCA GABRIELA,23,AUSENTE
CHICA AREVALO VINICIO VETHOWEN,27,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
JARAMILLO RODRIGUEZ VICTOR HUGO,43,AUSENTE
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
JAIGUA ALVARADO CELIA MARIA,53,AUSENTE
ALVARADO CARRION ROSANA,59,AUSENTE
PATIÑO AROCA RAUL LEONARDO,63,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
COELLO JARAMILLO DIANA ANGELINA,123,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ZAPATA MANTILLA JOSE LEONIDAS,128,AUSENTE
URIBE LOPEZ FANNY ESTHER,129,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
LANDAZURI OLMEDO LUDIS CLAUDINA,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
VITERI LOPEZ CHRISTIAN HUMBERTO,10,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
DELGADO CHALA AGUSTIN JAVIER,32,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
