curul,asambleista,voto
6,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
69,YUNDA MACHADO JORGE HOMERO,AUSENTE
74,BERNAL BERNAL ESTEBAN REMIGIO,AUSENTE
91,CRUZ PROAÑO LUDOVICO ISRAEL,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
103,GALARZA AÑAZCO ANA MERCEDES,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,AUSENTE
112,TERÁN SALCEDO RAMÓN FORTUNATO,AUSENTE
115,MENDOZA PALMA JOFFRE PATRICIO,AUSENTE
137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,SI
3,SERRANO SALGADO JOSÉ RICARDO,SI
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,SI
5,OVIEDO ENDERICA DANIELA NATHALY,SI
7,ARTEAGA MUÑOZ KARINA CECILIA,SI
9,MORENO INTRIAGO MARIA LUISA,SI
10,BONILLA SALCEDO VIVIANA,SI
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,SI
12,HIDALGO JARAMILLO EDITH MARLENE,SI
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,SI
14,CADENA VÉLEZ KARLA GABRIELA,SI
15,CALLE VERZOZI HERMUY,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,VALLEJO JARAMILLO NORMA MARLENE,SI
20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
21,CERDA MIRANDA GABRIELA PAMELA,SI
22,CHALÁ CRUZ JOSÉ FRANKLIN,SI
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,SI
24,COROZO AYOVÍ JORGE WILBER,SI
25,CUESTA RÍOS LIUBA ELISA,SI
26,CUESTA SANTANA ESTHER ADELINA,SI
27,RUIZ CEDEÑO ANA BELÉN,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
29,ALEAGA SANTOS RONNY XAVIER,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
31,FLOR GIL BRENDA AZUCENA,SI
32,MONGE TIPÁN OSCAR VINICIO,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
34,MORENO CHIRIBOGA AMPARO DIANA,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
39,LLORET VALDIVIESO JUAN CRISTÓBAL,SI
40,MARÍN AGUIRRE ANA BELÉN,SI
41,MELO GARZÓN ESTEBAN ANDRÉS,SI
42,MENDOZA ARÉVALO DANIEL ISAAC,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
46,ORELLANA ROMÁN ROSA GINA,SI
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,SI
48,PEÑA PACHECO XIMENA DEL ROCÍO,SI
49,PLAZA CASTILLO LENIN,SI
50,POMA HERRERA YOFRE MARTÍN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
52,QUIJIJE DELGADO LUIS RAFAEL,SI
