curul,asambleista,voto
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
18,CALDERON SALTOS RICHARD OSWALDO,AUSENTE
23,CASSINELLI CALI JUAN CARLOS,AUSENTE
28,CORDOVA ENCALADA EDGAR EDUARDO,AUSENTE
35,GAGLIARDO LOOR GASTON,AUSENTE
37,LARREA VITERI LIDICE VANESSA,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
55,AGUIÑAGA VALLEJO PAOLA MARCELA,AUSENTE
71,RIVERO DOGUER ANGEL ARMANDO,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
91,ORELLANA MARQUINEZ MAGALI MARGOT,AUSENTE
93,ESCALA ZAMBRANO JORGE ELIAS,AUSENTE
94,TERAN SARZOSA SEGUNDO FAUSTO,AUSENTE
100,GUTIERREZ BORBUA FAUSTO GILMAR,AUSENTE
110,VERDUGA CEDEÑO MARY,AUSENTE
113,POSSO SALGADO LUIS ANTONIO,AUSENTE
123,VITERI GUALINGA CARLOS ELOY,AUSENTE
127,ZAMBRANO CHACHA ALBERTO ALEXANDER,AUSENTE
129,URIBE LOPEZ FANNY ESTHER,AUSENTE
130,TAPIA LOMBEYDA LUIS FERNANDO,AUSENTE
132,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
4,HAGO CELI FRANCISCO WAIKING,SI
5,ORTIZ LARA LEONARDO,SI
6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
11,ARIAS RAMIREZ ALBERTO JESUS,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,CARRILLO BETTY,SI
21,CARRION MARIA JOSE,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
24,CAYAMBE TIPAN FAUSTO HERIBERTO,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
26,CHAVEZ CANALES HOLGER EZEQUIEL,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
29,CUESTA RIOS LIUBA ELISA,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
34,FALCONI LOQUI EVELYN PAMELA,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
39,GODOY ANDRADE GINA JAKELINE,SI
40,GRANDA NIXON ARLIG,SI
41,GUAMAN CASTRO ALEX FRANCISCO,SI
42,BOMBON LOPEZ BLANCA CECILIA,SI
43,JARAMILLO RODRIGUEZ VICTOR HUGO,SI
44,GUEVARA VILLACRES VERONICA MARGARITA,SI
