asambleista,curul,voto
ABAD VELEZ RAUL,1,AUSENTE
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
ARIAS RAMIREZ ALBERTO JESUS,11,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
BENAVIDES ZAMBRANO ZOILA TERESA,13,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,AUSENTE
QUIMBIULCO BEDON LORENA GABRIELA,18,AUSENTE
BRAVO RAMIREZ MARIA LORENA,23,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,AUSENTE
CORDOVA ENCALADA EDGAR EDUARDO,28,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
ORTIZ GASPAR ESTHER FLAVIA,51,AUSENTE
REYES MACHUCA EFREN RODRIGO,52,AUSENTE
JAIGUA ALVARADO CELIA MARIA,53,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,55,AUSENTE
GOMEZ IRMA,63,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
ARIAS FERNANDEZ VERONICA ELIZABETH,75,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,78,AUSENTE
ACACHO GONZALEZ PEPE LUIS,83,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
QUEZADA CARRION ANDREA MARIBEL,90,AUSENTE
ORELLANA MARQUINEZ MAGALI MARGOT,91,AUSENTE
UMAJINGA GUAMAN CESAR,92,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
TERAN SARZOSA SEGUNDO FAUSTO,94,AUSENTE
IÑIGUEZ APOLO LENIN MAURICIO,95,AUSENTE
VASCONEZ ARTEAGA ANNY MARLLELY,97,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
AUQUILLA ORTEGA RAUL VICENTE,101,AUSENTE
MONCAYO CEVALLOS JOSE RICARDO,104,AUSENTE
VELIZ BRIONES JOSE FELIX,109,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
PAEZ BENALCAZAR ANDRES TARQUINO,117,AUSENTE
MEDINA TAMBACO EMILY JESUS,119,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
SERRANO SEGURA GRACE MARISOL,128,AUSENTE
URIBE LOPEZ FANNY ESTHER,129,AUSENTE
TACLE GALARRAGA MOISES FERNANDO,133,AUSENTE
ROMERO LOAYZA FRANCO SEGUNDO,134,AUSENTE
MORALES POZO LENIN ALBERTO,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANADELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
MONGE ESPINEL LUIS HUMBERTO,10,SI
MORENO INTRIAGO MARIA LUISA,14,SI
BORJA PEREZ GALO,15,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
ANRRANGO ZAMBRANO GERARDO ELIAS,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
MACAS JOSE LUIS,31,SI
DELGADO CHALA AGUSTIN JAVIER,32,SI
PALACIOS CESAR,33,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,SI
BAZURTO ROLDAN NANCIS CELESTE,36,SI
MENDOZA DANIEL ISAAC,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GRANDA NIXON ARLIG,40,SI
BOMBON LOPEZ BLANCA CECILIA,42,SI
JARAMILLO RODRIGUEZ VICTOR HUGO,43,SI
GUEVARA VILLACRES VERONICA MARGARITA,44,SI
RODAS MARCA CARLOS EDUARDO,45,SI
GUTIERREZ MOSCOSO MARIA EUGENIA,46,SI
MOSQUERA YANEZ ISABEL PIEDAD,47,SI
JEREZ PILLA BETTY MARICELA,49,SI
