67,asambleista,curul,total si,voto
,GUAMAN MAYANCELA MARIA MERCEDES,1,,AUSENTE
,VITERI LOPEZ CHRISTIAN HUMBERTO,10,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,14,,AUSENTE
,SOLORZANO AVILES FRANCISCO MARCELO,16,,AUSENTE
,CARRION MARIA JOSE,21,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,AUSENTE
,CHICA AREVALO VINICIO VETHOWEN,27,,AUSENTE
,CORDOVA ENCALADA EDGAR EDUARDO,28,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29,,AUSENTE
,DELGADO CHALA AGUSTIN JAVIER,32,,AUSENTE
,FAJARDO MOSQUERA LETTY VANESSA,33,,AUSENTE
,CAMACHO COLOMA CARLOS MANUEL,34,,AUSENTE
,GUAMAN CASTRO ALEX FRANCISCO,41,,AUSENTE
,MOSQUERA YANEZ ISABEL PIEDAD,47,,AUSENTE
,ISSA WAGNER NICOLAS JOSE,48,,AUSENTE
,JEREZ PILLA BETTY MARICELA,49,,AUSENTE
,REYES MACHUCA EFREN RODRIGO,52,,AUSENTE
,RIVERA LOPEZ JOSE GABRIEL,70,,AUSENTE
,RIVERO DOGUER ANGEL ARMANDO,71,,AUSENTE
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,AUSENTE
,RODRIGUEZ DELGADO MARIA VERONICA,76,,AUSENTE
,BUSTOS CHILIQUINGA ARCADIO,80,,AUSENTE
,MATIAS APOLINARIO RITA AZUCENA,81,,AUSENTE
,ALEMAN MARMOL MONICA ROCIO,86,,AUSENTE
,COLLAGUAZO RODRIGO,97,,AUSENTE
,AUQUILLA ORTEGA RAUL VICENTE,101,,AUSENTE
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,AUSENTE
,VELEZ MARLENE MARGARITA,109,,AUSENTE
,VERDUGA CEDEÑO MARY,110,,AUSENTE
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,AUSENTE
,SALGADO RIVADENEIRA DIEGO,118,,AUSENTE
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,AUSENTE
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,AUSENTE
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,AUSENTE
,SERRANO SEGURA GRACE MARISOL,128,,AUSENTE
,CUCALON CAMACHO HENRY EDUARDO,131,,AUSENTE
,REYES HIDALGO CRISTINA EUGENIA,132,,AUSENTE
,ACERO LANCHIMBA ESTHELA LILIANA,2,,SI
,AGUILAR PLACIDO ARMANDO,3,,SI
,HAGO CELI FRANCISCO WAIKING,4,,SI
,AGUIRRE HIDALGO DORA ANDELA,5,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6,,SI
,GOMEZ IRMA,7,,SI
