asambleista,curul,voto
LANDAZURI OLMEDO LUDIS CLAUDINA,3,AUSENTE
MUÑOZ VICUÑA MARIANGEL,8,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,12,AUSENTE
CAJAS LARA SUSANA VALERIA,22,AUSENTE
CHAVEZ CANALES HOLGER EZEQUIEL,26,AUSENTE
DELGADO CHALA AGUSTIN JAVIER,32,AUSENTE
PALACIOS CESAR,33,AUSENTE
FALCONI LOQUI EVELYN PAMELA,34,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
GUZMAN OCHOA LILIANA MAURA,45,AUSENTE
HURTADO ANGULO IVAN JACINTO,47,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,AUSENTE
RIVERA LOPEZ JOSE GABRIEL,70,AUSENTE
CASTILLO VIVANCO JOSE BOLIVAR,75,AUSENTE
JIMENEZ CABRERA JOSE CLEVER,90,AUSENTE
GUTIERREZ BORBUA FAUSTO GILMAR,100,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,124,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ALCIVAR MERA FELIX ANDRES,7,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARCE PLUAS ALEXANDRA MANUELA,10,SI
RIVAS ALAVA ELIANA LISSET,11,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
BUENDIA HERDOIZA MARIA SOLEDAD,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
BRAVO RAMIREZ MARIA LORENA,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
DELGADO GUTIERREZ ALEXANDRA ISABEL,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
GAGLIARDO LOOR GASTON,35,SI
GALVAN GRACIA MARIA ESPERANZA,36,SI
LARREA VITERI LIDICE VANESSA,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
GUAMAN CASTRO ALEX FRANCISCO,41,SI
GUAMANGATE ANTE LUIS GILBERTO,42,SI
GUEVARA VILLACRES VERONICA MARGARITA,44,SI
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,SI
JEREZ PILLA BETTY MARICELA,49,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52,SI
JAIGUA ALVARADO CELIA MARIA,53,SI
SALAZAR MARTINEZ KARINA MARITZA,54,SI
MORENO CHIRIBOGA AMPARO DIANA,56,SI
TOBAR NUÑEZ RAUL IGNACIO,57,SI
MUÑOZ AVENDAÑO ROSA ELVIRA,58,SI
ALVARADO CARRION ROSANA,59,SI
OCLES PADILLA ALEXANDRA,60,SI
CAZA TIPANTA HUGO RENE,61,SI
PADRON SAETEROS GLADYS PAULINA,62,SI
BRITO MENDOZA MONICA CRISTINA,63,SI
PEÑA CARRASCO DIANA LUCIA,64,SI
PEÑA PACHECO XIMENA DEL ROCIO,65,SI
PONCE LEON XIMENA MERCEDES,67,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,68,SI
FARFAN APONTE RICHARD WILSON,69,SI
RIVERO DOGUER ANGEL ARMANDO,71,SI
MEDINA MERA VICTOR CLEMENTE,72,SI
SANCHEZ MIÑO ALEXIS REYNALDO,73,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
SAENZ DE VITERI LAUTARO ENRIQUE,77,SI
SALAZAR CEDEÑO GUADALUPE DOLORES,78,SI
ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,SI
CISNEROS SORIA OSWALDO DANIEL,81,SI
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,SI
MOYA DUQUE HERMAN ANIBAL,85,SI
SERRANO REYES NELSON ALCIDES,86,SI
SOLANO MORENO ALEX FABIAN,87,SI
LEDESMA ZAMORA DARWIN GERMAN,88,SI
YANZA MANUEL,91,SI
UMAGINGA GUAMAN CESAR,92,SI
TIBAN GUALA LOURDES LICENIA,93,SI
TERAN SARZOSA SEGUNDO FAUSTO,94,SI
VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,SI
VALLE PINARGOTE BAIRON LEONARDO,96,SI
COLLAGUAZO RODRIGO,97,SI
VELA CAIZAPANTA ANGEL RAMIRO,98,SI
PACHECO ORDOÑEZ BAYRON EDUARDO,99,SI
AUQUILLA ORTEGA RAUL VICENTE,101,SI
VELA CHERONI MARIA SOLEDAD,106,SI
HERMOSA ACOSTA MONICA ANABEL,107,SI
VELASCO ENRIQUEZ CARLOS ALBERTO,108,SI
VELEZ MARLENE MARGARITA,109,SI
VERDUGA CEDEÑO MARY,110,SI
VICUÑA MUÑOZ MARIA ALEJANDRA,111,SI
VILEMA FREIRE ANGEL RAMIRO,112,SI
POSSO SALGADO LUIS ANTONIO,113,SI
VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,SI
VINTIMILLA JARRIN DIEGO ARMANDO,122,SI
COELLO JARAMILLO DIANA ANGELINA,123,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,126,SI
OBANDO MORALES SANTA FELICITA,127,SI
SERRANO SEGURA GRACE MARISOL,128,SI
URIBE LOPEZ FANNY ESTHER,129,SI
AGUILAR TORRES MANUEL RAMIRO,74,NO
MORETA PANCHEZ MIGUEL ANGEL,116,NO
PAEZ BENALCAZAR ANDRES TARQUINO,117,NO
TORRES TORRES LUIS FERNANDO,120,NO
ROMERO LOAYZA FRANCO SEGUNDO,134,NO
TERAN SALCEDO JONNY ENRIQUE,135,NO
LOOR CEVALLOS JORGE SEBASTIAN,55,BLANCO
BUSTOS CHILIQUINGA ARCADIO,80,ABSTENCION
YANDUN POZO CASTULO RENE,82,ABSTENCION
ACACHO GONZALEZ PEPE LUIS,83,ABSTENCION
FIERRO OVIEDO PACO,89,ABSTENCION
CHICAIZA TOAPANTA WILSON ALFONSO,102,ABSTENCION
DONOSO CHIRIBOGA PATRICIO,103,ABSTENCION
MONCAYO CEVALLOS JOSE RICARDO,104,ABSTENCION
MACIAS HUERTA ANDREA,105,ABSTENCION
SOLORZANO SARRIA CESAR FAUSTO,114,ABSTENCION
MONTAÑO VALENCIA MAE,115,ABSTENCION
CHICA PAVEL,119,ABSTENCION
MERA RODRIGUEZ MARIA PAULINA,130,ABSTENCION
CUCALON CAMACHO HENRY EDUARDO,131,ABSTENCION
REYES HIDALGO CRISTINA EUGENIA,132,ABSTENCION
TACLE GALARRAGA MOISES FERNANDO,133,ABSTENCION
VITERI JIMENEZ CYNTHIA,136,ABSTENCION
KRONFLE GOMEZ MARIA CRISTINA,137,ABSTENCION
