asambleista,curul,voto
ACERO LANCHIMBA ESTHELA LILIANA,2,AUSENTE
ANDINO REINOSO MAURO EDMUNDO,9,AUSENTE
ARIAS RAMIREZ ALBERTO JESUS,11,AUSENTE
CASSINELLI CALI JUAN CARLOS,23,AUSENTE
DELGADO CHALA AGUSTIN JAVIER,32,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
GUDIÑO MENA ZOBEIDA GUISELA,43,AUSENTE
ISSA WAGNER NICOLAS JOSE,48,AUSENTE
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
MUÑOZ AVENDAÑO ROSA ELVIRA,58,AUSENTE
PEÑA CARRASCO DIANA LUCIA,64,AUSENTE
PEÑA PACHECO XIMENA DEL ROCIO,65,AUSENTE
JIMENEZ CABRERA JOSE CLEVER,90,AUSENTE
UMAGINGA GUAMAN CESAR,92,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
VILEMA FREIRE ANGEL RAMIRO,112,AUSENTE
TORRES TORRES LUIS FERNANDO,120,AUSENTE
TAPIA LOMBEYDA LUIS FERNANDO,130,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,132,AUSENTE
TACLE GALARRAGA MOISES FERNANDO,133,AUSENTE
TERAN SALCEDO JONNY ENRIQUE,135,AUSENTE
KRONFLE GOMEZ MARIA CRISTINA,137,AUSENTE
ABAD VELEZ RAUL,1,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
ORTIZ LARA LEONARDO,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ALCIVAR MERA FELIX ANDRES,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ARCE PLUAS ALEXANDRA MANUELA,10,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
REYES MACHUCA EFREN RODRIGO,16,SI
PAREDES BENAVIDES LIDIA VICTORIA,17,SI
QUIMBIULCO BEDON LORENA GABRIELA,18,SI
CASANOVA CEPEDA XAVIER IVAN,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
OLAYA LIDER,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
CUESTA RIOS LIUBA ELISA,29,SI
DE LA CRUZ BERNARDO HERMAN ULISES,30,SI
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,SI
DE LA TORRE RAMIREZ PABLO ANTONIO,36,SI
LARREA VITERI LIDICE VANESSA,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
SANCHEZ PERALTA EDUARDO JOSE,39,SI
GONZALEZ SERRANO MIRYAM CATARINA,40,SI
BOMBON LOPEZ BLANCA CECILIA,42,SI
TORRES PINEDA CLINTON ELIUD,44,SI
GUZMAN OCHOA LILIANA MAURA,45,SI
HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,SI
MOSQUERA YANEZ ISABEL PIEDAD,47,SI
JEREZ PILLA BETTY MARICELA,49,SI
SILVA MALDONADO SOFIA IRENE,50,SI
ORTIZ GASPAR ESTHER FLAVIA,51,SI
LEDESMA ZAMORA OSCAR ALFONSO,54,SI
AGUIÑAGA VALLEJO PAOLA MARCELA,55,SI
MORENO CHIRIBOGA AMPARO DIANA,56,SI
MOROCHO VELAÑA NANCY BEATRIZ,57,SI
ALVARADO CARRION ROSANA,59,SI
OCLES PADILLA ALEXANDRA,60,SI
CAZA TIPANTA HUGO RENE,61,SI
SANANGO AUCACAMA LUIS LORENZO,62,SI
PATIÑO AROCA RAUL LEONARDO,63,SI
PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,SI
PONCE LEON XIMENA MERCEDES,67,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,68,SI
FARFAN APONTE RICHARD WILSON,69,SI
RIVERA LOPEZ JOSE GABRIEL,70,SI
RIVERO DOGUER ANGEL ARMANDO,71,SI
MEDINA MERA VICTOR CLEMENTE,72,SI
SANCHEZ MIÑO ALEXIS REYNALDO,73,SI
AGUILAR TORRES MANUEL RAMIRO,74,SI
CASTILLO VIVANCO JOSE BOLIVAR,75,SI
RODRIGUEZ DELGADO MARIA VERONICA,76,SI
SAENZ DE VITERI LAUTARO ENRIQUE,77,SI
SALAZAR CEDEÑO GUADALUPE DOLORES,78,SI
