voto,curul,asambleista
AUSENTE,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
AUSENTE,5,ARIAS RAMÍREZ ALBERTO JESÚS
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,10,BONILLA SALCEDO VIVIANA
AUSENTE,21,CERDA MIRANDA GABRIELA PAMELA
AUSENTE,25,CUESTA RÍOS LIUBA ELISA
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,31,FLOR GIL BRENDA AZUCENA
AUSENTE,34,GARZÓN RICAURTE WILLIAM ANTONIO
AUSENTE,37,HOLGUÍN NARANJO MARCELA PRISCILA
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
AUSENTE,59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA
AUSENTE,61,SOLIZ CARRIÓN DORIS JOSEFINA
AUSENTE,63,VELIN CORTÉS JUAN PABLO
AUSENTE,64,VERA FLORES WENDY VANESSA
AUSENTE,77,AZUERO RODAS ELISEO ALEXIS
AUSENTE,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
AUSENTE,94,ZAMBRANO VALLE EDUARDO MAURICIO
AUSENTE,96,PEÑA ONTANEDA ELIO GERMÁN
AUSENTE,108,DUCHI GUAMÁN MARÍA ENCARNACIÓN
AUSENTE,109,OLIVO PALLO JAIME FERNANDO
AUSENTE,113,TORRES COBO LUIS ESTEBAN
AUSENTE,121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN
AUSENTE,123,PEÑAFIEL IZQUIERDO EDDY COLÓN
AUSENTE,124,PUANCHIR PAYASHÑA TITO PEDRO
AUSENTE,126,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,127,ALMEYDA JALIL VICENTE FERNANDO
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,8,BENAVIDES ZAMBRANO ZOILA TERESA
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,14,CADENA VÉLEZ KARLA GABRIELA
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,18,CARRIÓN CEVALLOS MARÍA JOSÉ
SI,19,TERÁN SARZOSA SEGUNDO FAUSTO
SI,20,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
SI,23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO
SI,24,COROZO AYOVÍ JORGE WILBER
SI,26,CUESTA SANTANA ESTHER ADELINA
SI,27,DOUMET CHEDRAUI MICHEL ANDRÉS
SI,35,FUENTES NARANJO PAULINA DEL CARMEN
SI,38,ASPIAZU INFANTE CARMEN MARJORIE
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,42,MENDOZA ARÉVALO DANIEL ISAAC
SI,45,OCHOA MORANTE MANUEL ALFREDO
SI,46,ORELLANA ROMÁN ROSA GINA
SI,47,BUSTAMANTE GARCÍA JUAN FRANCISCO
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,49,PLAZA CASTILLO LENIN
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,53,QUIÑONEZ OCAMPO JULIO CÉSAR
SI,56,SALAZAR CEDEÑO GUADALUPE DOLORES
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,65,VERA RODRÍGUEZ CARLOS ALFREDO
SI,68,YAR ARAUJO JUAN CARLOS
SI,71,ANDRADE MUÑOZ WILMA PIEDAD
SI,72,ZAMBRANO ALCÍVAR MAGDA XIOMARA
SI,73,AUQUILLA ORTEGA RAÚL VICENTE
SI,74,ASTUDILLO LOOR LINA GLORIA
SI,75,BURBANO MONTENEGRO FÉLIX FERNANDO
SI,76,ZAMBRANO CASTRO NORALMA ELIZABETH
SI,78,CUCALÓN CAMACHO HENRY EDUARDO
SI,79,INTRIAGO ZAMBRANO FAUSTO PATRICIO
SI,80,CALLEJAS BARONA FERNANDO
SI,81,GALLARDO CHEME CARLOS DAVID
SI,82,CAMPOVERDE ROBLES EMILIO ABSALÓN
SI,83,CARRIÓN MORENO CÉSAR ATAULFO
SI,86,YANDÚN POZO CÁSTULO RENÉ
SI,87,UGARTE HENRÍQUEZ JOSÉ FERNANDO
SI,88,OLLAGUE VALAREZO ZOILA PIEDAD
SI,89,CASTANIER JARAMILLO XAVIER HOMERO
SI,90,CELI SANTOS GUILLERMO ALEJANDRO
SI,91,CRUZ PROAÑO LUDOVICO ISRAEL
SI,92,CRUZ VACA JEANNINE DEL CISNE
SI,93,CUESTA ORELLANA MARÍA DE LOURDES
SI,95,CADENA HUERTAS FRANCISCO JAVIER
SI,97,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR
SI,98,
SI,99,REYES HIDALGO CRISTINA EUGENIA
