curul,asambleista,voto
3,SERRANO SALGADO JOSÉ RICARDO,AUSENTE
6,YELA ACOSTA WERNER ANTONIO,AUSENTE
7,ARTEAGA MUÑOZ KARINA CECILIA,AUSENTE
8,BENAVIDES ZAMBRANO ZOILA TERESA,AUSENTE
9,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
10,BONILLA SALCEDO VIVIANA,AUSENTE
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,AUSENTE
21,GREFA AVILEZ FLAVIO PATRICIO,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
28,DURÁN AGUILAR LILIANA ELIZABETH,AUSENTE
29,ALEAGA SANTOS RONNY XAVIER,AUSENTE
30,ESPINOSA ANDRADE AUGUSTO XAVIER,AUSENTE
31,GARCÍA MARTÍNEZ INGRID VANESSA,AUSENTE
32,GARCÍA GAIBOR CARMEN MERCEDES,AUSENTE
33,GARCÍA POZO DIEGO OSWALDO,AUSENTE
36,GÓMEZ LOZANO RICHARD GARIS,AUSENTE
37,HOLGUÍN NARANJO MARCELA PRISCILA,AUSENTE
39,LLORET VALDIVIESO JUAN CRISTÓBAL,AUSENTE
41,MELO GARZÓN ESTEBAN ANDRÉS,AUSENTE
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,AUSENTE
45,OCHOA MORANTE MANUEL ALFREDO,AUSENTE
50,POMA HERRERA YOFRE MARTÍN,AUSENTE
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,AUSENTE
56,SALAZAR CEDEÑO GUADALUPE DOLORES,AUSENTE
59,SÁNCHEZ REYES MONTGOMERY,AUSENTE
60,ALEMÁN MARMOL MÓNICA ROCÍO,AUSENTE
67,VITERI GUALINGA CARLOS ELOY,AUSENTE
69,GUAMBA DÍAZ NANCY JEANNETH,AUSENTE
70,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,AUSENTE
92,ZÁRATE CASTRO JORGE EDUARDO,AUSENTE
93,CUESTA ORELLANA MARÍA DE LOURDES,AUSENTE
104,GENDE CALAZACÓN ANGEL MESÍAS,AUSENTE
107,CANDELL SOTO JAIME ENRIQUE JIMMY,AUSENTE
111,TAIANO BASANTE VICENTE GIOVANNY,AUSENTE
112,TERÁN SALCEDO RAMÓN FORTUNATO,AUSENTE
113,TORRES TORRES LUIS FERNANDO,AUSENTE
115,MENDOZA PALMA JOFFRE PATRICIO,AUSENTE
121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,AUSENTE
122,CUESTA CONCARI MARÍA MERCEDES,AUSENTE
128,VINTIMILLA MOSCOSO PAOLA,AUSENTE
134,SUQUILANDA VALDIVIESO BYRON VINICIO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
5,ARIAS RAMÍREZ ALBERTO JESÚS,SI
12,HIDALGO JARAMILLO EDITH MARLENE,SI
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,SI
14,CADENA VÉLEZ KARLA GABRIELA,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,TERAN SARZOSA SEGUNDO FAUSTO,SI
20,TENORIO VALENCIA CALLETANO,SI
23,TORRES TORRES EURO IGNACIO,SI
24,COROZO AYOVÍ JORGE WILBER,SI
27,DOUMET CHEDRAUI MICHEL ANDRÉS,SI
34,GARZÓN RICAURTE WILLIAM ANTONIO,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
40,MARÍN AGUIRRE ANA BELÉN,SI
42,MENDOZA ARÉVALO DANIEL ISAAC,SI
46,ORELLANA ROMÁN ROSA GINA,SI
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,SI
48,PEÑA PACHECO XIMENA DEL ROCÍO,SI
49,PLAZA CASTILLO LENIN,SI
52,QUIJIJE DELGADO LUIS RAFAEL,SI
53,RODRÍGUEZ CEDEÑO ROSA ELENA,SI
63,VELIN CORTÉS JUAN PABLO,SI
65,VERA RODRÍGUEZ CARLOS ALFREDO,SI
68,YAR ARAUJO JUAN CARLOS,SI
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
72,ZAMBRANO ALCÍVAR MAGDA XIOMARA,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
74,BERNAL BERNAL ESTEBAN REMIGIO,SI
75,BURBANO MONTENEGRO FÉLIX FERNANDO,SI
76,ZAMBRANO CASTRO NORALMA ELIZABETH,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
