asambleista,curul,voto
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
CRUZ SALAZAR FRANCISCA GABRIELA,10,AUSENTE
MORENO INTRIAGO MARIA LUISA,14,AUSENTE
FAJARDO MOSQUERA LETTY VANESSA,33,AUSENTE
GONZALEZ SERRANO MIRYAM CATARINA,40,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
BUSTOS CHILIQUINGA ARCADIO,80,AUSENTE
UMAJINGA GUAMAN CESAR,92,AUSENTE
TIBAN GUALA LOURDES LICENIA,93,AUSENTE
MONCAYO CEVALLOS JOSE RICARDO,104,AUSENTE
VELEZ MARLENE MARGARITA,109,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
CUCALON CAMACHO HENRY EDUARDO,131,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,132,AUSENTE
KRONFLE GOMEZ MARIA CRISTINA,137,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
HAGO CELI FRANCISCO WAIKING,4,SI
AGUIRRE HIDALGO DORA ANADELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
RIVAS ALAVA ELIANA LISSET,11,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CAJAS LARA SUSANA VALERIA,22,SI
BRAVO RAMIREZ MARIA LORENA,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
