curul,asambleista,voto
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,AUSENTE
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,AUSENTE
5,ARIAS RAMÍREZ ALBERTO JESÚS,AUSENTE
22,CHALÁ CRUZ JOSÉ FRANKLIN,AUSENTE
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,AUSENTE
24,COROZO AYOVÍ JORGE WILBER,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
29,ESPÍN REYES EUGENIA SOFÍA,AUSENTE
39,LLORET VALDIVIESO JUAN CRISTÓBAL,AUSENTE
41,MELO GARZÓN ESTEBAN ANDRÉS,AUSENTE
56,SALAZAR CEDEÑO GUADALUPE DOLORES,AUSENTE
61,SOLIZ CARRIÓN DORIS JOSEFINA,AUSENTE
69,YUNDA MACHADO JORGE HOMERO,AUSENTE
75,BURBANO MONTENEGRO FÉLIX FERNANDO,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
131,PAREDES TORRES WASHINGTON ARTURO,AUSENTE
134,SUQUILANDA VALDIVIESO BYRON VINICIO,AUSENTE
135,VERA MENDOZA TANLLY JANELA,AUSENTE
136,VILLAMAR JÁCOME PEDRO FABRICIO,AUSENTE
1,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
3,CEVALLOS GUEVARA LESLIE MARCELA,SI
6,ARREGUI RUEDA MARCIA CECILIA,SI
7,ARTEAGA MUÑOZ KARINA CECILIA,SI
8,BENAVIDES ZAMBRANO ZOILA TERESA,SI
9,BERGMANN REYNA CARLOS ALBERTO,SI
10,COLLAGUAZO RODRIGO,SI
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,SI
14,CADENA VÉLEZ KARLA GABRIELA,SI
15,CALLE VERZOZI HERMUY,SI
16,CAMBALA MONTECE CARLOS ALBERTO,SI
17,CÁRDENAS ESPINOZA JUAN JORGE,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,VALLEJO JARAMILLO NORMA MARLENE,SI
20,TENORIO VALENCIA CALLETANO,SI
21,CERDA MIRANDA GABRIELA PAMELA,SI
26,CUESTA SANTANA ESTHER ADELINA,SI
27,RUIZ CEDEÑO ANA BELÉN,SI
28,DURÁN AGUILAR LILIANA ELIZABETH,SI
30,ESPINOSA ANDRADE AUGUSTO XAVIER,SI
31,FLOR GIL BRENDA AZUCENA,SI
32,GARCÍA GAIBOR CARMEN MERCEDES,SI
33,GARCÍA POZO DIEGO OSWALDO,SI
34,GARZÓN RICAURTE WILLIAM ANTONIO,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,SI
37,HOLGUÍN NARANJO MARCELA PRISCILA,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
40,MARÍN AGUIRRE ANA BELÉN,SI
42,MENDOZA ARÉVALO DANIEL ISAAC,SI
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,SI
44,NARANJO ALVARADO PRISCILA AMAPOLA,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
46,ORELLANA ROMÁN ROSA GINA,SI
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,SI
48,PEÑA PACHECO XIMENA DEL ROCÍO,SI
49,PLAZA CASTILLO LENIN,SI
50,POMA HERRERA YOFRE MARTÍN,SI
51,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
52,QUIJIJE DELGADO LUIS RAFAEL,SI
53,RODRÍGUEZ CEDEÑO ROSA ELENA,SI
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,SI
57,SALGADO ANDRADE SILVIA BETZABETH,SI
58,SAMANIEGO MAIGUA FRANKLIN OMAR,SI
59,SÁNCHEZ REYES MONTGOMERY,SI
60,ALEMÁN MARMOL MÓNICA ROCÍO,SI
62,VALLE PINARGOTE BAIRON LEONARDO,SI
63,VELIN CORTÉS JUAN PABLO,SI
64,VERA FLORES WENDY VANESSA,SI
65,VERA RODRÍGUEZ CARLOS ALFREDO,SI
66,VILLALVA MIRANDA LIRA DE LA PAZ,SI
67,VITERI GUALINGA CARLOS ELOY,SI
68,YAR ARAUJO JUAN CARLOS,SI
70,ZAMBRANO ARTEAGA JOSE RICARDO,SI
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
72,ASÁN WONSANG JOSÉ FRANCISCO,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
74,BERNAL BERNAL ESTEBAN REMIGIO,SI
76,ZAMBRANO CASTRO NORALMA ELIZABETH,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,FALQUEZ BATALLAS PEDRO CARLOS,SI
80,CALLEJAS BARONA FERNANDO,SI
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
87,HENRÍQUEZ JAIME PATRICIA IVONNE,SI
88,KRONFLE KOZHAYA HENRY FABIÁN,SI
89,CASTANIER JARAMILLO XAVIER HOMERO,SI
90,CELI SANTOS GUILLERMO ALEJANDRO,SI
91,CRUZ PROAÑO LUDOVICO ISRAEL,SI
93,MEDINA RAMÍREZ JOSÉ ALFREDO,SI
94,ZAMBRANO VALLE EDUARDO MAURICIO,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
97,MONTAÑO GUISAMANO MAYRA MIGDONIA,SI
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",SI
99,NARVÁEZ MENDIETA DALTON RAFAEL,SI
100,CURICHUMBI YUPANQUI PEDRO,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
102,FLORES VÁSQUEZ FERNANDO PATRICIO,SI
103,GALARZA AÑAZCO ANA MERCEDES,SI
104,GENDE CALAZACÓN ANGEL MESÍAS,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
106,MACÍAS ORTEGA WENDY ELENA MARISOL,SI
107,CANDELL SOTO JAIME ENRIQUE JIMMY,SI
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,SI
109,OLIVO PALLO JAIME FERNANDO,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
111,TACLE GARCÍA SAMIA,SI
112,TERÁN SALCEDO RAMÓN FORTUNATO,SI
113,TORRES TORRES LUIS FERNANDO,SI
114,LARREÁTEGUI FABARA MARÍA GABRIELA,SI
115,CUADRO GASTEZZI DEYSI MARIA,SI
116,MINCHALA MURILLO RÓMULO MARCELO,SI
117,MONTAÑO VALENCIA MAE,SI
118,MORENO GUERRERO HENRY FREDY,SI
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,SI
120,PACHALA POMA LUIS ALBERTO,SI
121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,SI
122,GARCIA CANO LUIGI FRANCISCO,SI
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,SI
124,PUANCHIR PAYASHÑA TITO PEDRO,SI
125,ALARCÓN GUILLÍN FREDY OSCAR,SI
126,SOLORZANO SARRIA CESAR FAUSTO,SI
127,UGARTE GUZMÁN BLANCA ROSANA,SI
128,VINTIMILLA MOSCOSO PAOLA,SI
129,ZAMBRANO ORTIZ MARÍA ROBERTA,SI
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,SI
132,ROMERO LOAYZA FRANCO SEGUNDO,SI
133,SIMBAÑA VILLARREAL ABDÓN MARCELO,SI
137,PADILLA SIERRA MAGGIE DOLORES,SI
