curul,asambleista,voto
4,HAGO CELI FRANCISCO WAIKING,AUSENTE
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
20,CARRILLO BETTY,AUSENTE
40,GONZALEZ SERRANO MIRYAM CATARINA,AUSENTE
50,ARANA COELLO YIMABEL MARIA,AUSENTE
57,TOBAR NUÑEZ RAUL IGNACIO,AUSENTE
59,ALVARADO CARRION ROSANA,AUSENTE
61,PABON CARANQUI PAOLA VERENICE,AUSENTE
63,PATIÑO AROCA RAUL LEONARDO,AUSENTE
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
79,ANDRADE SOLORZANO LUIS ALBERTO,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
89,FIERRO OVIEDO PACO,AUSENTE
98,INTRIAGO MACIAS CARMEN ELENA,AUSENTE
107,HERMOSA ACOSTA MONICA ANABEL,AUSENTE
111,VICUÑA MUÑOZ MARIA ALEJANDRA,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
119,CHICA PAVEL,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
127,ZAMBRANO CHACHA ALBERTO ALEXANDER,AUSENTE
129,URIBE LOPEZ FANNY ESTHER,AUSENTE
136,VITERI JIMENEZ CYNTHIA,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
74,AGUILAR TORRES MANUEL RAMIRO,SI
82,YANDUN POZO CASTULO RENE,SI
83,ACACHO GONZALEZ PEPE LUIS,SI
90,GUALAN JAPA MILTON RODRIGO,SI
91,YANZA MANUEL,SI
92,UMAGINGA GUAMAN CESAR,SI
93,TIBAN GUALA LOURDES LICENIA,SI
100,GUTIERREZ BORBUA FAUSTO GILMAR,SI
101,LUDEÑA SOTOMAYOR CECILIA DEL CISNE,SI
102,CHICAIZA TOAPANTA WILSON ALFONSO,SI
103,DONOSO CHIRIBOGA PATRICIO,SI
104,MONCAYO CEVALLOS JOSE RICARDO,SI
105,MOREIRA MACIAS GRACE HOLANDA,SI
113,POSSO SALGADO LUIS ANTONIO,SI
114,SOLORZANO SARRIA CESAR FAUSTO,SI
115,MONTAÑO VALENCIA MAE,SI
116,MORETA PANCHEZ MIGUEL ANGEL,SI
118,SALGADO RIVADENEIRA DIEGO,SI
120,TORRES TORRES LUIS FERNANDO,SI
130,MERA RODRIGUEZ MARIA PAULINA,SI
131,CUCALON CAMACHO HENRY EDUARDO,SI
132,REYES HIDALGO CRISTINA EUGENIA,SI
133,TACLE GALARRAGA MOISES FERNANDO,SI
134,ROMERO LOAYZA FRANCO SEGUNDO,SI
135,TERAN SALCEDO RAMON FORTUNATO,SI
