asambleista,curul,voto
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
MORENO INTRIAGO MARIA LUISA,9,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CHALÁ CRUZ JOSÉ FRANKLIN,22,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
VERCOUTERE QUINCHE PAOLINA,33,AUSENTE
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,AUSENTE
SÁNCHEZ REYES MONTGOMERY,59,AUSENTE
VITERI GUALINGA CARLOS ELOY,67,AUSENTE
BERNAL BERNAL ESTEBAN REMIGIO,74,AUSENTE
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ASÁN WONSANG JOSÉ FRANCISCO,72,SI
MALDONADO JARAMILLO MARÍA ISABEL,73,SI
BURBANO MONTENEGRO FÉLIX FERNANDO,75,SI
AZUERO RODAS ELISEO ALEXIS,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
SERRANO VITERI MERCEDES MARITZA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
HENRÍQUEZ JAIME PATRICIA IVONNE,87,SI
JARAMILLO ZURITA PAOLA MICHAEL,88,SI
CASTANIER JARAMILLO XAVIER HOMERO,89,SI
CELI SANTOS GUILLERMO ALEJANDRO,90,SI
CRUZ PROAÑO LUDOVICO ISRAEL,91,SI
CRUZ VACA JEANNINE DEL CISNE,92,SI
CUESTA ORELLANA MARÍA DE LOURDES,93,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,SI
MUENTES ALVARADO PABLO ANDRES,98,SI
REYES HIDALGO CRISTINA EUGENIA,99,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
DONOSO CHIRIBOGA PATRICIO,101,SI
FLORES VÁSQUEZ FERNANDO PATRICIO,102,SI
GALARZA AÑAZCO ANA MERCEDES,103,SI
LÓPEZ LAPO CARLOS VÍCTOR,104,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
CANDELL SOTO JAIME ENRIQUE JIMMY,107,SI
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,SI
OLIVO PALLO JAIME FERNANDO,109,SI
ROHON HERVAS CÉSAR EDUARDO,110,SI
TAIANO BASANTE VICENTE GIOVANNY,111,SI
TERÁN SALCEDO RAMÓN FORTUNATO,112,SI
TORRES TORRES LUIS FERNANDO,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
CARBO AGUIRRE JONATHAN ALEXI,115,SI
MINCHALA MURILLO RÓMULO MARCELO,116,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
PACHALA POMA LUIS ALBERTO,120,SI
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,SI
CUESTA CONCARI MARÍA MERCEDES,122,SI
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,SI
PUANCHIR PAYASHÑA TITO PEDRO,124,SI
