curul,asambleista,voto
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
20,CARRILLO BETTY,AUSENTE
21,CARRION MARIA JOSE,AUSENTE
24,CAYAMBE TIPAN FAUSTO HERIBERTO,AUSENTE
26,CHAVEZ CANALES HOLGER EZEQUIEL,AUSENTE
28,CORDOVA ENCALADA EDGAR EDUARDO,AUSENTE
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,AUSENTE
34,FALCONI LOQUI EVELYN PAMELA,AUSENTE
37,LARREA VITERI LIDICE VANESSA,AUSENTE
40,GONZALEZ SERRANO MIRYAM CATARINA,AUSENTE
41,GUAMAN CASTRO ALEX FRANCISCO,AUSENTE
47,MOSQUERA YANEZ ISABEL PIEDAD,AUSENTE
50,JUEZ JUEZ OMAR JUSEPH,AUSENTE
53,LARRIVA ALVARADO OSCAR OSWALDO,AUSENTE
55,AGUIÑAGA VALLEJO PAOLA MARCELA,AUSENTE
58,MUÑOZ AVENDAÑO ROSA ELVIRA,AUSENTE
63,PATIÑO AROCA RAUL LEONARDO,AUSENTE
64,PEÑA CARRASCO DIANA LUCIA,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
81,VILLAO PANCHANA RAUL ELIAS,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
91,ORELLANA MARQUINEZ MAGALI MARGOT,AUSENTE
95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,AUSENTE
98,VELA CAIZAPANTA ANGEL RAMIRO,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
101,AUQUILLA ORTEGA RAUL VICENTE,AUSENTE
107,ARGUELLO TROYA BLANCA AZUCENA,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
125,ZAMBRANO CABANILLA EDUARDO ALFONSO,AUSENTE
132,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
136,SERRANO VALLADARES SAADIN ALFREDO,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
1,ABAD VELEZ RAUL,SI
2,MORALES POZO LENIN ALBERTO,SI
3,LANDAZURI OLMEDO LUDIS CLAUDINA,SI
4,MACHUCA MOSCOSO LINDA MARICELA,SI
5,ORTIZ LARA LEONARDO,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,TORRES CEDEÑO KERLLY ANABEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
11,ARIAS RAMIREZ ALBERTO JESUS,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
23,CASSINELLI CALI JUAN CARLOS,SI
25,OLAYA LIDER,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
29,CUESTA RIOS LIUBA ELISA,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
35,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,SI
36,GALVAN GRACIA MARIA ESPERANZA,SI
38,CALAZACON AGUAVIL MARIA ALBERTINA,SI
39,GODOY ANDRADE GINA JAKELINE,SI
42,GUAMANGATE ANTE LUIS GILBERTO,SI
43,GUDIÑO MENA ZOBEIDA GUISELA,SI
44,TORRES PINEDA CLINTON ELIUD,SI
45,GUZMAN OCHOA LILIANA MAURA,SI
46,GUTIERREZ MOSCOSO MARIA EUGENIA,SI
