curul,asambleista,voto
3,LANDAZURI OLMEDO LUDIS CLAUDINA,AUSENTE
4,MACHUCA MOSCOSO LINDA MARICELA,AUSENTE
9,ANDINO REINOSO MAURO EDMUNDO,AUSENTE
12,ARREGUI RUEDA MARCIA CECILIA,AUSENTE
18,CALDERON SALTOS RICHARD OSWALDO,AUSENTE
20,CARRILLO BETTY,AUSENTE
21,CARRION MARIA JOSE,AUSENTE
22,CAJAS LARA SUSANA VALERIA,AUSENTE
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,AUSENTE
32,DELGADO CHALA AGUSTIN JAVIER,AUSENTE
33,PALACIOS CESAR,AUSENTE
34,FALCONI LOQUI EVELYN PAMELA,AUSENTE
43,GUDIÑO MENA ZOBEIDA GUISELA,AUSENTE
45,GUZMAN OCHOA LILIANA MAURA,AUSENTE
47,HURTADO ANGULO IVAN JACINTO,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
50,JUEZ JUEZ OMAR JUSEPH,AUSENTE
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,AUSENTE
88,LEDESMA ZAMORA DARWIN GERMAN,AUSENTE
89,FIERRO OVIEDO PACO,AUSENTE
90,JIMENEZ CABRERA JOSE CLEVER,AUSENTE
92,UMAGINGA GUAMAN CESAR,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
100,GUTIERREZ BORBUA FAUSTO GILMAR,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
114,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
117,PAEZ BENALCAZAR ANDRES TARQUINO,AUSENTE
118,SALGADO RIVADENEIRA DIEGO,AUSENTE
124,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
125,ZAMBRANO CABANILLA EDUARDO ALFONSO,AUSENTE
129,URIBE LOPEZ FANNY ESTHER,AUSENTE
130,MERA RODRIGUEZ MARIA PAULINA,AUSENTE
132,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
133,TACLE GALARRAGA MOISES FERNANDO,AUSENTE
136,VITERI JIMENEZ CYNTHIA,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,ALCIVAR MERA FELIX ANDRES,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
10,ARCE PLUAS ALEXANDRA MANUELA,SI
11,RIVAS ALAVA ELIANA LISSET,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,BUENDIA HERDOIZA MARIA SOLEDAD,SI
