asambleista,curul,voto
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
MARQUEZ LOPEZ JOSE LENIN,13,AUSENTE
CARRION MARIA JOSE,21,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
CASSINELLI CALI JUAN CARLOS,23,AUSENTE
DELGADO GUTIERREZ ALEXANDRA ISABEL,27,AUSENTE
CUESTA RIOS LIUBA ELISA,29,AUSENTE
DE LA CRUZ BERNARDO HERMAN ULISES,30,AUSENTE
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,AUSENTE
JARAMILLO RODRIGUEZ VICTOR HUGO,43,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
BRITO MENDOZA MONICA CRISTINA,63,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
RODRIGUEZ DELGADO MARIA VERONICA,76,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
MATIAS APOLINARIO RITA AZUCENA,81,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
DONOSO CHIRIBOGA PATRICIO,103,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
LANDAZURI OLMEDO LUDIS CLAUDINA,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
VITERI LOPEZ CHRISTIAN HUMBERTO,10,SI
RIVAS ALAVA ELIANA LISSET,11,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CORDOVA ENCALADA EDGAR EDUARDO,28,SI
PIÑAN CAJAS MARIA ALEGRIA,32,SI
PALACIOS CESAR,33,SI
FALCONI LOQUI EVELYN PAMELA,34,SI
GAGLIARDO LOOR GASTON,35,SI
DE LA TORRE RAMIREZ PABLO ANTONIO,36,SI
MENDOZA DANIEL ISAAC,37,SI
GARZON RICAURTE WILLIAM ANTONIO,38,SI
GODOY ANDRADE GINA JAKELINE,39,SI
