asambleista,curul,voto
CRUZ SALAZAR FRANCISCA GABRIELA,23,AUSENTE
JARAMILLO RODRIGUEZ VICTOR HUGO,43,AUSENTE
MOSQUERA YANEZ ISABEL PIEDAD,47,AUSENTE
JAIGUA ALVARADO CELIA MARIA,53,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
DIAZ COKA MARIA GABRIELA,88,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
COELLO JARAMILLO DIANA ANGELINA,123,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ZAPATA MANTILLA JOSE LEONIDAS,128,AUSENTE
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
LANDAZURI OLMEDO LUDIS CLAUDINA,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
VITERI LOPEZ CHRISTIAN HUMBERTO,10,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
ARREGUI RUEDA MARCIA CECILIA,12,SI
BENAVIDES ZAMBRANO ZOILA TERESA,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BARRIGA ROCIO,15,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CALLE ANDRADE MARIA AUGUSTA,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
CHICA AREVALO VINICIO VETHOWEN,27,SI
