70,asambleista,curul,total si,voto
,SERRANO SALGADO JOSÉ RICARDO,3.0,,AUSENTE
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13.0,,AUSENTE
,VALLEJO JARAMILLO NORMA MARLENE,19.0,,AUSENTE
,SUAREZ HUAYAMAVE CARLOS ALBERTO,25.0,,AUSENTE
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35.0,,AUSENTE
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36.0,,AUSENTE
,PEÑA PACHECO XIMENA DEL ROCÍO,48.0,,AUSENTE
,POMA HERRERA YOFRE MARTÍN,50.0,,AUSENTE
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54.0,,AUSENTE
,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59.0,,AUSENTE
,VERA FLORES WENDY VANESSA,64.0,,AUSENTE
,VITERI GUALINGA CARLOS ELOY,67.0,,AUSENTE
,LOOR ALCÍVAR LEXI LIDUVINA,70.0,,AUSENTE
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85.0,,AUSENTE
,DONOSO CHIRIBOGA PATRICIO,101.0,,AUSENTE
,TORRES TORRES LUIS FERNANDO,113.0,,AUSENTE
,MENDOZA PALMA JOFFRE PATRICIO,115.0,,AUSENTE
,VINTIMILLA MOSCOSO PAOLA,128.0,,AUSENTE
,ZAMBRANO ORTIZ MARÍA ROBERTA,129.0,,AUSENTE
,VILLAMAR JÁCOME PEDRO FABRICIO,136.0,,AUSENTE
,AGUIÑAGA VALLEJO PAOLA MARCELA,1.0,,SI
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4.0,,SI
,ARREGUI RUEDA MARCIA CECILIA,6.0,,SI
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11.0,,SI
,CAMBALA MONTECE CARLOS ALBERTO,16.0,,SI
,CÁRDENAS ESPINOZA JUAN JORGE,17.0,,SI
,YELA ACOSTA WERNER ANTONIO,23.0,,SI
,DURÁN AGUILAR LILIANA ELIZABETH,28.0,,SI
,ALEAGA SANTOS RONNY XAVIER,29.0,,SI
,NARANJO ALVARADO PRISCILA AMAPOLA,44.0,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,51.0,,SI
,TENEZACA LOPEZ MABEL MICHELL,62.0,,SI
,VILLALVA MIRANDA LIRA DE LA PAZ,66.0,,SI
,YUNDA MACHADO JORGE HOMERO,69.0,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71.0,,SI
,ASÁN WONSANG JOSÉ FRANCISCO,72.0,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73.0,,SI
,BERNAL BERNAL ESTEBAN REMIGIO,74.0,,SI
