35,asambleista,curul,total ausente,voto
,AGUIÑAGA VALLEJO PAOLA MARCELA,1,,AUSENTE
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,,AUSENTE
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,AUSENTE
,CADENA VÉLEZ KARLA GABRIELA,14,,AUSENTE
,COROZO AYOVÍ JORGE WILBER,24,,AUSENTE
,CUESTA RÍOS LIUBA ELISA,25,,AUSENTE
,ESPÍN REYES EUGENIA SOFÍA,29,,AUSENTE
,GARCÍA GAIBOR CARMEN MERCEDES,32,,AUSENTE
,GARCÍA POZO DIEGO OSWALDO,33,,AUSENTE
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,AUSENTE
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,AUSENTE
,MELO GARZÓN ESTEBAN ANDRÉS,41,,AUSENTE
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,AUSENTE
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,AUSENTE
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,AUSENTE
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,AUSENTE
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,AUSENTE
,PARRA VILLACIS JONATHAN EMANUEL,56,,AUSENTE
,SAMANIEGO MAIGUA FRANKLIN OMAR,58,,AUSENTE
,ALEMÁN MARMOL MÓNICA ROCÍO,60,,AUSENTE
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,AUSENTE
,VERA FLORES WENDY VANESSA,64,,AUSENTE
,BERNAL BERNAL ESTEBAN REMIGIO,74,,AUSENTE
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,AUSENTE
,CASTANIER JARAMILLO XAVIER HOMERO,89,,AUSENTE
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,AUSENTE
,GALARZA AÑAZCO ANA MERCEDES,103,,AUSENTE
,LÓPEZ LAPO CARLOS VÍCTOR,104,,AUSENTE
,OLIVO PALLO JAIME FERNANDO,109,,AUSENTE
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,AUSENTE
,SALGUERO SEMINARIO PAULINA BEATRIZ,121,,AUSENTE
,PUANCHIR PAYASHÑA TITO PEDRO,124,,AUSENTE
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,AUSENTE
,PAREDES TORRES WASHINGTON ARTURO,131,,AUSENTE
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,AUSENTE
,JUCA SALAZAR MERCEDES DEL ROCÍO,2,,SI
,CEVALLOS GUEVARA LESLIE MARCELA,3,,SI
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,SI
,ARREGUI RUEDA MARCIA CECILIA,6,,SI
,ARTEAGA MUÑOZ KARINA CECILIA,7,,SI
,BENAVIDES ZAMBRANO ZOILA TERESA,8,,SI
,BERGMANN REYNA CARLOS ALBERTO,9,,SI
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,,SI
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,SI
,REYES LAINEZ ÁNGELA MARÍA,16,,SI
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,SI
,VALLEJO JARAMILLO NORMA MARLENE,19,,SI
,TENORIO VALENCIA CALLETANO,20,,SI
,CERDA MIRANDA GABRIELA PAMELA,21,,SI
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,SI
,RUIZ CEDEÑO ANA BELÉN,27,,SI
,FLOR GIL BRENDA AZUCENA,31,,SI
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,SI
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,,SI
,LITARDO CAICEDO CÉSAR ERNESTO,38,,SI
,MARÍN AGUIRRE ANA BELÉN,40,,SI
,MENDOZA ARÉVALO DANIEL ISAAC,42,,SI
,OCHOA MORANTE MANUEL ALFREDO,45,,SI
,ORELLANA ROMÁN ROSA GINA,46,,SI
,PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,,SI
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,SI
,PLAZA CASTILLO LENIN,49,,SI
,POMA HERRERA YOFRE MARTÍN,50,,SI
,QUIJIJE DELGADO LUIS RAFAEL,52,,SI
,RODRÍGUEZ CEDEÑO ROSA ELENA,53,,SI
,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,,SI
,VELIN CORTÉS JUAN PABLO,63,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,YAR ARAUJO JUAN CARLOS,68,,SI
,YUNDA MACHADO JORGE HOMERO,69,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,70,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71,,SI
,ASÁN WONSANG JOSÉ FRANCISCO,72,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,SI
,AZUERO RODAS ELISEO ALEXIS,77,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,AÑAZCO ROMERO DOLORES LETICIA,79,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,VEGAY JIPA LUZ AIDA,84,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,JARAMILLO ZURITA PAOLA MICHAEL,88,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,YUNGA NAULA SEGUNDO JULIÁN,91,,SI
,ZÁRATE CASTRO JORGE EDUARDO,92,,SI
,MEDINA RAMÍREZ JOSÉ ALFREDO,93,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,MONTAÑO GUISAMANO MAYRA MIGDONIA,97,,SI
,MUENTES ALVARADO PABLO ANDRES,98,,SI
,NARVÁEZ MENDIETA DALTON RAFAEL,99,,SI
,CURICHUMBI YUPANQUI PEDRO,100,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,,SI
,MACÍAS ORTEGA WENDY ELENA MARISOL,106,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,ROHON HERVAS CÉSAR EDUARDO,110,,SI
,TACLE GARCÍA SAMIA,111,,SI
,LÓPEZ JIMÉNEZ MAYLING,112,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,SI
,CARBO AGUIRRE JONATHAN ALEXI,115,,SI
,MINCHALA MURILLO RÓMULO MARCELO,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,SOLORZANO SARRIA CESAR FAUSTO,126,,SI
,UGARTE GUZMÁN BLANCA ROSANA,127,,SI
,VINTIMILLA MOSCOSO PAOLA,128,,SI
,ZAMBRANO ORTIZ MARÍA ROBERTA,129,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,CEDEÑO LOOR LENIN PAÚL,135,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,CALLE VERZOZI HERMUY,15,,NO
,COLLAGUAZO RODRIGO,10,,ABSTENCION
,CÁRDENAS ESPINOZA JUAN JORGE,17,,ABSTENCION
,CHALÁ CRUZ JOSÉ FRANKLIN,22,,ABSTENCION
,CUESTA SANTANA ESTHER ADELINA,26,,ABSTENCION
,DURÁN AGUILAR LILIANA ELIZABETH,28,,ABSTENCION
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,ABSTENCION
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,ABSTENCION
,SALGADO ANDRADE SILVIA BETZABETH,57,,ABSTENCION
,VALLE PINARGOTE BAIRON LEONARDO,62,,ABSTENCION
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,ABSTENCION
,VITERI GUALINGA CARLOS ELOY,67,,ABSTENCION
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,ABSTENCION
