voto,curul,asambleista
AUSENTE,1,AGUIÑAGA VALLEJO PAOLA MARCELA
AUSENTE,3,CEVALLOS GUEVARA LESLIE MARCELA
AUSENTE,8,MARQUEZ LOPEZ JOSE LENIN
AUSENTE,9,MORENO INTRIAGO MARIA LUISA
AUSENTE,10,BONILLA SALCEDO VIVIANA
AUSENTE,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
AUSENTE,14,DELGADO ORLANDO CÉSAR ANTONIO
AUSENTE,15,CALLE VERZOZI HERMUY
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,53,RODRÍGUEZ CEDEÑO ROSA ELENA
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
AUSENTE,56,SALAZAR CEDEÑO GUADALUPE DOLORES
AUSENTE,58,SAMANIEGO MAIGUA FRANKLIN OMAR
AUSENTE,59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA
AUSENTE,69,GUAMBA DÍAZ NANCY JEANNETH
AUSENTE,70,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,73,AUQUILLA ORTEGA RAÚL VICENTE
AUSENTE,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,88,JARAMILLO ZURITA PAOLA MICHAEL
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,103,GALARZA AÑAZCO ANA MERCEDES
AUSENTE,105,MOLINA CELI KARLA ELIZABETH
AUSENTE,106,MACÍAS ORTEGA WENDY ELENA MARISOL
AUSENTE,111,TACLE GARCÍA SAMIA
AUSENTE,115,CUADRO GASTEZZI DEYSI MARIA
AUSENTE,116,VERA CALDERÓN SILVIA LORENA
AUSENTE,122,CUESTA CONCARI MARÍA MERCEDES
AUSENTE,127,UGARTE GUZMÁN BLANCA ROSANA
AUSENTE,132,ROMERO LOAYZA FRANCO SEGUNDO
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
SI,5,ARIAS RAMÍREZ ALBERTO JESÚS
SI,6,SALINAS OCHOA CAMILO AURELIO
SI,7,ARTEAGA MUÑOZ KARINA CECILIA
SI,12,HIDALGO JARAMILLO EDITH MARLENE
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,18,CARRIÓN CEVALLOS MARÍA JOSÉ
SI,19,TERAN SARZOSA SEGUNDO FAUSTO
SI,20,TENORIO VALENCIA CALLETANO
SI,21,GREFA AVILEZ FLAVIO PATRICIO
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,23,TORRES TORRES EURO IGNACIO
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,CUESTA RÍOS LIUBA ELISA
SI,26,CUESTA SANTANA ESTHER ADELINA
SI,27,DOUMET CHEDRAUI MICHEL ANDRÉS
SI,29,ALEAGA SANTOS RONNY XAVIER
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,31,FLOR GIL BRENDA AZUCENA
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,34,GARZÓN RICAURTE WILLIAM ANTONIO
SI,35,FUENTES NARANJO PAULINA DEL CARMEN
SI,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,41,MELO GARZÓN ESTEBAN ANDRÉS
SI,42,MENDOZA ARÉVALO DANIEL ISAAC
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,45,ORDOÑEZ JARAMILLO DIANA MARINA
SI,46,ORELLANA ROMÁN ROSA GINA
SI,47,PALACIOS VELÁSQUEZ SONIA LUCRECIA
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,49,PLAZA CASTILLO LENIN
SI,50,POMA HERRERA YOFRE MARTÍN
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,57,SALGADO ANDRADE SILVIA BETZABETH
SI,60,MOLINA ONOFA LUIS FERNANDO
SI,61,SOLIZ CARRIÓN DORIS JOSEFINA
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,63,VELIN CORTÉS JUAN PABLO
SI,64,VERA FLORES WENDY VANESSA
SI,65,VERA RODRÍGUEZ CARLOS ALFREDO
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
SI,67,VITERI GUALINGA CARLOS ELOY
SI,68,YAR ARAUJO JUAN CARLOS
SI,75,BURBANO MONTENEGRO FÉLIX FERNANDO
SI,76,ZAMBRANO CASTRO NORALMA ELIZABETH
SI,77,AZUERO RODAS ELISEO ALEXIS
SI,81,VACA QUIÑONEZ SONIA MARÍA
SI,82,CAMPOVERDE ROBLES EMILIO ABSALÓN
SI,83,CARRIÓN MORENO CÉSAR ATAULFO
SI,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
SI,86,YANDÚN POZO CÁSTULO RENÉ
SI,89,CASTANIER JARAMILLO XAVIER HOMERO
SI,90,CELI SANTOS GUILLERMO ALEJANDRO
SI,91,YUNGA NAULA SEGUNDO JULIÁN
SI,93,CUESTA ORELLANA MARÍA DE LOURDES
SI,94,ZAMBRANO VALLE EDUARDO MAURICIO
SI,95,CADENA HUERTAS FRANCISCO JAVIER
SI,96,PEÑA ONTANEDA ELIO GERMÁN
SI,100,CURICHUMBI YUPANQUI PEDRO
SI,101,DONOSO CHIRIBOGA PATRICIO
SI,102,FLORES VÁSQUEZ FERNANDO PATRICIO
SI,104,GENDE CALAZACÓN ANGEL MESÍAS
SI,107,CANDELL SOTO JAIME ENRIQUE JIMMY
SI,108,DUCHI GUAMÁN MARÍA ENCARNACIÓN
SI,109,OLIVO PALLO JAIME FERNANDO
SI,114,LARREÁTEGUI FABARA MARÍA GABRIELA
SI,117,MONTAÑO VALENCIA MAE
SI,118,MORENO GUERRERO HENRY FREDY
SI,119,MUÑOZ ALARCÓN HÉCTOR PATRICIO
SI,120,PACHALA POMA LUIS ALBERTO
SI,121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN
SI,123,PEÑAFIEL IZQUIERDO EDDY COLÓN
SI,124,PUANCHIR PAYASHÑA TITO PEDRO
SI,125,ALARCÓN GUILLÍN FREDY OSCAR
SI,126,SOLORZANO SARRIA CESAR FAUSTO
SI,130,PALACIOS MUÑOZ JUAN SEBASTIÁN
SI,131,PAREDES TORRES WASHINGTON ARTURO
SI,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
SI,134,SUQUILANDA VALDIVIESO BYRON VINICIO
SI,135,VERA MENDOZA TANLLY JANELA
SI,137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ
ABSTENCION,71,ANDRADE MUÑOZ WILMA PIEDAD
ABSTENCION,72,ASÁN WONSANG JOSÉ FRANCISCO
ABSTENCION,74,BERNAL BERNAL ESTEBAN REMIGIO
ABSTENCION,78,ORDOÑEZ ZAMBRANO SANDRA DEL ROCÍO
ABSTENCION,79,FALQUEZ BATALLAS PEDRO CARLOS
ABSTENCION,80,CALLEJAS BARONA FERNANDO
ABSTENCION,87,HENRÍQUEZ JAIME PATRICIA IVONNE
ABSTENCION,97,MONTAÑO GUISAMANO MAYRA MIGDONIA
ABSTENCION,98,
ABSTENCION,99,REYES HIDALGO CRISTINA EUGENIA
ABSTENCION,110,ROHON HERVAS CÉSAR EDUARDO
ABSTENCION,112,NUÑEZ MANSSUR LUIS ANTONIO
ABSTENCION,113,TORRES TORRES LUIS FERNANDO
ABSTENCION,128,MARÍN LAVAYEN DENNIS GUSTAVO
ABSTENCION,129,ZAMBRANO ORTIZ MARÍA ROBERTA
ABSTENCION,136,VILLAMAR JÁCOME PEDRO FABRICIO
