70,asambleista,curul,total si,voto
,MUÑOZ VICUÑA MARIANGEL,8.0,,AUSENTE
,ARIAS RAMIREZ ALBERTO JESUS,11.0,,AUSENTE
,SOLORZANO AVILES FRANCISCO MARCELO,16.0,,AUSENTE
,QUIMBIULCO BEDON LORENA GABRIELA,18.0,,AUSENTE
,CALLE ANDRADE MARIA AUGUSTA,19.0,,AUSENTE
,CARRILLO BETTY,20.0,,AUSENTE
,CARRION MARIA JOSE,21.0,,AUSENTE
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25.0,,AUSENTE
,CHAVEZ CANALES HOLGER EZEQUIEL,26.0,,AUSENTE
,CORDOVA ENCALADA EDGAR EDUARDO,28.0,,AUSENTE
,CUESTA RIOS LIUBA ELISA,29.0,,AUSENTE
,FAJARDO MOSQUERA LETTY VANESSA,33.0,,AUSENTE
,FALCONI LOQUI EVELYN PAMELA,34.0,,AUSENTE
,MENDOZA DANIEL ISAAC,37.0,,AUSENTE
,GARZON RICAURTE WILLIAM ANTONIO,38.0,,AUSENTE
,ISSA WAGNER NICOLAS JOSE,48.0,,AUSENTE
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,AUSENTE
,BUENDIA HERDOIZA MARIA SOLEDAD,52.0,,AUSENTE
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,AUSENTE
,BRITO MENDOZA MONICA CRISTINA,63.0,,AUSENTE
,PROAÑO CIFUENTES ROBERTH MAURICIO,68.0,,AUSENTE
,MEDINA MERA VICTOR CLEMENTE,72.0,,AUSENTE
,AGUILAR TORRES MANUEL RAMIRO,74.0,,AUSENTE
,ARIAS FERNANDEZ VERONICA ELIZABETH,75.0,,AUSENTE
,SAENZ DE VITERI LAUTARO ENRIQUE,77.0,,AUSENTE
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84.0,,AUSENTE
,MOYA DUQUE HERMAN ANIBAL,85.0,,AUSENTE
,MORAN AMALIA,86.0,,AUSENTE
,DIAZ COKA MARIA GABRIELA,88.0,,AUSENTE
,GUALAN JAPA MILTON RODRIGO,90.0,,AUSENTE
,UMAJINGA GUAMAN CESAR,92.0,,AUSENTE
,TIBAN GUALA LOURDES LICENIA,93.0,,AUSENTE
,PACHECO ORDOÑEZ BAYRON EDUARDO,99.0,,AUSENTE
,MONCAYO CEVALLOS JOSE RICARDO,104.0,,AUSENTE
,OCHOA MORANTE MANUEL ALFREDO,110.0,,AUSENTE
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,AUSENTE
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127.0,,AUSENTE
,ZAPATA MANTILLA JOSE LEONIDAS,128.0,,AUSENTE
,URIBE LOPEZ FANNY ESTHER,129.0,,AUSENTE
,CUCALON CAMACHO HENRY EDUARDO,131.0,,AUSENTE
,ABAD VELEZ RAUL,1.0,,SI
,MORALES POZO LENIN ALBERTO,2.0,,SI
,AGUILAR PLACIDO ARMANDO,3.0,,SI
,HAGO CELI FRANCISCO WAIKING,4.0,,SI
,AGUIRRE HIDALGO DORA ANADELA,5.0,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6.0,,SI
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7.0,,SI
,ANDINO REINOSO MAURO EDMUNDO,9.0,,SI
,VITERI LOPEZ CHRISTIAN HUMBERTO,10.0,,SI
,ARREGUI RUEDA MARCIA CECILIA,12.0,,SI
,BENAVIDES ZAMBRANO ZOILA TERESA,13.0,,SI
,BERGMANN REYNA CARLOS ALBERTO,14.0,,SI
,BORJA PEREZ GALO,15.0,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17.0,,SI
,CAJAS LARA SUSANA VALERIA,22.0,,SI
,BRAVO RAMIREZ MARIA LORENA,23.0,,SI
,CONSTANTE NIETO MARIANA DE LAS MERCEDES,24.0,,SI
,CHICA AREVALO VINICIO VETHOWEN,27.0,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30.0,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31.0,,SI
,DELGADO CHALA AGUSTIN JAVIER,32.0,,SI
,GAGLIARDO LOOR GASTON,35.0,,SI
,BAZURTO ROLDAN NANCIS CELESTE,36.0,,SI
,GODOY ANDRADE GINA JAKELINE,39.0,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40.0,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41.0,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42.0,,SI
,JARAMILLO RODRIGUEZ VICTOR HUGO,43.0,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,SI
,GUZMAN OCHOA LILIANA MAURA,45.0,,SI
,GUTIERREZ MOSCOSO MARIA EUGENIA,46.0,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,JUEZ JUEZ OMAR JUSEPH,50.0,,SI
,JAIGUA ALVARADO CELIA MARIA,53.0,,SI
,SALAZAR MARTINEZ KARINA MARITZA,54.0,,SI
,LOOR CEVALLOS JORGE SEBASTIAN,55.0,,SI
,MELO GARZON ESTEBAN ANDRES,56.0,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57.0,,SI
,ALVARADO CARRION ROSANA,59.0,,SI
,OCLES PADILLA ALEXANDRA,60.0,,SI
,CAZA TIPANTA HUGO RENE,61.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,TORRES LARA JOSE EDUARDO,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,PONCE LEON XIMENA MERCEDES,67.0,,SI
,FARFAN APONTE RICHARD WILSON,69.0,,SI
,JIJON BUENDIA ITALIA LUISA,70.0,,SI
,GOMEZ IRMA,71.0,,SI
,REINOSO LESCANO MARIA ELIZABETH,73.0,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,SI
,SUBIA BARREIRO BOLIVAR STALIN,78.0,,SI
,MATIAS APOLINARIO RITA AZUCENA,81.0,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87.0,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94.0,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95.0,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96.0,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97.0,,SI
,INTRIAGO MACIAS CARMEN ELENA,98.0,,SI
,VELA CHERONI MARIA SOLEDAD,106.0,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107.0,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108.0,,SI
,VELIZ BRIONES JOSE FELIX,109.0,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121.0,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122.0,,SI
,VITERI GUALINGA CARLOS ELOY,123.0,,SI
,MERA RIVADENEIRA MARIA CECILIA,124.0,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125.0,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126.0,,SI
,ANDRADE SOLORZANO LUIS ALBERTO,79.0,,NO
,YANDUN POZO CASTULO RENE,82.0,,NO
