voto,curul,asambleista
AUSENTE,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
AUSENTE,3,SERRANO SALGADO JOSÉ RICARDO
AUSENTE,4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH
AUSENTE,5,ARIAS RAMÍREZ ALBERTO JESÚS
AUSENTE,6,YELA ACOSTA WERNER ANTONIO
AUSENTE,7,ARTEAGA MUÑOZ KARINA CECILIA
AUSENTE,8,BENAVIDES ZAMBRANO ZOILA TERESA
AUSENTE,10,BONILLA SALCEDO VIVIANA
AUSENTE,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
AUSENTE,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,18,CARRIÓN CEVALLOS MARÍA JOSÉ
AUSENTE,21,GREFA AVILEZ FLAVIO PATRICIO
AUSENTE,25,CUESTA RÍOS LIUBA ELISA
AUSENTE,26,CUESTA SANTANA ESTHER ADELINA
AUSENTE,28,DURÁN AGUILAR LILIANA ELIZABETH
AUSENTE,30,ESPINOSA ANDRADE AUGUSTO XAVIER
AUSENTE,31,GARCÍA MARTÍNEZ INGRID VANESSA
AUSENTE,34,GARZÓN RICAURTE WILLIAM ANTONIO
AUSENTE,35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN
AUSENTE,36,GÓMEZ LOZANO RICHARD GARIS
AUSENTE,40,MARÍN AGUIRRE ANA BELÉN
AUSENTE,41,MELO GARZÓN ESTEBAN ANDRÉS
AUSENTE,42,MENDOZA ARÉVALO DANIEL ISAAC
AUSENTE,44,NARANJO ALVARADO PRISCILA AMAPOLA
AUSENTE,45,OCHOA MORANTE MANUEL ALFREDO
AUSENTE,46,ORELLANA ROMÁN ROSA GINA
AUSENTE,47,PALACIOS VELÁSQUEZ SONIA LUCRECIA
AUSENTE,50,POMA HERRERA YOFRE MARTÍN
AUSENTE,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
AUSENTE,56,SALAZAR CEDEÑO GUADALUPE DOLORES
AUSENTE,59,SÁNCHEZ REYES MONTGOMERY
AUSENTE,60,ALEMÁN MARMOL MÓNICA ROCÍO
AUSENTE,63,VELIN CORTÉS JUAN PABLO
AUSENTE,68,YAR ARAUJO JUAN CARLOS
AUSENTE,69,GUAMBA DÍAZ NANCY JEANNETH
AUSENTE,70,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,73,AUQUILLA ORTEGA RAÚL VICENTE
AUSENTE,74,BERNAL BERNAL ESTEBAN REMIGIO
AUSENTE,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
AUSENTE,84,VEGAY JIPA LUZ AIDA
AUSENTE,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
AUSENTE,86,YANDÚN POZO CÁSTULO RENÉ
AUSENTE,89,CASTANIER JARAMILLO XAVIER HOMERO
AUSENTE,100,CURICHUMBI YUPANQUI PEDRO
AUSENTE,101,DONOSO CHIRIBOGA PATRICIO
AUSENTE,102,FLORES VÁSQUEZ FERNANDO PATRICIO
AUSENTE,103,GALARZA AÑAZCO ANA MERCEDES
AUSENTE,104,GENDE CALAZACÓN ANGEL MESÍAS
AUSENTE,105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS
AUSENTE,106,ZAMBRANO VERA MARIANO
AUSENTE,110,ROHON HERVAS CÉSAR EDUARDO
AUSENTE,111,TAIANO BASANTE VICENTE GIOVANNY
AUSENTE,115,MENDOZA PALMA JOFFRE PATRICIO
AUSENTE,120,PACHALA POMA LUIS ALBERTO
AUSENTE,122,CUESTA CONCARI MARÍA MERCEDES
AUSENTE,126,BOHÓRQUEZ PANTOJA VALERIA DEL CARMEN
AUSENTE,127,UGARTE GUZMÁN BLANCA ROSANA
AUSENTE,129,ZAMBRANO ORTIZ MARÍA ROBERTA
AUSENTE,132,ROMERO LOAYZA FRANCO SEGUNDO
AUSENTE,133,SIMBAÑA VILLARREAL ABDÓN MARCELO
