asambleista,curul,voto
CEVALLOS GUEVARA LESLIE MARCELA,3,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
MARQUEZ LOPEZ JOSE LENIN,8,AUSENTE
BERGMANN REYNA CARLOS ALBERTO,9,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,AUSENTE
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA RÍOS LIUBA ELISA,25,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
GARZÓN RICAURTE WILLIAM ANTONIO,34,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
OCHOA MORANTE MANUEL ALFREDO,45,AUSENTE
QUIJIJE DELGADO LUIS RAFAEL,52,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,AUSENTE
ALEMÁN MARMOL MÓNICA ROCÍO,60,AUSENTE
SOLIZ CARRIÓN DORIS JOSEFINA,61,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
BURBANO MONTENEGRO FÉLIX FERNANDO,75,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
SERRANO VITERI MERCEDES MARITZA,79,AUSENTE
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,AUSENTE
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,AUSENTE
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
CUESTA ORELLANA MARÍA DE LOURDES,93,AUSENTE
ZAMBRANO VALLE EDUARDO MAURICIO,94,AUSENTE
OLIVO PALLO JAIME FERNANDO,109,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,AUSENTE
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,AUSENTE
SOLÓRZANO SARRIA CÉSAR FAUSTO,126,AUSENTE
ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,AUSENTE
ROMERO LOAYZA FRANCO SEGUNDO,132,AUSENTE
SUQUILANDA VALDIVIESO BYRON VINICIO,134,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
CALLE VERZOZI HERMUY,15,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
ALEAGA SANTOS RONNY XAVIER,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
AGUALSACA GUAMAN JOSE CLEMENTE,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SAMANIEGO MAIGUA FRANKLIN OMAR,58,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
GUAMBA DÍAZ NANCY JEANNETH,69,SI
LOOR ALCÍVAR LEXI LIDUVINA,70,SI
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
HENRÍQUEZ JAIME PATRICIA IVONNE,87,SI
KRONFLE KOZHAYA HENRY FABIÁN,88,SI
CELI SANTOS GUILLERMO ALEJANDRO,90,SI
YUNGA NAULA SEGUNDO JULIÁN,91,SI
CADENA HUERTAS FRANCISCO JAVIER,95,SI
LOZANO GARCIA BELLA GUILLERMINA,97,SI
CALDERÓN CHANCAY DORIS DAISY,98,SI
REYES HIDALGO CRISTINA EUGENIA,99,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
ROHON HERVAS CÉSAR EDUARDO,110,SI
LOOR ZAMBRANO QUINCHE CONSUELO,111,SI
NUÑEZ MANSSUR LUIS ANTONIO,112,SI
TORRES COBO LUIS ESTEBAN,113,SI
LARREÁTEGUI FABARA MARÍA GABRIELA,114,SI
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,SI
ALMEYDA JALIL VICENTE FERNANDO,127,SI
MARÍN LAVAYEN DENNIS GUSTAVO,128,SI
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,NO
ARREGUI RUEDA MARCIA CECILIA,6,NO
CASANOVA CEPEDA XAVIER IVAN,11,NO
CAMBALA MONTECE CARLOS ALBERTO,16,NO
TERÁN SARZOSA SEGUNDO FAUSTO,19,NO
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,NO
GARCÍA MARTÍNEZ INGRID VANESSA,31,NO
LITARDO CAICEDO CÉSAR ERNESTO,38,NO
MENDOZA ARÉVALO DANIEL ISAAC,42,NO
ORELLANA ROMÁN ROSA GINA,46,NO
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,NO
PEÑA PACHECO XIMENA DEL ROCÍO,48,NO
PLAZA CASTILLO LENIN,49,NO
ANDRADE VILLAPRADO NELLY LISSETH,50,NO
RODRÍGUEZ CEDEÑO ROSA ELENA,53,NO
CHACTONG VELASCO MARTHA XIMENA,67,NO
ZAMBRANO CASTRO NORALMA ELIZABETH,76,NO
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,NO
GENDE CALAZACÓN ANGEL MESÍAS,104,NO
ZAMBRANO VERA MARIANO,106,NO
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,NO
CUESTA CONCARI MARÍA MERCEDES,122,NO
PUANCHIR PAYASHÑA TITO PEDRO,124,NO
SALGADO ANDRADE SILVIA BETZABETH,57,ABSTENCION
ANDRADE MUÑOZ WILMA PIEDAD,71,ABSTENCION
