curul,asambleista,voto
33,FAJARDO MOSQUERA LETTY VANESSA,AUSENTE
43,GUDIÑO MENA ZOBEIDA GUISELA,AUSENTE
62,SANANGO AUCACAMA LUIS LORENZO,AUSENTE
64,PEÑA CARRASCO DIANA LUCIA,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
81,CANALES PROAÑO ELVIRA MARCHIE,AUSENTE
82,YANDUN POZO CASTULO RENE,AUSENTE
83,ACACHO GONZALEZ PEPE LUIS,AUSENTE
85,SANMIGUEL PALACIOS GINA ZITA,AUSENTE
88,LEDESMA ZAMORA DARWIN GERMAN,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
105,BUCARAM PULLEY ABDALA JAIME,AUSENTE
113,POSSO SALGADO LUIS ANTONIO,AUSENTE
118,SALGADO RIVADENEIRA DIEGO,AUSENTE
132,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
133,TACLE GALARRAGA MOISES FERNANDO,AUSENTE
89,FIERRO OVIEDO PACO,ABSTENCION
91,YANZA MANUEL,ABSTENCION
92,UMAGINGA GUAMAN CESAR,ABSTENCION
100,GUTIERREZ BORBUA FAUSTO GILMAR,ABSTENCION
101,AUQUILLA ORTEGA RAUL VICENTE,ABSTENCION
102,CHICAIZA TOAPANTA WILSON ALFONSO,ABSTENCION
103,DONOSO CHIRIBOGA PATRICIO,ABSTENCION
104,MONCAYO CEVALLOS JOSE RICARDO,ABSTENCION
114,SOLORZANO SARRIA CESAR FAUSTO,ABSTENCION
115,MONTAÑO VALENCIA MAE,ABSTENCION
116,MORETA PANCHEZ MIGUEL ANGEL,ABSTENCION
117,PAEZ BENALCAZAR ANDRES TARQUINO,ABSTENCION
119,TENELEMA ROMERO EDMUNDO RAMIRO,ABSTENCION
120,TORRES TORRES LUIS FERNANDO,ABSTENCION
130,TAPIA LOMBEYDA LUIS FERNANDO,ABSTENCION
90,JIMENEZ CABRERA JOSE CLEVER,NO
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
4,HAGO CELI FRANCISCO WAIKING,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,ALCIVAR MERA FELIX ANDRES,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
11,RIVAS ALAVA ELIANA LISSET,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
