curul,asambleista,voto
9,ANDINO REINOSO MAURO EDMUNDO,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
16,BUENDIA HERDOIZA MARIA SOLEDAD,AUSENTE
23,BRAVO RAMIREZ MARIA LORENA,AUSENTE
29,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,AUSENTE
39,GODOY ANDRADE GINA JAKELINE,AUSENTE
50,ARANA COELLO YIMABEL MARIA,AUSENTE
54,LEDESMA ZAMORA OSCAR ALFONSO,AUSENTE
56,MELO GARZON ESTEBAN ANDRES,AUSENTE
72,ROBLES ANDRADE DENISSE PRISCILA,AUSENTE
81,CISNEROS SORIA OSWALDO DANIEL,AUSENTE
82,YANDUN POZO CASTULO RENE,AUSENTE
85,SANMIGUEL PALACIOS GINA ZITA,AUSENTE
88,LEDESMA ZAMORA DARWIN GERMAN,AUSENTE
89,FIERRO OVIEDO PACO,AUSENTE
90,JIMENEZ CABRERA JOSE CLEVER,AUSENTE
104,MONCAYO CEVALLOS JOSE RICARDO,AUSENTE
108,VELASCO ENRIQUEZ CARLOS ALBERTO,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
125,ZAMBRANO CABANILLA EDUARDO ALFONSO,AUSENTE
128,ZAPATA MANTILLA JOSE LEONIDAS,AUSENTE
131,CUCALON CAMACHO HENRY EDUARDO,AUSENTE
133,ALAVA VARGAS OLGA MERCEDES,AUSENTE
136,OÑATE LOMBEIBA WIMPER BOLIVAR,AUSENTE
1,ABAD VELEZ RAUL,SI
2,MORALES POZO LENIN ALBERTO,SI
3,LANDAZURI OLMEDO LUDIS CLAUDINA,SI
4,MACHUCA MOSCOSO LINDA MARICELA,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,ALCIVAR MERA FELIX ANDRES,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
10,ARCE PLUAS ALEXANDRA MANUELA,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,CARRILLO BETTY,SI
21,CARRION MARIA JOSE,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
24,CONSTANTE NIETO MARIANA DE LAS MERCEDES,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
26,CHAVEZ CANALES HOLGER EZEQUIEL,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,DAVILA RAMIREZ BELGICA ELIZABETH,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
31,MACAS JOSE LUIS,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
34,FALCONI LOQUI EVELYN PAMELA,SI
35,GAGLIARDO LOOR GASTON,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
37,LARREA VITERI LIDICE VANESSA,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
40,GONZALEZ SERRANO MIRYAM CATARINA,SI
41,GUAMAN CASTRO ALEX FRANCISCO,SI
42,BOMBON LOPEZ BLANCA CECILIA,SI
43,GUDIÑO MENA ZOBEIDA GUISELA,SI
44,GUEVARA VILLACRES VERONICA MARGARITA,SI
45,GUZMAN OCHOA LILIANA MAURA,SI
46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI
47,HURTADO ANGULO IVAN JACINTO,SI
48,ISSA WAGNER NICOLAS JOSE,SI
49,JEREZ PILLA BETTY MARICELA,SI
51,ORTIZ GASPAR ESTHER FLAVIA,SI
52,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
53,JAIGUA ALVARADO CELIA MARIA,SI
55,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
57,MOROCHO VELAÑA NANCY BEATRIZ,SI
58,MUÑOZ AVENDAÑO ROSA ELVIRA,SI
59,ALVARADO CARRION ROSANA,SI
60,OCLES PADILLA ALEXANDRA,SI
61,CAZA TIPANTA HUGO RENE,SI
62,SANANGO AUCACAMA LUIS LORENZO,SI
63,BRITO MENDOZA MONICA CRISTINA,SI
64,PEÑA CARRASCO DIANA LUCIA,SI
65,PEÑA PACHECO XIMENA DEL ROCIO,SI
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI
67,PONCE LEON XIMENA MERCEDES,SI
68,PROAÑO CIFUENTES ROBERTH MAURICIO,SI
69,FARFAN APONTE RICHARD WILSON,SI
70,JIJON BUENDIA ITALIA LUISA,SI
71,RIVERO DOGUER ANGEL ARMANDO,SI
73,REINOSO LESCANO MARIA ELIZABETH,SI
74,AGUILAR TORRES MANUEL RAMIRO,SI
75,CASTILLO VIVANCO JOSE BOLIVAR,SI
76,RODRIGUEZ DELGADO MARIA VERONICA,SI
77,SAENZ DE VITERI LAUTARO ENRIQUE,SI
78,SALAZAR CEDEÑO GUADALUPE DOLORES,SI
79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,SI
83,ACACHO GONZALEZ PEPE LUIS,SI
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI
86,SERRANO REYES NELSON ALCIDES,SI
87,SOLANO MORENO ALEX FABIAN,SI
92,UMAGINGA GUAMAN CESAR,SI
94,TERAN SARZOSA SEGUNDO FAUSTO,SI
95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI
96,MEJIA PLUAS NILDA CECIBEL,SI
97,VASCONEZ ARTEAGA ANNY MARLLELY,SI
98,VELA CAIZAPANTA ANGEL RAMIRO,SI
