104,asambleista,curul,total si,voto
,MINCHALA MURILLO RÓMULO MARCELO,116.0,,SI
,MONTAÑO VALENCIA MAE,117.0,,SI
,MORENO GUERRERO HENRY FREDY,118.0,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119.0,,SI
,PACHALA POMA LUIS ALBERTO,120.0,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125.0,,SI
,CALDERÓN JARAMILLO ALDRIN YUBER,127.0,,SI
,VINTIMILLA MOSCOSO PAOLA,128.0,,SI
,OVIEDO NUMERABLE MAURA DEL CARMEN,129.0,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130.0,,SI
,PAREDES TORRES WASHINGTON ARTURO,131.0,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132.0,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133.0,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134.0,,SI
,VERA MENDOZA TANLLY JANELA,135.0,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137.0,,SI
,PALACIOS VELÁSQUEZ SONIA LUCRECIA,47.0,,ABSTENCION
,CANDELL SOTO JAIME ENRIQUE JIMMY,107.0,,ABSTENCION
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108.0,,ABSTENCION
,OLIVO PALLO JAIME FERNANDO,109.0,,ABSTENCION
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121.0,,ABSTENCION
,CUESTA CONCARI MARÍA MERCEDES,122.0,,ABSTENCION
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123.0,,ABSTENCION
,PUANCHIR PAYASHÑA TITO PEDRO,124.0,,ABSTENCION
