asambleista,curul,voto
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,AUSENTE
SERRANO SALGADO JOSÉ RICARDO,3,AUSENTE
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
MARQUEZ LOPEZ JOSE LENIN,8,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
TERÁN SARZOSA SEGUNDO FAUSTO,19,AUSENTE
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,AUSENTE
COROZO AYOVÍ JORGE WILBER,24,AUSENTE
CUESTA SANTANA ESTHER ADELINA,26,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
BUSTAMANTE GARCÍA JUAN FRANCISCO,47,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
ANDRADE MUÑOZ WILMA PIEDAD,71,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,AUSENTE
HENRÍQUEZ JAIME PATRICIA IVONNE,87,AUSENTE
VERDEZOTO REINOSO ROSA ISABEL,103,AUSENTE
ZAMBRANO VERA MARIANO,106,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
MENDOZA MACÍAS MANUEL VIRGILIO,112,AUSENTE
VERA CALDERÓN SILVIA LORENA,116,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
PALACIOS MUÑOZ JUAN SEBASTIÁN,130,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
BERGMANN REYNA CARLOS ALBERTO,9,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
CALLE VERZOZI HERMUY,15,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
CERDA MIRANDA GABRIELA PAMELA,21,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,SI
DURÁN AGUILAR LILIANA ELIZABETH,28,SI
ALEAGA SANTOS RONNY XAVIER,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARCÍA POZO DIEGO OSWALDO,33,SI
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
PLAZA CASTILLO LENIN,49,SI
POMA HERRERA YOFRE MARTÍN,50,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SALGADO ANDRADE SILVIA BETZABETH,57,SI
SAMANIEGO MAIGUA FRANKLIN OMAR,58,SI
ALEMÁN MARMOL MÓNICA ROCÍO,60,SI
SOLIZ CARRIÓN DORIS JOSEFINA,61,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VELIN CORTÉS JUAN PABLO,63,SI
VERA FLORES WENDY VANESSA,64,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
VITERI GUALINGA CARLOS ELOY,67,SI
GUAMBA DÍAZ NANCY JEANNETH,69,SI
LOOR ALCÍVAR LEXI LIDUVINA,70,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,SI
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,SI
YANDÚN POZO CÁSTULO RENÉ,86,SI
CRUZ PROAÑO LUDOVICO ISRAEL,91,SI
CRUZ VACA JEANNINE DEL CISNE,92,SI
ZAMBRANO VALLE EDUARDO MAURICIO,94,SI
PEÑA ONTANEDA ELIO GERMÁN,96,SI
CURICHUMBI YUPANQUI PEDRO,100,SI
GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,SI
CALDERÓN JARAMILLO ALDRIN YUBER,111,SI
CUADRO GASTEZZI DEYSI MARIA,115,SI
MONTAÑO VALENCIA MAE,117,SI
MORENO GUERRERO HENRY FREDY,118,SI
SOLORZANO SARRIA CESAR FAUSTO,126,SI
ALMEYDA JALIL VICENTE FERNANDO,127,SI
SIMBAÑA VILLARREAL ABDÓN MARCELO,133,SI
SUQUILANDA VALDIVIESO BYRON VINICIO,134,SI
VERA MENDOZA TANLLY JANELA,135,SI
ALVAREZ TOBAR RODRIGO CÉSAR,114,NO
PUANCHIR PAYASHÑA TITO PEDRO,124,BLANCO
ARREGUI RUEDA MARCIA CECILIA,6,ABSTENCION
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,ABSTENCION
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,ABSTENCION
CADENA VÉLEZ KARLA GABRIELA,14,ABSTENCION
CAMBALA MONTECE CARLOS ALBERTO,16,ABSTENCION
CUESTA RÍOS LIUBA ELISA,25,ABSTENCION
DOUMET CHEDRAUI MICHEL ANDRÉS,27,ABSTENCION
GARZÓN RICAURTE WILLIAM ANTONIO,34,ABSTENCION
LITARDO CAICEDO CÉSAR ERNESTO,38,ABSTENCION
OCHOA MORANTE MANUEL ALFREDO,45,ABSTENCION
ORELLANA ROMÁN ROSA GINA,46,ABSTENCION
PEÑA PACHECO XIMENA DEL ROCÍO,48,ABSTENCION
QUIJIJE DELGADO LUIS RAFAEL,52,ABSTENCION
RODRÍGUEZ CEDEÑO ROSA ELENA,53,ABSTENCION
SALAZAR CEDEÑO GUADALUPE DOLORES,56,ABSTENCION
YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,ABSTENCION
VERA RODRÍGUEZ CARLOS ALFREDO,65,ABSTENCION
ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,ABSTENCION
ASTUDILLO LOOR LINA GLORIA,74,ABSTENCION
BURBANO MONTENEGRO FÉLIX FERNANDO,75,ABSTENCION
ZAMBRANO CASTRO NORALMA ELIZABETH,76,ABSTENCION
CUCALÓN CAMACHO HENRY EDUARDO,78,ABSTENCION
SERRANO VITERI MERCEDES MARITZA,79,ABSTENCION
CALLEJAS BARONA FERNANDO,80,ABSTENCION
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,ABSTENCION
CARRIÓN MORENO CÉSAR ATAULFO,83,ABSTENCION
OLLAGUE VALAREZO ZOILA PIEDAD,88,ABSTENCION
CASTANIER JARAMILLO XAVIER HOMERO,89,ABSTENCION
CELI SANTOS GUILLERMO ALEJANDRO,90,ABSTENCION
CUESTA ORELLANA MARÍA DE LOURDES,93,ABSTENCION
CADENA HUERTAS FRANCISCO JAVIER,95,ABSTENCION
CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,ABSTENCION
"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",98,ABSTENCION
REYES HIDALGO CRISTINA EUGENIA,99,ABSTENCION
DONOSO CHIRIBOGA PATRICIO,101,ABSTENCION
FLORES VÁSQUEZ FERNANDO PATRICIO,102,ABSTENCION
GENDE CALAZACÓN ANGEL MESÍAS,104,ABSTENCION
DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,ABSTENCION
OLIVO PALLO JAIME FERNANDO,109,ABSTENCION
ROHON HERVAS CÉSAR EDUARDO,110,ABSTENCION
BONILLA LÓPEZ SEGUNDO FELIPE,113,ABSTENCION
MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,ABSTENCION
TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,ABSTENCION
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,ABSTENCION
ALARCÓN GUILLÍN FREDY OSCAR,125,ABSTENCION
MARÍN LAVAYEN DENNIS GUSTAVO,128,ABSTENCION
LEÓN ZAVALA MARCO ANTONIO,129,ABSTENCION
PAREDES TORRES WASHINGTON ARTURO,131,ABSTENCION
ROMERO LOAYZA FRANCO SEGUNDO,132,ABSTENCION
PADILLA SIERRA MAGGIE DOLORES,137,ABSTENCION
