asambleista,curul,voto
ARIAS RAMÍREZ ALBERTO JESÚS,5,AUSENTE
ARREGUI RUEDA MARCIA CECILIA,6,AUSENTE
MORENO INTRIAGO MARIA LUISA,9,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
GREFA AVILEZ FLAVIO PATRICIO,21,AUSENTE
HOLGUÍN NARANJO MARCELA PRISCILA,37,AUSENTE
MELO GARZÓN ESTEBAN ANDRÉS,41,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
ORELLANA ROMÁN ROSA GINA,46,AUSENTE
POMA HERRERA YOFRE MARTÍN,50,AUSENTE
VELIN CORTÉS JUAN PABLO,63,AUSENTE
YAR ARAUJO JUAN CARLOS,68,AUSENTE
GUAMBA DÍAZ NANCY JEANNETH,69,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,70,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
ZAMBRANO CASTRO NORALMA ELIZABETH,76,AUSENTE
AZUERO RODAS ELISEO ALEXIS,77,AUSENTE
FALQUEZ BATALLAS PEDRO CARLOS,79,AUSENTE
CRUZ VACA JEANNINE DEL CISNE,92,AUSENTE
MOLINA CELI KARLA ELIZABETH,105,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
CUESTA CONCARI MARÍA MERCEDES,122,AUSENTE
UGARTE GUZMÁN BLANCA ROSANA,127,AUSENTE
VERA MENDOZA TANLLY JANELA,135,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,SI
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,SI
ARTEAGA MUÑOZ KARINA CECILIA,7,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
COLLAGUAZO RODRIGO,10,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
