asambleista,curul,voto
MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,AUSENTE
MARQUEZ LOPEZ JOSE LENIN,13,AUSENTE
CARRION MARIA JOSE,21,AUSENTE
CARVAJAL AGUIRRE MIGUEL ANGEL,22,AUSENTE
CASSINELLI CALI JUAN CARLOS,23,AUSENTE
DELGADO GUTIERREZ ALEXANDRA ISABEL,27,AUSENTE
CUESTA RIOS LIUBA ELISA,29,AUSENTE
DE LA CRUZ BERNARDO HERMAN ULISES,30,AUSENTE
DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,AUSENTE
GUAMAN CASTRO ALEX FRANCISCO,41,AUSENTE
JARAMILLO RODRIGUEZ VICTOR HUGO,43,AUSENTE
JUEZ JUEZ OMAR JUSEPH,50,AUSENTE
LARRIVA ALVARADO OSCAR OSWALDO,53,AUSENTE
BRITO MENDOZA MONICA CRISTINA,63,AUSENTE
MEDINA MERA VICTOR CLEMENTE,72,AUSENTE
RODRIGUEZ DELGADO MARIA VERONICA,76,AUSENTE
SAENZ DE VITERI LAUTARO ENRIQUE,77,AUSENTE
MATIAS APOLINARIO RITA AZUCENA,81,AUSENTE
SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,AUSENTE
PACHECO ORDOÑEZ BAYRON EDUARDO,99,AUSENTE
DONOSO CHIRIBOGA PATRICIO,103,AUSENTE
POSSO SALGADO LUIS ANTONIO,113,AUSENTE
SALGADO RIVADENEIRA DIEGO,118,AUSENTE
ZAMBRANO CABANILLA EDUARDO ALFONSO,125,AUSENTE
ACERO LANCHIMBA ESTHELA LILIANA,2,ABSTENCION
ALBAN TORRES MARIANA DEL ROCIO,6,ABSTENCION
VITERI LOPEZ CHRISTIAN HUMBERTO,10,ABSTENCION
BORJA PEREZ GALO,15,ABSTENCION
BUSTAMANTE PONCE FERNANDO XAVIER,17,ABSTENCION
CORDOVA ENCALADA EDGAR EDUARDO,28,ABSTENCION
GAGLIARDO LOOR GASTON,35,ABSTENCION
BOMBON LOPEZ BLANCA CECILIA,42,ABSTENCION
SOLANO MORENO ALEX FABIAN,87,ABSTENCION
VELA CAIZAPANTA ANGEL RAMIRO,98,ABSTENCION
CUCALON CAMACHO HENRY EDUARDO,131,ABSTENCION
TACLE GALARRAGA MOISES FERNANDO,133,ABSTENCION
ROMERO LOAYZA FRANCO SEGUNDO,134,ABSTENCION
TERAN SALCEDO RAMON FORTUNATO,135,ABSTENCION
ABAD VELEZ RAUL,1,NO
LANDAZURI OLMEDO LUDIS CLAUDINA,3,NO
MACHUCA MOSCOSO LINDA MARICELA,4,NO
AGUIRRE HIDALGO DORA ANDELA,5,NO
MUÑOZ VICUÑA MARIANGEL,8,NO
ANDINO REINOSO MAURO EDMUNDO,9,NO
RIVAS ALAVA ELIANA LISSET,11,NO
ARREGUI RUEDA MARCIA CECILIA,12,NO
BERGMANN REYNA CARLOS ALBERTO,14,NO
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,NO
CALDERON SALTOS RICHARD OSWALDO,18,NO
