curul,asambleista,voto
2,JUCA SALAZAR MERCEDES DEL ROCÍO,AUSENTE
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,AUSENTE
10,COLLAGUAZO RODRIGO,AUSENTE
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,AUSENTE
20,TENORIO VALENCIA CALLETANO,AUSENTE
24,COROZO AYOVÍ JORGE WILBER,AUSENTE
25,CUESTA RÍOS LIUBA ELISA,AUSENTE
29,ESPÍN REYES EUGENIA SOFÍA,AUSENTE
31,FLOR GIL BRENDA AZUCENA,AUSENTE
32,GARCÍA GAIBOR CARMEN MERCEDES,AUSENTE
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,AUSENTE
37,HOLGUÍN NARANJO MARCELA PRISCILA,AUSENTE
41,MELO GARZÓN ESTEBAN ANDRÉS,AUSENTE
48,PEÑA PACHECO XIMENA DEL ROCÍO,AUSENTE
54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,AUSENTE
56,PARRA VILLACIS JONATHAN EMANUEL,AUSENTE
60,ALEMÁN MARMOL MÓNICA ROCÍO,AUSENTE
61,SOLIZ CARRIÓN DORIS JOSEFINA,AUSENTE
64,VERA FLORES WENDY VANESSA,AUSENTE
66,VILLALVA MIRANDA LIRA DE LA PAZ,AUSENTE
68,YAR ARAUJO JUAN CARLOS,AUSENTE
71,ANDRADE MUÑOZ WILMA PIEDAD,AUSENTE
73,AUQUILLA ORTEGA RAÚL VICENTE,AUSENTE
74,BERNAL BERNAL ESTEBAN REMIGIO,AUSENTE
80,CALLEJAS BARONA FERNANDO,AUSENTE
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,AUSENTE
83,CARRIÓN MORENO CÉSAR ATAULFO,AUSENTE
89,CASTANIER JARAMILLO XAVIER HOMERO,AUSENTE
92,ZÁRATE CASTRO JORGE EDUARDO,AUSENTE
103,GALARZA AÑAZCO ANA MERCEDES,AUSENTE
104,LÓPEZ LAPO CARLOS VÍCTOR,AUSENTE
116,MINCHALA MURILLO RÓMULO MARCELO,AUSENTE
121,SALGUERO SEMINARIO PAULINA BEATRIZ,AUSENTE
124,PUANCHIR PAYASHÑA TITO PEDRO,AUSENTE
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,AUSENTE
131,PAREDES TORRES WASHINGTON ARTURO,AUSENTE
134,SUQUILANDA VALDIVIESO BYRON VINICIO,AUSENTE
136,VILLAMAR JÁCOME PEDRO FABRICIO,AUSENTE
3,CEVALLOS GUEVARA LESLIE MARCELA,SI
5,ARIAS RAMÍREZ ALBERTO JESÚS,SI
6,ARREGUI RUEDA MARCIA CECILIA,SI
7,ARTEAGA MUÑOZ KARINA CECILIA,SI
8,BENAVIDES ZAMBRANO ZOILA TERESA,SI
9,BERGMANN REYNA CARLOS ALBERTO,SI
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,SI
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,SI
14,CADENA VÉLEZ KARLA GABRIELA,SI
16,REYES LAINEZ ÁNGELA MARÍA,SI
18,CARRIÓN CEVALLOS MARÍA JOSÉ,SI
19,VALLEJO JARAMILLO NORMA MARLENE,SI
21,CERDA MIRANDA GABRIELA PAMELA,SI
23,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,SI
27,RUIZ CEDEÑO ANA BELÉN,SI
34,GARZÓN RICAURTE WILLIAM ANTONIO,SI
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,SI
38,LITARDO CAICEDO CÉSAR ERNESTO,SI
40,MARÍN AGUIRRE ANA BELÉN,SI
42,MENDOZA ARÉVALO DANIEL ISAAC,SI
45,OCHOA MORANTE MANUEL ALFREDO,SI
46,ORELLANA ROMÁN ROSA GINA,SI
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,SI
49,PLAZA CASTILLO LENIN,SI
50,POMA HERRERA YOFRE MARTÍN,SI
52,QUIJIJE DELGADO LUIS RAFAEL,SI
53,RODRÍGUEZ CEDEÑO ROSA ELENA,SI
57,SALGADO ANDRADE SILVIA BETZABETH,SI
59,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,SI
63,VELIN CORTÉS JUAN PABLO,SI
65,VERA RODRÍGUEZ CARLOS ALFREDO,SI
69,YUNDA MACHADO JORGE HOMERO,SI
70,ZAMBRANO ARTEAGA JOSE RICARDO,SI
72,ASÁN WONSANG JOSÉ FRANCISCO,SI
75,BURBANO MONTENEGRO FÉLIX FERNANDO,SI
76,ZAMBRANO CASTRO NORALMA ELIZABETH,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,AÑAZCO ROMERO DOLORES LETICIA,SI
81,CAMPAIN BRAMBILLA RINA ASUNCIÓN,SI
84,VEGAY JIPA LUZ AIDA,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
86,YANDÚN POZO CÁSTULO RENÉ,SI
87,HENRÍQUEZ JAIME PATRICIA IVONNE,SI
88,JARAMILLO ZURITA PAOLA MICHAEL,SI
90,CELI SANTOS GUILLERMO ALEJANDRO,SI
91,YUNGA NAULA SEGUNDO JULIÁN,SI
93,MEDINA RAMÍREZ JOSÉ ALFREDO,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
97,MONTAÑO GUISAMANO MAYRA MIGDONIA,SI
98,MUENTES ALVARADO PABLO ANDRES,SI
99,NARVÁEZ MENDIETA DALTON RAFAEL,SI
100,CURICHUMBI YUPANQUI PEDRO,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
102,FLORES VÁSQUEZ FERNANDO PATRICIO,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
106,MACÍAS ORTEGA WENDY ELENA MARISOL,SI
107,CANDELL SOTO JAIME ENRIQUE JIMMY,SI
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,SI
109,OLIVO PALLO JAIME FERNANDO,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
111,TACLE GARCÍA SAMIA,SI
112,LÓPEZ JIMÉNEZ MAYLING,SI
113,TORRES COBO LUIS ESTEBAN,SI
114,LARREÁTEGUI FABARA MARÍA GABRIELA,SI
115,CARBO AGUIRRE JONATHAN ALEXI,SI
117,MONTAÑO VALENCIA MAE,SI
118,MORENO GUERRERO HENRY FREDY,SI
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,SI
120,PACHALA POMA LUIS ALBERTO,SI
122,CUESTA CONCARI MARÍA MERCEDES,SI
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,SI
125,ALARCÓN GUILLÍN FREDY OSCAR,SI
126,SOLORZANO SARRIA CESAR FAUSTO,SI
127,UGARTE GUZMÁN BLANCA ROSANA,SI
128,VINTIMILLA MOSCOSO PAOLA,SI
129,ZAMBRANO ORTIZ MARÍA ROBERTA,SI
132,ROMERO LOAYZA FRANCO SEGUNDO,SI
133,SIMBAÑA VILLARREAL ABDÓN MARCELO,SI
135,CEDEÑO LOOR LENIN PAÚL,SI
137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,SI
1,AGUIÑAGA VALLEJO PAOLA MARCELA,ABSTENCION
15,CALLE VERZOZI HERMUY,ABSTENCION
17,CÁRDENAS ESPINOZA JUAN JORGE,ABSTENCION
22,CHALÁ CRUZ JOSÉ FRANKLIN,ABSTENCION
26,CUESTA SANTANA ESTHER ADELINA,ABSTENCION
28,DURÁN AGUILAR LILIANA ELIZABETH,ABSTENCION
30,ESPINOSA ANDRADE AUGUSTO XAVIER,ABSTENCION
33,GARCÍA POZO DIEGO OSWALDO,ABSTENCION
39,LLORET VALDIVIESO JUAN CRISTÓBAL,ABSTENCION
43,MUÑOZ LÓPEZ CHRISTIAN PABEL,ABSTENCION
44,NARANJO ALVARADO PRISCILA AMAPOLA,ABSTENCION
51,PROAÑO CIFUENTES ROBERTH MAURICIO,ABSTENCION
58,SAMANIEGO MAIGUA FRANKLIN OMAR,ABSTENCION
62,VALLE PINARGOTE BAIRON LEONARDO,ABSTENCION
67,VITERI GUALINGA CARLOS ELOY,ABSTENCION
94,ZAMBRANO VALLE EDUARDO MAURICIO,ABSTENCION
