asambleista,curul,voto
JIMENEZ CABRERA JOSE CLEVER,90,AUSENTE
CHICA PAVEL,119,AUSENTE
TACLE GALARRAGA MOISES FERNANDO,133,AUSENTE
TERAN SALCEDO JONNY ENRIQUE,135,AUSENTE
AGUILAR TORRES MANUEL RAMIRO,74,NO
BUSTOS CHILIQUINGA ARCADIO,80,NO
ACACHO GONZALEZ PEPE LUIS,83,NO
FIERRO OVIEDO PACO,89,NO
ORELLANA MARQUINEZ MAGALI MARGOT,91,NO
UMAGINGA GUAMAN CESAR,92,NO
TIBAN GUALA LOURDES LICENIA,93,NO
GUTIERREZ BORBUA FAUSTO GILMAR,100,NO
AUQUILLA ORTEGA RAUL VICENTE,101,NO
CHICAIZA TOAPANTA WILSON ALFONSO,102,NO
DONOSO CHIRIBOGA PATRICIO,103,NO
MONCAYO CEVALLOS JOSE RICARDO,104,NO
MOREIRA MACIAS GRACE HOLANDA,105,NO
SOLORZANO SARRIA CESAR FAUSTO,114,NO
MONTAÑO VALENCIA MAE,115,NO
MORETA PANCHEZ MIGUEL ANGEL,116,NO
LLANES SUAREZ HENRY MANUEL,117,NO
SALGADO RIVADENEIRA DIEGO,118,NO
TORRES TORRES LUIS FERNANDO,120,NO
MERA RODRIGUEZ MARIA PAULINA,130,NO
CUCALON CAMACHO HENRY EDUARDO,131,NO
REYES HIDALGO CRISTINA EUGENIA,132,NO
ROMERO LOAYZA FRANCO SEGUNDO,134,NO
VITERI JIMENEZ CYNTHIA,136,NO
KRONFLE GOMEZ MARIA CRISTINA,137,NO
ABAD VELEZ RAUL,1,SI
ACERO LANCHIMBA ESTHELA LILIANA,2,SI
AGUILAR PLACIDO ARMANDO,3,SI
MACHUCA MOSCOSO LINDA MARICELA,4,SI
AGUIRRE HIDALGO DORA ANDELA,5,SI
ALBAN TORRES MARIANA DEL ROCIO,6,SI
ALCIVAR MERA FELIX ANDRES,7,SI
MUÑOZ VICUÑA MARIANGEL,8,SI
ANDINO REINOSO MAURO EDMUNDO,9,SI
ARCE PLUAS ALEXANDRA MANUELA,10,SI
ARIAS RAMIREZ ALBERTO JESUS,11,SI
VILLAMAR CASAL JOSE LEONIDAS,12,SI
MARQUEZ LOPEZ JOSE LENIN,13,SI
BERGMANN REYNA CARLOS ALBERTO,14,SI
BORJA PEREZ GALO,15,SI
MIÑO ARCOS EDWIN RODRIGO,16,SI
BUSTAMANTE PONCE FERNANDO XAVIER,17,SI
CALDERON SALTOS RICHARD OSWALDO,18,SI
CASANOVA CEPEDA XAVIER IVAN,19,SI
CARRILLO BETTY,20,SI
CARRION MARIA JOSE,21,SI
CARVAJAL AGUIRRE MIGUEL ANGEL,22,SI
CASSINELLI CALI JUAN CARLOS,23,SI
CAYAMBE TIPAN FAUSTO HERIBERTO,24,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,SI
CHAVEZ CANALES HOLGER EZEQUIEL,26,SI
