curul,asambleista,voto
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
14,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
35,GAGLIARDO LOOR GASTON,AUSENTE
75,CASTILLO VIVANCO JOSE BOLIVAR,AUSENTE
85,MOYA DUQUE HERMAN ANIBAL,AUSENTE
100,ALBAN GALLO MARINA ELIZABETH,AUSENTE
124,ZAMBRANO ARTEAGA JOSE RICARDO,AUSENTE
74,AGUILAR TORRES MANUEL RAMIRO,SI
80,CASTRO AJILA GLADYS LUCIA,SI
81,CANALES PROAÑO ELVIRA MARCHIE,SI
82,YANDUN POZO CASTULO RENE,SI
83,ACACHO GONZALEZ PEPE LUIS,SI
89,FIERRO OVIEDO PACO,SI
90,JIMENEZ CABRERA JOSE CLEVER,SI
91,ORELLANA MARQUINEZ MAGALI MARGOT,SI
92,UMAGINGA GUAMAN CESAR,SI
93,TIBAN GUALA LOURDES LICENIA,SI
101,AUQUILLA ORTEGA RAUL VICENTE,SI
102,CHICAIZA TOAPANTA WILSON ALFONSO,SI
103,DONOSO CHIRIBOGA PATRICIO,SI
104,MONCAYO CEVALLOS JOSE RICARDO,SI
105,BUCARAM PULLEY ABDALA JAIME,SI
113,POSSO SALGADO LUIS ANTONIO,SI
114,AGUINDA TAPUY DIANA YOLANDA,SI
115,MONTAÑO VALENCIA MAE,SI
116,MORETA PANCHEZ MIGUEL ANGEL,SI
117,LLANES SUAREZ HENRY MANUEL,SI
118,SALGADO RIVADENEIRA DIEGO,SI
119,CHICA PAVEL,SI
120,TORRES TORRES LUIS FERNANDO,SI
130,TAPIA LOMBEYDA LUIS FERNANDO,SI
131,CUCALON CAMACHO HENRY EDUARDO,SI
132,REYES HIDALGO CRISTINA EUGENIA,SI
133,TACLE GALARRAGA MOISES FERNANDO,SI
134,ROMERO LOAYZA FRANCO SEGUNDO,SI
135,TERAN SALCEDO JONNY ENRIQUE,SI
136,VITERI JIMENEZ CYNTHIA,SI
137,KRONFLE GOMEZ MARIA CRISTINA,SI
20,CARRILLO BETTY,NO
30,DE LA CRUZ BERNARDO HERMAN ULISES,NO
32,DELGADO CHALA AGUSTIN JAVIER,NO
45,GUZMAN OCHOA LILIANA MAURA,NO
48,ISSA WAGNER NICOLAS JOSE,NO
71,RIVERO DOGUER ANGEL ARMANDO,NO
77,SAENZ DE VITERI LAUTARO ENRIQUE,NO
78,SALAZAR CEDEÑO GUADALUPE DOLORES,NO
79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,NO
86,SERRRANO REYES NELSON ALCIDES,NO
87,DAHIK ASTUDILLO REYTA GIOMAR,NO
88,LEDESMA ZAMORA DARWIN GERMAN,NO
99,PACHECO ORDOÑEZ BAYRON EDUARDO,NO
123,VITERI GUALINGA CARLOS ELOY,NO
126,ZAMBRANO CASTRO NORALMA ELIZABETH,NO
19,CALLE ANDRADE MARIA AUGUSTA,BLANCO
58,MUÑOZ AVENDAÑO ROSA ELVIRA,BLANCO
122,VINTIMILLA JARRIN DIEGO ARMANDO,BLANCO
1,ABAD VELEZ RAUL,ABSTENCION
2,ACERO LANCHIMBA ESTHELA LILIANA,ABSTENCION
3,AGUILAR PLACIDO ARMANDO,ABSTENCION
4,MACHUCA MOSCOSO LINDA MARICELA,ABSTENCION
5,ORTIZ LARA LEONARDO,ABSTENCION
6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,ABSTENCION
7,ALCIVAR MERA FELIX ANDRES,ABSTENCION
8,MUÑOZ VICUÑA MARIANGEL,ABSTENCION
9,ANDINO REINOSO MAURO EDMUNDO,ABSTENCION
10,ARCE PLUAS ALEXANDRA MANUELA,ABSTENCION
12,ARREGUI RUEDA MARCIA CECILIA,ABSTENCION
13,BENAVIDES ZAMBRANO ZOILA TERESA,ABSTENCION
15,BORJA PEREZ GALO,ABSTENCION
16,BUENDIA HERDOIZA MARIA SOLEDAD,ABSTENCION
17,BUSTAMANTE PONCE FERNANDO XAVIER,ABSTENCION
18,CALDERON SALTOS RICHARD OSWALDO,ABSTENCION
21,CARRION MARIA JOSE,ABSTENCION
22,CARVAJAL AGUIRRE MIGUEL ANGEL,ABSTENCION
23,CASSINELLI CALI JUAN CARLOS,ABSTENCION
24,CONSTANTE NIETO MARIANA DE LAS MERCEDES,ABSTENCION
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,ABSTENCION
26,CHAVEZ CANALES HOLGER EZEQUIEL,ABSTENCION
27,CHICA AREVALO VINICIO VETHOWEN,ABSTENCION
28,CORDOVA ENCALADA EDGAR EDUARDO,ABSTENCION
29,CUESTA RIOS LIUBA ELISA,ABSTENCION
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,ABSTENCION
33,FAJARDO MOSQUERA LETTY VANESSA,ABSTENCION
34,FALCONI LOQUI EVELYN PAMELA,ABSTENCION
36,GALVAN GRACIA MARIA ESPERANZA,ABSTENCION
37,LARREA VITERI LIDICE VANESSA,ABSTENCION
38,GARZON RECAURTE WILLIAM ANTONIO,ABSTENCION
39,GODOY ANDRADE GINA JAKELINE,ABSTENCION
40,GONZALEZ SERRANO MIRYAM CATARINA,ABSTENCION
41,GUAMAN CASTRO ALEX FRANCISCO,ABSTENCION
42,BOMBON LOPEZ BLANCA CECILIA,ABSTENCION
43,GUDIÑO MENA ZOBEIDA GUISELA,ABSTENCION
44,GUEVARA VILLACRES VERONICA MARGARITA,ABSTENCION
46,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,ABSTENCION
47,HURTADO ANGULO IVAN JACINTO,ABSTENCION
49,JEREZ PILLA BETTY MARICELA,ABSTENCION
50,JUEZ JUEZ OMAR JUSEPH,ABSTENCION
51,ORTIZ GASPAR ESTHER FLAVIA,ABSTENCION
52,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,ABSTENCION
53,JAIGUA ALVARADO CELIA MARIA,ABSTENCION
54,SALAZAR MARTINEZ KARINA MARITZA,ABSTENCION
55,AGUIÑAGA VALLEJO PAOLA MARCELA,ABSTENCION
56,MELO GARZON ESTEBAN ANDRES,ABSTENCION
57,MOROCHO VELAÑA NANCY BEATRIZ,ABSTENCION
59,ALVARADO CARRION ROSANA,ABSTENCION
60,OCLES PADILLA ALEXANDRA,ABSTENCION
61,PABON CARANQUI PAOLA VERENICE,ABSTENCION
62,PADRON SAETEROS GLADYS PAULINA,ABSTENCION
63,PATIÑO AROCA RAUL LEONARDO,ABSTENCION
64,PEÑA CARRASCO DIANA LUCIA,ABSTENCION
65,PEÑA PACHECO XIMENA DEL ROCIO,ABSTENCION
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,ABSTENCION
67,PONCE LEON XIMENA MERCEDES,ABSTENCION
68,PROAÑO CIFUENTES ROBERTH MAURICIO,ABSTENCION
69,FARES GUAILLAS MARIA SEBASTIANA,ABSTENCION
70,RIVERA LOPEZ JOSE GABRIEL,ABSTENCION
72,ROBLES ANDRADE DENISSE PRISCILA,ABSTENCION
73,SANCHEZ MIÑO ALEXIS REYNALDO,ABSTENCION
76,RODRIGUEZ DELGADO MARIA VERONICA,ABSTENCION
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,ABSTENCION
94,TERAN SARZOSA SEGUNDO FAUSTO,ABSTENCION
95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,ABSTENCION
96,VALLE PINARGOTE BAIRON LEONARDO,ABSTENCION
97,COLLAGUAZO RODRIGO,ABSTENCION
98,INTRIAGO MACIAS CARMEN ELENA,ABSTENCION
106,VELA CHERONI MARIA SOLEDAD,ABSTENCION
