asambleista,curul,voto
ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,AUSENTE
ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,AUSENTE
OVIEDO ENDERICA DANIELA NATHALY,5,AUSENTE
ARTEAGA MUÑOZ KARINA CECILIA,7,AUSENTE
MORENO INTRIAGO MARIA LUISA,9,AUSENTE
BONILLA SALCEDO VIVIANA,10,AUSENTE
CADENA VÉLEZ KARLA GABRIELA,14,AUSENTE
CALLE VERZOZI HERMUY,15,AUSENTE
CARRIÓN CEVALLOS MARÍA JOSÉ,18,AUSENTE
CERDA MIRANDA GABRIELA PAMELA,21,AUSENTE
DOUMET CHEDRAUI MICHEL ANDRÉS,27,AUSENTE
DURÁN AGUILAR LILIANA ELIZABETH,28,AUSENTE
FLOR GIL BRENDA AZUCENA,31,AUSENTE
GARCÍA POZO DIEGO OSWALDO,33,AUSENTE
MARÍN AGUIRRE ANA BELÉN,40,AUSENTE
MENDOZA ARÉVALO DANIEL ISAAC,42,AUSENTE
MUÑOZ LÓPEZ CHRISTIAN PABEL,43,AUSENTE
PEÑA PACHECO XIMENA DEL ROCÍO,48,AUSENTE
SALAZAR CEDEÑO GUADALUPE DOLORES,56,AUSENTE
SALGADO ANDRADE SILVIA BETZABETH,57,AUSENTE
SÁNCHEZ REYES MONTGOMERY,59,AUSENTE
VERA FLORES WENDY VANESSA,64,AUSENTE
VERA RODRÍGUEZ CARLOS ALFREDO,65,AUSENTE
YUNDA MACHADO JORGE HOMERO,69,AUSENTE
ZAMBRANO ARTEAGA JOSE RICARDO,70,AUSENTE
AUQUILLA ORTEGA RAÚL VICENTE,73,AUSENTE
BURBANO MONTENEGRO FÉLIX FERNANDO,75,AUSENTE
SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,AUSENTE
HENRÍQUEZ JAIME PATRICIA IVONNE,87,AUSENTE
REYES HIDALGO CRISTINA EUGENIA,99,AUSENTE
CANDELL SOTO JAIME ENRIQUE JIMMY,107,AUSENTE
OLIVO PALLO JAIME FERNANDO,109,AUSENTE
TAIANO BASANTE VICENTE GIOVANNY,111,AUSENTE
TERÁN SALCEDO RAMÓN FORTUNATO,112,AUSENTE
CARBO AGUIRRE JONATHAN ALEXI,115,AUSENTE
MINCHALA MURILLO RÓMULO MARCELO,116,AUSENTE
MORENO GUERRERO HENRY FREDY,118,AUSENTE
PACHALA POMA LUIS ALBERTO,120,AUSENTE
PEÑAFIEL IZQUIERDO EDDY COLÓN,123,AUSENTE
ROMERO LOAYZA FRANCO SEGUNDO,132,AUSENTE
VILLAMAR JÁCOME PEDRO FABRICIO,136,AUSENTE
AGUIÑAGA VALLEJO PAOLA MARCELA,1,SI
CEVALLOS GUEVARA LESLIE MARCELA,3,SI
ARREGUI RUEDA MARCIA CECILIA,6,SI
BENAVIDES ZAMBRANO ZOILA TERESA,8,SI
BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,SI
BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,SI
CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,SI
REYES LAINEZ ÁNGELA MARÍA,16,SI
CÁRDENAS ESPINOZA JUAN JORGE,17,SI
VALLEJO JARAMILLO NORMA MARLENE,19,SI
CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20,SI
CHALÁ CRUZ JOSÉ FRANKLIN,22,SI
CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,SI
COROZO AYOVÍ JORGE WILBER,24,SI
CUESTA RÍOS LIUBA ELISA,25,SI
CUESTA SANTANA ESTHER ADELINA,26,SI
ESPÍN REYES EUGENIA SOFÍA,29,SI
ESPINOSA ANDRADE AUGUSTO XAVIER,30,SI
GARCÍA GAIBOR CARMEN MERCEDES,32,SI
GARZÓN RICAURTE WILLIAM ANTONIO,34,SI
GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,SI
GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,SI
HOLGUÍN NARANJO MARCELA PRISCILA,37,SI
LITARDO CAICEDO CÉSAR ERNESTO,38,SI
LLORET VALDIVIESO JUAN CRISTÓBAL,39,SI
MELO GARZÓN ESTEBAN ANDRÉS,41,SI
NARANJO ALVARADO PRISCILA AMAPOLA,44,SI
OCHOA MORANTE MANUEL ALFREDO,45,SI
ORELLANA ROMÁN ROSA GINA,46,SI
PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,SI
PLAZA CASTILLO LENIN,49,SI
POMA HERRERA YOFRE MARTÍN,50,SI
PROAÑO CIFUENTES ROBERTH MAURICIO,51,SI
QUIJIJE DELGADO LUIS RAFAEL,52,SI
RODRÍGUEZ CEDEÑO ROSA ELENA,53,SI
RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,SI
RIVADENEIRA BUSTOS CARMEN MERCEDES,55,SI
SAMANIEGO MAIGUA FRANKLIN OMAR,58,SI
ALEMÁN MARMOL MÓNICA ROCÍO,60,SI
SOLIZ CARRIÓN DORIS JOSEFINA,61,SI
VALLE PINARGOTE BAIRON LEONARDO,62,SI
VELIN CORTÉS JUAN PABLO,63,SI
VILLALVA MIRANDA LIRA DE LA PAZ,66,SI
VITERI GUALINGA CARLOS ELOY,67,SI
YAR ARAUJO JUAN CARLOS,68,SI
ANDRADE MUÑOZ WILMA PIEDAD,71,SI
ASÁN WONSANG JOSÉ FRANCISCO,72,SI
BERNAL BERNAL ESTEBAN REMIGIO,74,SI
ZAMBRANO CASTRO NORALMA ELIZABETH,76,SI
GUEVARA LOZADA FLERIDA YOVANA,77,SI
CUCALÓN CAMACHO HENRY EDUARDO,78,SI
AÑAZCO ROMERO DOLORES LETICIA,79,SI
CALLEJAS BARONA FERNANDO,80,SI
CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,SI
CAMPOVERDE ROBLES EMILIO ABSALÓN,82,SI
CARRIÓN MORENO CÉSAR ATAULFO,83,SI
ZAMBRANO CHACHA ALBERTO ALEXANDER,84,SI
JÁTIVA MARTÍNEZ BLANCA RUTH,86,SI
JARAMILLO ZURITA PAOLA MICHAEL,88,SI
