voto,curul,asambleista
AUSENTE,1,ABAD VELEZ RAUL
AUSENTE,8,MUÑOZ VICUÑA MARIANGEL
AUSENTE,13,BENAVIDES ZAMBRANO ZOILA TERESA
AUSENTE,28,CORDOVA ENCALADA EDGAR EDUARDO
AUSENTE,33,FAJARDO MOSQUERA LETTY VANESSA
AUSENTE,40,GONZALEZ SERRANO MIRYAM CATARINA
AUSENTE,50,SILVA MALDONADO SOFIA IRENE
AUSENTE,51,ORTIZ GASPAR ESTHER FLAVIA
AUSENTE,52,BUENDIA HERDOIZA MARIA SOLEDAD
AUSENTE,75,ARIAS FERNANDEZ VERONICA ELIZABETH
AUSENTE,107,ARGUELLO TROYA BLANCA AZUCENA
AUSENTE,124,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,132,REYES HIDALGO CRISTINA EUGENIA
AUSENTE,136,SERRANO VALLADARES SAADIN ALFREDO
ABSTENCION,7,TORRES CEDEÑO KERLLY ANABEL
ABSTENCION,10,VITERI LOPEZ CHRISTIAN HUMBERTO
ABSTENCION,11,ARIAS RAMIREZ ALBERTO JESUS
ABSTENCION,12,ARREGUI RUEDA MARCIA CECILIA
ABSTENCION,21,CARRION MARIA JOSE
ABSTENCION,25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH
ABSTENCION,35,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES
ABSTENCION,48,ISSA WAGNER NICOLAS JOSE
ABSTENCION,55,AGUIÑAGA VALLEJO PAOLA MARCELA
ABSTENCION,70,RIVERA LOPEZ JOSE GABRIEL
ABSTENCION,72,MEDINA MERA VICTOR CLEMENTE
ABSTENCION,76,RODRIGUEZ DELGADO MARIA VERONICA
ABSTENCION,77,SAENZ DE VITERI LAUTARO ENRIQUE
ABSTENCION,78,SUBIA BARREIRO BOLIVAR STALIN
ABSTENCION,79,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ
ABSTENCION,81,VILLAO PANCHANA RAUL ELIAS
ABSTENCION,82,YANDUN POZO CASTULO RENE
ABSTENCION,83,ACACHO GONZALEZ PEPE LUIS
ABSTENCION,84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS
ABSTENCION,87,SOLANO MORENO ALEX FABIAN
ABSTENCION,88,DIAZ COKA MARIA GABRIELA
ABSTENCION,90,GUALAN JAPA MILTON RODRIGO
ABSTENCION,91,ORELLANA MARQUINEZ MAGALI MARGOT
ABSTENCION,92,UMAGINGA GUAMAN CESAR
ABSTENCION,93,TIBAN GUALA LOURDES LICENIA
ABSTENCION,99,PACHECO ORDOÑEZ BAYRON EDUARDO
ABSTENCION,101,AUQUILLA ORTEGA RAUL VICENTE
ABSTENCION,113,POSSO SALGADO LUIS ANTONIO
ABSTENCION,120,TORRES TORRES LUIS FERNANDO
ABSTENCION,123,VITERI GUALINGA CARLOS ELOY
