curul,asambleista,voto
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
12,VILLAMAR CASAL JOSE LEONIDAS,AUSENTE
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,AUSENTE
28,CORDOVA ENCALADA EDGAR EDUARDO,AUSENTE
30,DE LA CRUZ BERNARDO HERMAN ULISES,AUSENTE
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,AUSENTE
33,FAJARDO MOSQUERA LETTY VANESSA,AUSENTE
37,MENDOZA DANIEL ISAAC,AUSENTE
38,CALAZACON AGUAVIL MARIA ALBERTINA,AUSENTE
43,JARAMILLO RODRIGUEZ VICTOR HUGO,AUSENTE
44,GUEVARA VILLACRES VERONICA MARGARITA,AUSENTE
47,MOSQUERA YANEZ ISABEL PIEDAD,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
51,ORTIZ GASPAR ESTHER FLAVIA,AUSENTE
53,LARRIVA ALVARADO OSCAR OSWALDO,AUSENTE
61,CAZA TIPANTA HUGO RENE,AUSENTE
63,MACAS JOSE LUIS,AUSENTE
65,PEÑA PACHECO XIMENA DEL ROCIO,AUSENTE
75,ARIAS FERNANDEZ VERONICA ELIZABETH,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
78,SUBIA BARREIRO BOLIVAR STALIN,AUSENTE
79,ANDRADE SOLORZANO LUIS ALBERTO,AUSENTE
81,MATIAS APOLINARIO RITA AZUCENA,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
86,MORAN AMALIA,AUSENTE
88,DIAZ COKA MARIA GABRIELA,AUSENTE
90,GUALAN JAPA MILTON RODRIGO,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
94,TERAN SARZOSA SEGUNDO FAUSTO,AUSENTE
97,COLLAGUAZO RODRIGO,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
104,MONCAYO CEVALLOS JOSE RICARDO,AUSENTE
106,VELA CHERONI MARIA SOLEDAD,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
114,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
121,ALEJANDRO MEDINA CRISTINA SORAYA,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
126,VILLON POZO LUIS MARIANO,AUSENTE
129,URIBE LOPEZ FANNY ESTHER,AUSENTE
132,MUENTES ALVARADO PABLO ANDRES,AUSENTE
134,ROMERO LOAYZA FRANCO SEGUNDO,AUSENTE
137,KRONFLE GOMEZ MARIA CRISTINA,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
4,HAGO CELI FRANCISCO WAIKING,SI
5,AGUIRRE HIDALGO DORA ANADELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
13,BENAVIDES ZAMBRANO ZOILA TERESA,SI
14,MORENO INTRIAGO MARIA LUISA,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
20,CARRILLO BETTY,SI
21,ANRRANGO ZAMBRANO GERARDO ELIAS,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
23,BRAVO RAMIREZ MARIA LORENA,SI
24,CONSTANTE NIETO MARIANA DE LAS MERCEDES,SI
26,CHAVEZ CANALES HOLGER EZEQUIEL,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
29,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
34,FALCONI LOQUI EVELYN PAMELA,SI
35,GAGLIARDO LOOR GASTON,SI
36,BAZURTO ROLDAN NANCIS CELESTE,SI
39,GODOY ANDRADE GINA JAKELINE,SI
40,GONZALEZ SERRANO MIRYAM CATARINA,SI
41,GUAMAN CASTRO ALEX FRANCISCO,SI
42,GUAMANGATE ANTE LUIS GILBERTO,SI
45,RODAS MARCA CARLOS EDUARDO,SI
46,GUTIERREZ MOSCOSO MARIA EUGENIA,SI
49,CARRILLO CRESPO HUGO FERNANDO,SI
50,SILVA MALDONADO SOFIA IRENE,SI
52,REYES MACHUCA EFREN RODRIGO,SI
54,LEDESMA ZAMORA OSCAR ALFONSO,SI
55,LOOR CEVALLOS JORGE SEBASTIAN,SI
56,MELO GARZON ESTEBAN ANDRES,SI
57,TOBAR NUÑEZ RAUL IGNACIO,SI
58,MUÑOZ AVENDAÑO ROSA ELVIRA,SI
59,ALVARADO CARRION ROSANA,SI
60,OCLES PADILLA ALEXANDRA,SI
