curul,asambleista,voto
2,ACERO LANCHIMBA ESTHELA LILIANA,AUSENTE
9,ANDINO REINOSO MAURO EDMUNDO,AUSENTE
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
12,VILLAMAR CASAL JOSE LEONIDAS,AUSENTE
19,CASANOVA CEPEDA XAVIER IVAN,AUSENTE
20,CARRILLO BETTY,AUSENTE
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,AUSENTE
26,CHAVEZ CANALES HOLGER EZEQUIEL,AUSENTE
29,CUESTA RIOS LIUBA ELISA,AUSENTE
33,FAJARDO MOSQUERA LETTY VANESSA,AUSENTE
37,MENDOZA DANIEL ISAAC,AUSENTE
42,GUAMANGATE ANTE LUIS GILBERTO,AUSENTE
43,JARAMILLO RODRIGUEZ VICTOR HUGO,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
51,ORTIZ GASPAR ESTHER FLAVIA,AUSENTE
53,JAIGUA ALVARADO CELIA MARIA,AUSENTE
56,MELO GARZON ESTEBAN ANDRES,AUSENTE
58,MUÑOZ AVENDAÑO ROSA ELVIRA,AUSENTE
60,OCLES PADILLA ALEXANDRA,AUSENTE
63,BRITO MENDOZA MONICA CRISTINA,AUSENTE
66,QUINCHIGUANGO GISELA,AUSENTE
68,PROAÑO CIFUENTES ROBERTH MAURICIO,AUSENTE
70,BAZURTO ROLDAN NANCIS CELESTE,AUSENTE
74,AGUILAR TORRES MANUEL RAMIRO,AUSENTE
75,ARIAS FERNANDEZ VERONICA ELIZABETH,AUSENTE
80,BUSTOS CHILIQUINGA ARCADIO,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
86,ALEMAN MARMOL MONICA ROCIO,AUSENTE
90,GUALAN JAPA MILTON RODRIGO,AUSENTE
91,ORELLANA MARQUINEZ MAGALI MARGOT,AUSENTE
92,UMAJINGA GUAMAN CESAR,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
94,TERAN SARZOSA SEGUNDO FAUSTO,AUSENTE
98,INTRIAGO MACIAS CARMEN ELENA,AUSENTE
101,AUQUILLA ORTEGA RAUL VICENTE,AUSENTE
