curul,asambleista,voto
10,BONILLA SALCEDO VIVIANA,AUSENTE
11,BUENDÍA HERDOÍZA MARÍA SOLEDAD,AUSENTE
21,CERDA MIRANDA GABRIELA PAMELA,AUSENTE
29,ESPÍN REYES EUGENIA SOFÍA,AUSENTE
39,LLORET VALDIVIESO JUAN CRISTÓBAL,AUSENTE
42,MENDOZA ARÉVALO DANIEL ISAAC,AUSENTE
47,PALACIOS VELÁSQUEZ SONIA LUCRECIA,AUSENTE
57,SALGADO ANDRADE SILVIA BETZABETH,AUSENTE
92,CRUZ VACA JEANNINE DEL CISNE,AUSENTE
99,REYES HIDALGO CRISTINA EUGENIA,AUSENTE
115,MENDOZA PALMA JOFFRE PATRICIO,AUSENTE
124,PUANCHIR PAYASHÑA TITO PEDRO,AUSENTE
71,ANDRADE MUÑOZ WILMA PIEDAD,SI
72,ASÁN WONSANG JOSÉ FRANCISCO,SI
73,AUQUILLA ORTEGA RAÚL VICENTE,SI
74,BERNAL BERNAL ESTEBAN REMIGIO,SI
75,BURBANO MONTENEGRO FÉLIX FERNANDO,SI
77,AZUERO RODAS ELISEO ALEXIS,SI
78,CUCALÓN CAMACHO HENRY EDUARDO,SI
79,FALQUEZ BATALLAS PEDRO CARLOS,SI
80,CALLEJAS BARONA FERNANDO,SI
81,GALLARDO CHEME CARLOS DAVID,SI
82,CAMPOVERDE ROBLES EMILIO ABSALÓN,SI
83,CARRIÓN MORENO CÉSAR ATAULFO,SI
85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,SI
86,JÁTIVA MARTÍNEZ BLANCA RUTH,SI
87,HENRÍQUEZ JAIME PATRICIA IVONNE,SI
88,KRONFLE KOZHAYA HENRY FABIÁN,SI
89,CASTANIER JARAMILLO XAVIER HOMERO,SI
90,CELI SANTOS GUILLERMO ALEJANDRO,SI
91,CRUZ PROAÑO LUDOVICO ISRAEL,SI
93,CUESTA ORELLANA MARÍA DE LOURDES,SI
95,CADENA HUERTAS FRANCISCO JAVIER,SI
96,PEÑA ONTANEDA ELIO GERMÁN,SI
97,MONTAÑO GUISAMANO MAYRA MIGDONIA,SI
98,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",SI
100,CURICHUMBI YUPANQUI PEDRO,SI
101,DONOSO CHIRIBOGA PATRICIO,SI
102,FLORES VÁSQUEZ FERNANDO PATRICIO,SI
103,GALARZA AÑAZCO ANA MERCEDES,SI
104,GENDE CALAZACÓN ANGEL MESÍAS,SI
105,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,SI
107,CANDELL SOTO JAIME ENRIQUE JIMMY,SI
108,DUCHI GUAMÁN MARÍA ENCARNACIÓN,SI
109,OLIVO PALLO JAIME FERNANDO,SI
110,ROHON HERVAS CÉSAR EDUARDO,SI
111,TACLE GARCÍA SAMIA,SI
112,MANOBANDA ALVAREZ JORGE ENRIQUE,SI
113,TORRES COBO LUIS ESTEBAN,SI
114,ALVAREZ TOBAR RODRIGO CÉSAR,SI
116,MINCHALA MURILLO RÓMULO MARCELO,SI
117,MONTAÑO VALENCIA MAE,SI
118,MORENO GUERRERO HENRY FREDY,SI
119,MUÑOZ ALARCÓN HÉCTOR PATRICIO,SI
120,PACHALA POMA LUIS ALBERTO,SI
121,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,SI
122,CUESTA CONCARI MARÍA MERCEDES,SI
123,PEÑAFIEL IZQUIERDO EDDY COLÓN,SI
125,ALARCÓN GUILLÍN FREDY OSCAR,SI
126,SOLORZANO SARRIA CESAR FAUSTO,SI
127,UGARTE GUZMÁN BLANCA ROSANA,SI
128,VINTIMILLA MOSCOSO PAOLA,SI
129,ZAMBRANO ORTIZ MARÍA ROBERTA,SI
130,PALACIOS MUÑOZ JUAN SEBASTIÁN,SI
131,PAREDES TORRES WASHINGTON ARTURO,SI
132,ROMERO LOAYZA FRANCO SEGUNDO,SI
133,SIMBAÑA VILLARREAL ABDÓN MARCELO,SI
134,SUQUILANDA VALDIVIESO BYRON VINICIO,SI
135,VERA MENDOZA TANLLY JANELA,SI
136,VILLAMAR JÁCOME PEDRO FABRICIO,SI
137,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,SI
1,AGUIÑAGA VALLEJO PAOLA MARCELA,NO
2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,NO
3,SERRANO SALGADO JOSÉ RICARDO,NO
4,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,NO
5,OVIEDO ENDERICA DANIELA NATHALY,NO
6,ARREGUI RUEDA MARCIA CECILIA,NO
7,ARTEAGA MUÑOZ KARINA CECILIA,NO
8,BENAVIDES ZAMBRANO ZOILA TERESA,NO
9,BERGMANN REYNA CARLOS ALBERTO,NO
12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,NO
13,CABEZAS GUERRERO ELIZABETH ENRIQUETA,NO
14,CADENA VÉLEZ KARLA GABRIELA,NO
15,CALLE VERZOZI HERMUY,NO
16,CAMBALA MONTECE CARLOS ALBERTO,NO
17,CÁRDENAS ESPINOZA JUAN JORGE,NO
18,CARRIÓN CEVALLOS MARÍA JOSÉ,NO
19,TERAN SARZOSA SEGUNDO FAUSTO,NO
20,TENORIO VALENCIA CALLETANO,NO
22,SARZOSA MONTENEGRO JOHANNA MARCELA,NO
23,YELA ACOSTA WERNER ANTONIO,NO
24,COROZO AYOVÍ JORGE WILBER,NO
25,CUESTA RÍOS LIUBA ELISA,NO
26,CUESTA SANTANA ESTHER ADELINA,NO
27,RUIZ CEDEÑO ANA BELÉN,NO
28,MIÑO ESCOBAR JORGE EDUARDO,NO
30,ESPINOSA ANDRADE AUGUSTO XAVIER,NO
31,FLOR GIL BRENDA AZUCENA,NO
32,MONGE TIPÁN OSCAR VINICIO,NO
33,GARCÍA POZO DIEGO OSWALDO,NO
34,GARZÓN RICAURTE WILLIAM ANTONIO,NO
35,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,NO
36,GUEVARA VILLACRÉS VERÓNICA MARGARITA,NO
37,HOLGUÍN NARANJO MARCELA PRISCILA,NO
38,LITARDO CAICEDO CÉSAR ERNESTO,NO
40,MARÍN AGUIRRE ANA BELÉN,NO
41,MELO GARZÓN ESTEBAN ANDRÉS,NO
43,PAREDES BENAVIDES LIDIA VICTORIA,NO
44,NARANJO ALVARADO PRISCILA AMAPOLA,NO
45,OCHOA MORANTE MANUEL ALFREDO,NO
46,ALONSO FERNÁNDEZ FÉLIX FREDY,NO
48,PEÑA PACHECO XIMENA DEL ROCÍO,NO
49,PLAZA CASTILLO LENIN,NO
50,POMA HERRERA YOFRE MARTÍN,NO
51,PROAÑO CIFUENTES ROBERTH MAURICIO,NO
52,QUIJIJE DELGADO LUIS RAFAEL,NO
53,QUIÑONEZ OCAMPO JULIO CÉSAR,NO
54,AGUALSACA GUAMAN JOSE CLEMENTE,NO
55,RIVADENEIRA BUSTOS CARMEN MERCEDES,NO
56,SALAZAR CEDEÑO GUADALUPE DOLORES,NO
58,SAMANIEGO MAIGUA FRANKLIN OMAR,NO
59,SÁNCHEZ REYES MONTGOMERY,NO
60,MOLINA ONOFA LUIS FERNANDO,NO
61,SOLIZ CARRIÓN DORIS JOSEFINA,NO
62,VALLE PINARGOTE BAIRON LEONARDO,NO
63,VELIN CORTÉS JUAN PABLO,NO
64,VERA FLORES WENDY VANESSA,NO
65,VERA RODRÍGUEZ CARLOS ALFREDO,NO
66,VILLALVA MIRANDA LIRA DE LA PAZ,NO
67,VITERI GUALINGA CARLOS ELOY,NO
68,YAR ARAUJO JUAN CARLOS,NO
69,GUAMBA DÍAZ NANCY JEANNETH,NO
70,ZAMBRANO ARTEAGA JOSE RICARDO,NO
76,ZAMBRANO CASTRO NORALMA ELIZABETH,NO
84,ZAMBRANO CHACHA ALBERTO ALEXANDER,NO
94,ZAMBRANO VALLE EDUARDO MAURICIO,NO
106,ZAMBRANO VERA MARIANO,NO
