curul,asambleista,voto
4,MACHUCA MOSCOSO LINDA MARICELA,AUSENTE
10,VITERI LOPEZ CHRISTIAN HUMBERTO,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
13,MARQUEZ LOPEZ JOSE LENIN,AUSENTE
20,CARRILLO BETTY,AUSENTE
26,CHAVEZ CANALES HOLGER EZEQUIEL,AUSENTE
40,GONZALEZ SERRANO MIRYAM CATARINA,AUSENTE
41,GUAMAN CASTRO ALEX FRANCISCO,AUSENTE
44,TORRES PINEDA CLINTON ELIUD,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
50,JUEZ JUEZ OMAR JUSEPH,AUSENTE
61,PABON CARANQUI PAOLA VERENICE,AUSENTE
76,RODRIGUEZ DELGADO MARIA VERONICA,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
90,GUALAN JAPA MILTON RODRIGO,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
106,SOLORZANO MANUEL ANTONIO,AUSENTE
112,VILEMA FREIRE ANGEL RAMIRO,AUSENTE
114,SOLORZANO SARRIA CESAR FAUSTO,AUSENTE
122,VINTIMILLA JARRIN DIEGO ARMANDO,AUSENTE
125,ZAMBRANO CABANILLA EDUARDO ALFONSO,AUSENTE
1,ABAD VELEZ RAUL,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,AGUILAR PLACIDO ARMANDO,SI
5,ORTIZ LARA LEONARDO,SI
6,QUINDIGALLE LICTAPUZON GUILLERMO ORLANDO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
8,MUÑOZ VICUÑA MARIANGEL,SI
9,ANDINO REINOSO MAURO EDMUNDO,SI
12,ARREGUI RUEDA MARCIA CECILIA,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI
17,PAREDES BENAVIDES LIDIA VICTORIA,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CALLE ANDRADE MARIA AUGUSTA,SI
21,CARRION MARIA JOSE,SI
22,CARVAJAL AGUIRRE MIGUEL ANGEL,SI
23,CASSINELLI CALI JUAN CARLOS,SI
24,CAYAMBE TIPAN FAUSTO HERIBERTO,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,CORDOVA ENCALADA EDGAR EDUARDO,SI
29,CUESTA RIOS LIUBA ELISA,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
31,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI
32,DELGADO CHALA AGUSTIN JAVIER,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
34,CAMACHO COLOMA CARLOS MANUEL,SI
35,GAGLIARDO LOOR GASTON,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
37,LARREA VITERI LIDICE VANESSA,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
39,GODOY ANDRADE GINA JAKELINE,SI
42,GUAMANGATE ANTE LUIS GILBERTO,SI
43,GUDIÑO MENA ZOBEIDA GUISELA,SI
45,RODAS MARCA CARLOS EDUARDO,SI
46,GUTIERREZ MOSCOSO MARIA EUGENIA,SI
47,MOSQUERA YANEZ ISABEL PIEDAD,SI
49,JEREZ PILLA BETTY MARICELA,SI
51,BAZURTO ROLDAN NANCIS CELESTE,SI
52,REYES MACHUCA EFREN RODRIGO,SI
53,JAIGUA ALVARADO CELIA MARIA,SI
54,LEDESMA ZAMORA OSCAR ALFONSO,SI
55,AGUIÑAGA VALLEJO PAOLA MARCELA,SI
56,MELO GARZON ESTEBAN ANDRES,SI
57,TOBAR NUÑEZ RAUL IGNACIO,SI
58,MUÑOZ AVENDAÑO ROSA ELVIRA,SI
59,CABRERA FAJARDO SEGUNDO CESAR,SI
