voto,curul,asambleista
AUSENTE,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
AUSENTE,26,CUESTA SANTANA ESTHER ADELINA
AUSENTE,31,FLOR GIL BRENDA AZUCENA
AUSENTE,64,VERA FLORES WENDY VANESSA
AUSENTE,69,YUNDA MACHADO JORGE HOMERO
AUSENTE,81,CAMPAIN BRAMBILLA RINA ASUNCIÓN
AUSENTE,84,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,92,CRUZ VACA JEANNINE DEL CISNE
AUSENTE,98,
AUSENTE,124,PUANCHIR PAYASHÑA TITO PEDRO
AUSENTE,134,SUQUILANDA VALDIVIESO BYRON VINICIO
SI,1,AGUIÑAGA VALLEJO PAOLA MARCELA
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,11,BUENDÍA HERDOÍZA MARÍA SOLEDAD
SI,15,CALLE VERZOZI HERMUY
SI,17,CÁRDENAS ESPINOZA JUAN JORGE
SI,22,CHALÁ CRUZ JOSÉ FRANKLIN
SI,25,SUAREZ HUAYAMAVE CARLOS ALBERTO
SI,28,DURÁN AGUILAR LILIANA ELIZABETH
SI,29,ESPÍN REYES EUGENIA SOFÍA
SI,30,ESPINOSA ANDRADE AUGUSTO XAVIER
SI,32,GARCÍA GAIBOR CARMEN MERCEDES
SI,33,GARCÍA POZO DIEGO OSWALDO
SI,36,GUEVARA VILLACRÉS VERÓNICA MARGARITA
SI,37,HOLGUÍN NARANJO MARCELA PRISCILA
SI,39,LLORET VALDIVIESO JUAN CRISTÓBAL
SI,41,MELO GARZÓN ESTEBAN ANDRÉS
SI,43,MUÑOZ LÓPEZ CHRISTIAN PABEL
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,51,PROAÑO CIFUENTES ROBERTH MAURICIO
SI,52,QUIJIJE DELGADO LUIS RAFAEL
SI,53,RODRÍGUEZ CEDEÑO ROSA ELENA
SI,54,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,55,RIVADENEIRA BUSTOS CARMEN MERCEDES
SI,58,SAMANIEGO MAIGUA FRANKLIN OMAR
SI,59,SÁNCHEZ REYES MONTGOMERY
SI,60,MOLINA ONOFA LUIS FERNANDO
SI,62,VALLE PINARGOTE BAIRON LEONARDO
SI,66,VILLALVA MIRANDA LIRA DE LA PAZ
SI,67,VITERI GUALINGA CARLOS ELOY
SI,71,ANDRADE MUÑOZ WILMA PIEDAD
SI,72,ASÁN WONSANG JOSÉ FRANCISCO
SI,75,BURBANO MONTENEGRO FÉLIX FERNANDO
SI,78,CUCALÓN CAMACHO HENRY EDUARDO
SI,79,SERRANO VITERI MERCEDES MARITZA
SI,85,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO
SI,86,YANDÚN POZO CÁSTULO RENÉ
SI,87,HENRÍQUEZ JAIME PATRICIA IVONNE
SI,88,JARAMILLO ZURITA PAOLA MICHAEL
SI,90,CELI SANTOS GUILLERMO ALEJANDRO
SI,91,CRUZ PROAÑO LUDOVICO ISRAEL
SI,94,ZAMBRANO VALLE EDUARDO MAURICIO
SI,95,CADENA HUERTAS FRANCISCO JAVIER
SI,97,MONTAÑO GUISAMANO MAYRA MIGDONIA
SI,99,REYES HIDALGO CRISTINA EUGENIA
SI,102,FLORES VÁSQUEZ FERNANDO PATRICIO
SI,103,GALARZA AÑAZCO ANA MERCEDES
SI,104,LÓPEZ LAPO CARLOS VÍCTOR
SI,105,SCIPPA DURÁN ARIANNA SANTINA
SI,106,MACÍAS ORTEGA WENDY ELENA MARISOL
SI,110,ROHON HERVAS CÉSAR EDUARDO
