curul,asambleista,voto
2,ACERO LANCHIMBA ESTHELA LILIANA,AUSENTE
4,HAGO CELI FRANCISCO WAIKING,AUSENTE
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
11,ARIAS RAMIREZ ALBERTO JESUS,AUSENTE
12,VILLAMAR CASAL JOSE LEONIDAS,AUSENTE
13,MARQUEZ LOPEZ JOSE LENIN,AUSENTE
16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,AUSENTE
20,CARRILLO BETTY,AUSENTE
22,CARVAJAL AGUIRRE MIGUEL ANGEL,AUSENTE
29,CUESTA RIOS LIUBA ELISA,AUSENTE
32,DELGADO CHALA AGUSTIN JAVIER,AUSENTE
44,GUEVARA VILLACRES VERONICA MARGARITA,AUSENTE
48,ISSA WAGNER NICOLAS JOSE,AUSENTE
52,BUENDIA HERDOIZA MARIA SOLEDAD,AUSENTE
63,MACAS JOSE LUIS,AUSENTE
72,MEDINA MERA VICTOR CLEMENTE,AUSENTE
77,SAENZ DE VITERI LAUTARO ENRIQUE,AUSENTE
83,ACACHO GONZALEZ PEPE LUIS,AUSENTE
84,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,AUSENTE
90,GUALAN JAPA MILTON RODRIGO,AUSENTE
91,ORELLANA MARQUINEZ MAGALI MARGOT,AUSENTE
92,UMAJINGA GUAMAN CESAR,AUSENTE
93,TIBAN GUALA LOURDES LICENIA,AUSENTE
99,PACHECO ORDOÑEZ BAYRON EDUARDO,AUSENTE
100,GUTIERREZ BORBUA FAUSTO GILMAR,AUSENTE
111,VICUÑA MUÑOZ MARIA ALEJANDRA,AUSENTE
113,POSSO SALGADO LUIS ANTONIO,AUSENTE
118,SALGADO RIVADENEIRA DIEGO,AUSENTE
121,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,AUSENTE
123,VITERI GUALINGA CARLOS ELOY,AUSENTE
126,ZAMBRANO CASTRO NORALMA ELIZABETH,AUSENTE
127,ZAMBRANO CHACHA ALBERTO ALEXANDER,AUSENTE
135,TERAN SALCEDO RAMON FORTUNATO,AUSENTE
1,ABAD VELEZ RAUL,SI
3,AGUILAR PLACIDO ARMANDO,SI
5,AGUIRRE HIDALGO DORA ANADELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI
9,GUEVARA ALVARADO MARGARITA BEATRIZ,SI
10,VITERI LOPEZ CHRISTIAN HUMBERTO,SI
14,BERGMANN REYNA CARLOS ALBERTO,SI
15,BORJA PEREZ GALO,SI
18,CALDERON SALTOS RICHARD OSWALDO,SI
19,CASANOVA CEPEDA XAVIER IVAN,SI
21,CARRION MARIA JOSE,SI
23,BRAVO RAMIREZ MARIA LORENA,SI
24,CONSTANTE NIETO MARIANA DE LAS MERCEDES,SI
25,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI
26,CHAVEZ CANALES HOLGER EZEQUIEL,SI
27,CHICA AREVALO VINICIO VETHOWEN,SI
28,CORDOVA ENCALADA EDGAR EDUARDO,SI
30,DE LA CRUZ BERNARDO HERMAN ULISES,SI
31,ESTARELLAS SOLIS FRANCISCO JOSE,SI
33,FAJARDO MOSQUERA LETTY VANESSA,SI
34,FALCONI LOQUI EVELYN PAMELA,SI
35,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,SI
36,DE LA TORRE RAMIREZ PABLO ANTONIO,SI
37,MENDOZA DANIEL ISAAC,SI
38,GARZON RICAURTE WILLIAM ANTONIO,SI
39,GODOY ANDRADE GINA JAKELINE,SI
40,GONZALEZ SERRANO MIRYAM CATARINA,SI
41,GUAMAN CASTRO ALEX FRANCISCO,SI
42,GUAMANGATE ANTE LUIS GILBERTO,SI
43,JARAMILLO RODRIGUEZ VICTOR HUGO,SI
45,GUZMAN OCHOA LILIANA MAURA,SI
46,GUTIERREZ MOSCOSO MARIA EUGENIA,SI
47,MOSQUERA YANEZ ISABEL PIEDAD,SI
49,JEREZ PILLA BETTY MARICELA,SI
50,SILVA MALDONADO SOFIA IRENE,SI
51,ORTIZ GASPAR ESTHER FLAVIA,SI
53,LARRIVA ALVARADO OSCAR OSWALDO,SI
54,LEDESMA ZAMORA OSCAR ALFONSO,SI
