voto,curul,asambleista
AUSENTE,5,ARIAS RAMÍREZ ALBERTO JESÚS
AUSENTE,14,CADENA VÉLEZ KARLA GABRIELA
AUSENTE,26,NÚÑEZ CRIOLLO JAIRO PATRICIO
AUSENTE,29,ESPÍN REYES EUGENIA SOFÍA
AUSENTE,36,GÓMEZ LOZANO RICHARD GARIS
AUSENTE,47,PALACIOS VELÁSQUEZ SONIA LUCRECIA
AUSENTE,69,YUNDA MACHADO JORGE HOMERO
AUSENTE,70,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,71,ANDRADE MUÑOZ WILMA PIEDAD
AUSENTE,80,CALLEJAS BARONA FERNANDO
AUSENTE,94,ZAMBRANO VALLE EDUARDO MAURICIO
AUSENTE,108,DUCHI GUAMÁN MARÍA ENCARNACIÓN
AUSENTE,116,MINCHALA MURILLO RÓMULO MARCELO
AUSENTE,124,PUANCHIR PAYASHÑA TITO PEDRO
AUSENTE,126,SOLORZANO SARRIA CESAR FAUSTO
AUSENTE,129,ZAMBRANO ORTIZ MARÍA ROBERTA
AUSENTE,136,VILLAMAR JÁCOME PEDRO FABRICIO
SI,2,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN
SI,3,SERRANO SALGADO JOSÉ RICARDO
SI,6,ARREGUI RUEDA MARCIA CECILIA
SI,7,ARTEAGA MUÑOZ KARINA CECILIA
SI,8,BENAVIDES ZAMBRANO ZOILA TERESA
SI,9,BERGMANN REYNA CARLOS ALBERTO
SI,10,COLLAGUAZO RODRIGO
SI,12,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO
SI,13,CABEZAS GUERRERO ELIZABETH ENRIQUETA
SI,16,CAMBALA MONTECE CARLOS ALBERTO
SI,18,CARRIÓN CEVALLOS MARÍA JOSÉ
SI,19,VALLEJO JARAMILLO NORMA MARLENE
SI,20,TENORIO VALENCIA CALLETANO
SI,21,CERDA MIRANDA GABRIELA PAMELA
SI,24,COROZO AYOVÍ JORGE WILBER
SI,25,SUAREZ HUAYAMAVE CARLOS ALBERTO
SI,27,DOUMET CHEDRAUI MICHEL ANDRÉS
SI,31,FLOR GIL BRENDA AZUCENA
SI,34,GARZÓN RICAURTE WILLIAM ANTONIO
SI,38,LITARDO CAICEDO CÉSAR ERNESTO
SI,40,MARÍN AGUIRRE ANA BELÉN
SI,42,MENDOZA ARÉVALO DANIEL ISAAC
SI,44,NARANJO ALVARADO PRISCILA AMAPOLA
SI,45,OCHOA MORANTE MANUEL ALFREDO
SI,48,PEÑA PACHECO XIMENA DEL ROCÍO
SI,50,POMA HERRERA YOFRE MARTÍN
SI,52,QUIJIJE DELGADO LUIS RAFAEL
