curul,asambleista,voto
7,ALCIVAR MERA FELIX ANDRES,AUSENTE
8,MUÑOZ VICUÑA MARIANGEL,AUSENTE
14,BERGMANN REYNA CARLOS ALBERTO,AUSENTE
15,BORJA PEREZ GALO,AUSENTE
16,BUENDIA HERDOIZA MARIA SOLEDAD,AUSENTE
18,CALDERON SALTOS RICHARD OSWALDO,AUSENTE
21,CARRION MARIA JOSE,AUSENTE
23,CASSINELLI CALI JUAN CARLOS,AUSENTE
24,CAYAMBE TIPAN FAUSTO HERIBERTO,AUSENTE
37,LARREA VITERI LIDICE VANESSA,AUSENTE
51,LARA RIVADENEIRA LENIN JOSE,AUSENTE
53,LARRIVA ALVARADO OSCAR OSWALDO,AUSENTE
62,PADRON SAETEROS GLADYS PAULINA,AUSENTE
66,PEÑAFIEL MONTESDEOCA JUANA MARISOL,AUSENTE
69,FARFAN APONTE RICHARD WILSON,AUSENTE
91,ORELLANA MARQUINEZ MAGALI MARGOT,AUSENTE
100,GUTIERREZ BORBUA FAUSTO GILMAR,AUSENTE
103,DONOSO CHIRIBOGA PATRICIO,AUSENTE
105,MOREIRA MACIAS GRACE HOLANDA,AUSENTE
108,VELASCO ENRIQUEZ CARLOS ALBERTO,AUSENTE
113,POSSO SALGADO LUIS ANTONIO,AUSENTE
115,MONTAÑO VALENCIA MAE,AUSENTE
116,MORETA PANCHEZ MIGUEL ANGEL,AUSENTE
130,MERA RODRIGUEZ MARIA PAULINA,AUSENTE
133,TACLE GALARRAGA MOISES FERNANDO,AUSENTE
136,VITERI JIMENEZ CYNTHIA,AUSENTE
1,GUAMAN MAYANCELA MARIA MERCEDES,SI
2,ACERO LANCHIMBA ESTHELA LILIANA,SI
3,LANDAZURI OLMEDO LUDIS CUAUDINA,SI
4,MACHUCA MOSCOSO LINDA MARICELA,SI
5,AGUIRRE HIDALGO DORA ANDELA,SI
6,ALBAN TORRES MARIANA DEL ROCIO,SI
9,GUEVARA ALVARADO MARGARITA BEATRIZ,SI
10,ARCE PLUAS ALEXANDRA MANUELA,SI
11,ARIAS RAMIREZ ALBERTO JESUS,SI
12,VILLAMAR CASAL JOSE LEONIDAS,SI
13,MARQUEZ LOPEZ JOSE LENIN,SI
17,BUSTAMANTE PONCE FERNANDO XAVIER,SI
