voto,curul,asambleista
AUSENTE,11,ARIAS RAMIREZ ALBERTO JESUS
AUSENTE,14,BERGMANN REYNA CARLOS ALBERTO
AUSENTE,20,CARRILLO BETTY
AUSENTE,29,CUESTA RIOS LIUBA ELISA
AUSENTE,31,DE LA CRUZ GASPAR ADRIANA MIOSOTI
AUSENTE,33,FAJARDO MOSQUERA LETTY VANESSA
AUSENTE,40,GONZALEZ SERRANO MIRYAM CATARINA
AUSENTE,44,TORRES PINEDA CLINTON ELIUD
AUSENTE,45,RODAS MARCA CARLOS EDUARDO
AUSENTE,50,JUEZ JUEZ OMAR JUSEPH
AUSENTE,53,JAIGUA ALVARADO CELIA MARIA
AUSENTE,59,ALVARADO CARRION ROSANA
AUSENTE,64,PEÑA CARRASCO DIANA LUCIA
AUSENTE,65,PEÑA PACHECO XIMENA DEL ROCIO
AUSENTE,88,DIAZ COKA MARIA GABRIELA
AUSENTE,90,GUALAN JAPA MILTON RODRIGO
AUSENTE,95,VALAREZO ORDOÑEZ ROCIO DEL CARMEN
AUSENTE,119,CHICA ARTEAGA GUNTARD PAVEL
AUSENTE,124,ZAMBRANO ARTEAGA JOSE RICARDO
AUSENTE,127,ZAMBRANO CHACHA ALBERTO ALEXANDER
AUSENTE,129,GORDILLO GALARZA HERMINIA INES
SI,1,GUAMAN MAYANCELA MARIA MERCEDES
SI,2,ACERO LANCHIMBA ESTHELA LILIANA
SI,3,AGUILAR PLACIDO ARMANDO
SI,4,MACHUCA MOSCOSO LINDA MARICELA
SI,5,AGUIRRE HIDALGO DORA ANDELA
SI,6,ALBAN TORRES MARIANA DEL ROCIO
SI,7,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO
SI,8,MUÑOZ VICUÑA MARIANGEL
SI,9,ANDINO REINOSO MAURO EDMUNDO
SI,10,VITERI LOPEZ CHRISTIAN HUMBERTO
SI,12,ARREGUI RUEDA MARCIA CECILIA
SI,13,BENAVIDES ZAMBRANO ZOILA TERESA
SI,15,BORJA PEREZ GALO
SI,16,RIVADENEIRA BURBANO GABRIELA ALEJANDRA
SI,17,BUSTAMANTE PONCE FERNANDO XAVIER
SI,18,CALDERON SALTOS RICHARD OSWALDO
SI,19,CASANOVA CEPEDA XAVIER IVAN
