A1,A2,voto,valor
ABAD VELEZ RAUL,ACERO LANCHIMBA ESTHELA LILIANA,SI,2
ABAD VELEZ RAUL,AGUILAR PLACIDO ARMANDO,SI,2
ABAD VELEZ RAUL,HAGO CELI FRANCISCO WAIKING,SI,2
ABAD VELEZ RAUL,AGUIRRE HIDALGO DORA ANDELA,SI,2
ABAD VELEZ RAUL,ALBAN TORRES MARIANA DEL ROCIO,SI,2
ABAD VELEZ RAUL,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,SI,2
ABAD VELEZ RAUL,MUÑOZ VICUÑA MARIANGEL,SI,2
ABAD VELEZ RAUL,ANDINO REINOSO MAURO EDMUNDO,SI,2
ABAD VELEZ RAUL,ARIAS RAMIREZ ALBERTO JESUS,SI,2
ABAD VELEZ RAUL,VILLAMAR CASAL JOSE LEONIDAS,SI,2
ABAD VELEZ RAUL,BENAVIDES ZAMBRANO ZOILA TERESA,SI,2
ABAD VELEZ RAUL,BERGMANN REYNA CARLOS ALBERTO,SI,2
ABAD VELEZ RAUL,BORJA PEREZ GALO,SI,2
ABAD VELEZ RAUL,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,2
ABAD VELEZ RAUL,BUSTAMANTE PONCE FERNANDO XAVIER,SI,2
ABAD VELEZ RAUL,CALDERON SALTOS RICHARD OSWALDO,SI,2
ABAD VELEZ RAUL,CALLE ANDRADE MARIA AUGUSTA,SI,2
ABAD VELEZ RAUL,CARRILLO BETTY,SI,2
ABAD VELEZ RAUL,CARRION MARIA JOSE,SI,2
ABAD VELEZ RAUL,CARVAJAL AGUIRRE MIGUEL ANGEL,SI,2
ABAD VELEZ RAUL,CAYAMBE TIPAN FAUSTO HERIBERTO,SI,2
ABAD VELEZ RAUL,CHAVEZ CANALES HOLGER EZEQUIEL,SI,2
ABAD VELEZ RAUL,CHICA AREVALO VINICIO VETHOWEN,SI,2
ABAD VELEZ RAUL,CORDOVA ENCALADA EDGAR EDUARDO,SI,2
ABAD VELEZ RAUL,CUESTA RIOS LIUBA ELISA,SI,2
ABAD VELEZ RAUL,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI,2
ABAD VELEZ RAUL,DELGADO CHALA AGUSTIN JAVIER,SI,2
ABAD VELEZ RAUL,FAJARDO MOSQUERA LETTY VANESSA,SI,2
ABAD VELEZ RAUL,GAGLIARDO LOOR GASTON,SI,2
ABAD VELEZ RAUL,DE LA TORRE RAMIREZ PABLO ANTONIO,SI,2
ABAD VELEZ RAUL,GARZON RICAURTE WILLIAM ANTONIO,SI,2
ABAD VELEZ RAUL,GODOY ANDRADE GINA JAKELINE,SI,2
ABAD VELEZ RAUL,GUAMAN CASTRO ALEX FRANCISCO,SI,2
ABAD VELEZ RAUL,GUAMANGATE ANTE LUIS GILBERTO,SI,2
ABAD VELEZ RAUL,GUDIÑO MENA ZOBEIDA GUISELA,SI,2
ABAD VELEZ RAUL,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,2
ABAD VELEZ RAUL,MOSQUERA YANEZ ISABEL PIEDAD,SI,2
ABAD VELEZ RAUL,JEREZ PILLA BETTY MARICELA,SI,2
ABAD VELEZ RAUL,ORTIZ GASPAR ESTHER FLAVIA,SI,2
ABAD VELEZ RAUL,BUENDIA HERDOIZA MARIA SOLEDAD,SI,2
ABAD VELEZ RAUL,LEDESMA ZAMORA OSCAR ALFONSO,SI,2
ABAD VELEZ RAUL,LOOR CEVALLOS JORGE SEBASTIAN,SI,2
ABAD VELEZ RAUL,TOBAR NUÑEZ RAUL IGNACIO,SI,2
ABAD VELEZ RAUL,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,2
ABAD VELEZ RAUL,CABRERA FAJARDO SEGUNDO CESAR,SI,2
ABAD VELEZ RAUL,OCLES PADILLA ALEXANDRA,SI,2
ABAD VELEZ RAUL,CAZA TIPANTA HUGO RENE,SI,2
ABAD VELEZ RAUL,PEÑA CARRASCO DIANA LUCIA,SI,2
ABAD VELEZ RAUL,PEÑA PACHECO XIMENA DEL ROCIO,SI,2
ABAD VELEZ RAUL,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI,2
ABAD VELEZ RAUL,PONCE LEON XIMENA MERCEDES,SI,2
ABAD VELEZ RAUL,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,2
ABAD VELEZ RAUL,FARFAN APONTE RICHARD WILSON,SI,2
ABAD VELEZ RAUL,RIVERA LOPEZ JOSE GABRIEL,SI,2
ABAD VELEZ RAUL,RIVERO DOGUER ANGEL ARMANDO,SI,2
ABAD VELEZ RAUL,REINOSO LESCANO MARIA ELIZABETH,SI,2
ABAD VELEZ RAUL,AGUILAR TORRES MANUEL RAMIRO,SI,2
ABAD VELEZ RAUL,ARIAS FERNANDEZ VERONICA ELIZABETH,SI,2
ABAD VELEZ RAUL,RODRIGUEZ DELGADO MARIA VERONICA,SI,2
ABAD VELEZ RAUL,BUSTOS CHILIQUINGA ARCADIO,SI,2
ABAD VELEZ RAUL,MATIAS APOLINARIO RITA AZUCENA,SI,2
ABAD VELEZ RAUL,YANDUN POZO CASTULO RENE,SI,2
ABAD VELEZ RAUL,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,2
ABAD VELEZ RAUL,MOYA DUQUE HERMAN ANIBAL,SI,2
ABAD VELEZ RAUL,ALEMAN MARMOL MONICA ROCIO,SI,2
ABAD VELEZ RAUL,DAHIK ASTUDILLO REYTA GIOMAR,SI,2
ABAD VELEZ RAUL,DIAZ COKA MARIA GABRIELA,SI,2
ABAD VELEZ RAUL,FIERRO OVIEDO PACO,SI,2
ABAD VELEZ RAUL,GUALAN JAPA MILTON RODRIGO,SI,2
ABAD VELEZ RAUL,ORELLANA MARQUINEZ MAGALI MARGOT,SI,2
ABAD VELEZ RAUL,UMAJINGA GUAMAN CESAR,SI,2
ABAD VELEZ RAUL,TIBAN GUALA LOURDES LICENIA,SI,2
ABAD VELEZ RAUL,TERAN SARZOSA SEGUNDO FAUSTO,SI,2
ABAD VELEZ RAUL,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI,2
ABAD VELEZ RAUL,MEJIA PLUAS NILDA CECIBEL,SI,2
ABAD VELEZ RAUL,VASCONEZ ARTEAGA ANNY MARLLELY,SI,2
ABAD VELEZ RAUL,VELA CAIZAPANTA ANGEL RAMIRO,SI,2
ABAD VELEZ RAUL,GUTIERREZ BORBUA FAUSTO GILMAR,SI,2
ABAD VELEZ RAUL,AUQUILLA ORTEGA RAUL VICENTE,SI,2
ABAD VELEZ RAUL,CHICAIZA TOAPANTA WILSON ALFONSO,SI,2
ABAD VELEZ RAUL,DONOSO CHIRIBOGA PATRICIO,SI,2
ABAD VELEZ RAUL,MONCAYO CEVALLOS JOSE RICARDO,SI,2
ABAD VELEZ RAUL,AGUIRRE RODRIGUEZ FRANCISCO XAVIER,SI,2
ABAD VELEZ RAUL,VELA CHERONI MARIA SOLEDAD,SI,2
ABAD VELEZ RAUL,ARGUELLO TROYA BLANCA AZUCENA,SI,2
ABAD VELEZ RAUL,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,2
ABAD VELEZ RAUL,VELIZ BRIONES JOSE FELIX,SI,2
ABAD VELEZ RAUL,VERDUGA CEDEÑO MARY,SI,2
ABAD VELEZ RAUL,VICUÑA MUÑOZ MARIA ALEJANDRA,SI,2
ABAD VELEZ RAUL,POSSO SALGADO LUIS ANTONIO,SI,2
ABAD VELEZ RAUL,SOLORZANO SARRIA CESAR FAUSTO,SI,2
ABAD VELEZ RAUL,MONTAÑO VALENCIA MAE,SI,2
ABAD VELEZ RAUL,MORETA PANCHEZ MIGUEL ANGEL,SI,2
