A1,A2,voto,valor
ABAD VELEZ RAUL,GUEVARA VILLACRES VERONICA MARGARITA,SI,1
ABAD VELEZ RAUL,GUZMAN OCHOA LILIANA MAURA,SI,1
ABAD VELEZ RAUL,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,3
ABAD VELEZ RAUL,ALMAN COROZO MARIA DEL CARMEN,SI,1
ABAD VELEZ RAUL,JEREZ PILLA BETTY MARICELA,SI,3
ABAD VELEZ RAUL,SILVA MALDONADO SOFIA IRENE,SI,1
ABAD VELEZ RAUL,ORTIZ GASPAR ESTHER FLAVIA,SI,3
ABAD VELEZ RAUL,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,3
ABAD VELEZ RAUL,LARRIVA ALVARADO OSCAR OSWALDO,SI,1
ABAD VELEZ RAUL,LEDESMA ZAMORA OSCAR ALFONSO,SI,3
ABAD VELEZ RAUL,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
ABAD VELEZ RAUL,MELO GARZON ESTEBAN ANDRES,SI,1
ABAD VELEZ RAUL,MOROCHO VELAÑA NANCY BEATRIZ,SI,1
ABAD VELEZ RAUL,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,3
ABAD VELEZ RAUL,OCLES PADILLA ALEXANDRA,SI,3
ABAD VELEZ RAUL,CAZA TIPANTA HUGO RENE,SI,3
ABAD VELEZ RAUL,PADRON SAETEROS GLADYS PAULINA,SI,1
ABAD VELEZ RAUL,PATIÑO AROCA RAUL LEONARDO,SI,1
ABAD VELEZ RAUL,PEÑA CARRASCO DIANA LUCIA,SI,3
ABAD VELEZ RAUL,PEÑA PACHECO XIMENA DEL ROCIO,SI,3
ABAD VELEZ RAUL,QUINCHIGUANGO GISELA,SI,1
ABAD VELEZ RAUL,PONCE LEON XIMENA MERCEDES,SI,3
ABAD VELEZ RAUL,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,3
ABAD VELEZ RAUL,FARFAN APONTE RICHARD WILSON,SI,3
ABAD VELEZ RAUL,RIVERA LOPEZ JOSE GABRIEL,SI,3
ABAD VELEZ RAUL,RIVERO DOGUER ANGEL ARMANDO,SI,3
ABAD VELEZ RAUL,ROBLES ANDRADE DENISSE PRISCILA,SI,1
ABAD VELEZ RAUL,SANCHEZ MIÑO ALEXIS REYNALDO,SI,1
ABAD VELEZ RAUL,AGUILAR TORRES MANUEL RAMIRO,SI,3
ABAD VELEZ RAUL,RODRIGUEZ DELGADO MARIA VERONICA,SI,3
ABAD VELEZ RAUL,SAENZ DE VITERI LAUTARO ENRIQUE,SI,1
ABAD VELEZ RAUL,SALAZAR CEDEÑO GUADALUPE DOLORES,SI,1
ABAD VELEZ RAUL,HURTADO BRAVO WASHINGTON OMAR,SI,1
ABAD VELEZ RAUL,CANALES PROAÑO ELVIRA MARCHIE,SI,1
ABAD VELEZ RAUL,YANDUN POZO CASTULO RENE,SI,3
ABAD VELEZ RAUL,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,3
ABAD VELEZ RAUL,ALEMAN MARMOL MONICA ROCIO,SI,3
ABAD VELEZ RAUL,LEDESMA ZAMORA DARWIN GERMAN,SI,1
ABAD VELEZ RAUL,YANZA MANUEL,SI,1
ABAD VELEZ RAUL,UMAGINGA GUAMAN CESAR,SI,1
ABAD VELEZ RAUL,CAJAS ARCOS PAOLA DE LOS ANGELES,SI,1
ABAD VELEZ RAUL,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI,3
ABAD VELEZ RAUL,MEJIA PLUAS NILDA CECIBEL,SI,3
ABAD VELEZ RAUL,VASCONEZ ARTEAGA ANNY MARLLELY,SI,3
ABAD VELEZ RAUL,VELA CAIZAPANTA ANGEL RAMIRO,SI,3
ABAD VELEZ RAUL,LOYOLA VASQUEZ RUTH ELIZABETH,SI,1
ABAD VELEZ RAUL,VELA CHERONI MARIA SOLEDAD,SI,3
ABAD VELEZ RAUL,HERMOSA ACOSTA MONICA ANABEL,SI,1
ABAD VELEZ RAUL,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,3
ABAD VELEZ RAUL,VERDUGA CEDEÑO MARY,SI,3
ABAD VELEZ RAUL,VICUÑA MUÑOZ MARIA ALEJANDRA,SI,3
ABAD VELEZ RAUL,VILEMA FREIRE ANGEL RAMIRO,SI,1
ABAD VELEZ RAUL,POSSO SALGADO LUIS ANTONIO,SI,3
ABAD VELEZ RAUL,ALEJANDRO MEDINA CRISTINA SORAYA,SI,1
ABAD VELEZ RAUL,VINTIMILLA JARRIN DIEGO ARMANDO,SI,3
ABAD VELEZ RAUL,VITERI GUALINGA CARLOS ELOY,SI,3
ABAD VELEZ RAUL,ZAMBRANO ARTEAGA JOSE RICARDO,SI,3
ABAD VELEZ RAUL,ZAMBRANO CABANILLA EDUARDO ALFONSO,SI,3
ABAD VELEZ RAUL,ZAMBRANO CASTRO NORALMA ELIZABETH,SI,3
ABAD VELEZ RAUL,ZAMBRANO CHACHA ALBERTO ALEXANDER,SI,3
ABAD VELEZ RAUL,ZAPATA MANTILLA JOSE LEONIDAS,SI,2
ABAD VELEZ RAUL,URIBE LOPEZ FANNY ESTHER,SI,3
ABAD VELEZ RAUL,CUCALON CAMACHO HENRY EDUARDO,SI,1
ABAD VELEZ RAUL,REYES HIDALGO CRISTINA EUGENIA,SI,3
ABAD VELEZ RAUL,VITERI JIMENEZ CYNTHIA,SI,3
LANDAZURI OLMEDO LUDIS CUAUDINA,HAGO CELI FRANCISCO WAIKING,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ORTIZ LARA LEONARDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ALBAN TORRES MARIANA DEL ROCIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ANDINO REINOSO MAURO EDMUNDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ARCE PLUAS ALEXANDRA MANUELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,RIVAS ALAVA ELIANA LISSET,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ARREGUI RUEDA MARCIA CECILIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MARQUEZ LOPEZ JOSE LENIN,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,BERGMANN REYNA CARLOS ALBERTO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,BORJA PEREZ GALO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,BUENDIA HERDOIZA MARIA SOLEDAD,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,BUSTAMANTE PONCE FERNANDO XAVIER,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CALDERON SALTOS RICHARD OSWALDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CALLE ANDRADE MARIA AUGUSTA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,TOALOMBO CHIMBORAZO JOSE SEGUNDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CARRION MARIA JOSE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CAJAS LARA SUSANA VALERIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,BRAVO RAMIREZ MARIA LORENA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CAYAMBE TIPAN FAUSTO HERIBERTO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CHICA AREVALO VINICIO VETHOWEN,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CORDOVA ENCALADA EDGAR EDUARDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,DE LA CRUZ BERNARDO HERMAN ULISES,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PIÑAN CAJAS MARIA ALEGRIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PALACIOS CESAR,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,FALCONI LOQUI EVELYN PAMELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GAGLIARDO LOOR GASTON,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GALVAN GRACIA MARIA ESPERANZA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GARZON RECAURTE WILLIAM ANTONIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GODOY ANDRADE GINA JAKELINE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GUAMAN CASTRO ALEX FRANCISCO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GUAMANGATE ANTE LUIS GILBERTO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GUDIÑO MENA ZOBEIDA GUISELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GUEVARA VILLACRES VERONICA MARGARITA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,GUZMAN OCHOA LILIANA MAURA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ALMAN COROZO MARIA DEL CARMEN,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,JEREZ PILLA BETTY MARICELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,SILVA MALDONADO SOFIA IRENE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ORTIZ GASPAR ESTHER FLAVIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,LARRIVA ALVARADO OSCAR OSWALDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,LEDESMA ZAMORA OSCAR ALFONSO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MELO GARZON ESTEBAN ANDRES,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MOROCHO VELAÑA NANCY BEATRIZ,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,OCLES PADILLA ALEXANDRA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CAZA TIPANTA HUGO RENE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PADRON SAETEROS GLADYS PAULINA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PATIÑO AROCA RAUL LEONARDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PEÑA CARRASCO DIANA LUCIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PEÑA PACHECO XIMENA DEL ROCIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,QUINCHIGUANGO GISELA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PONCE LEON XIMENA MERCEDES,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,FARFAN APONTE RICHARD WILSON,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,RIVERA LOPEZ JOSE GABRIEL,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,RIVERO DOGUER ANGEL ARMANDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ROBLES ANDRADE DENISSE PRISCILA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,SANCHEZ MIÑO ALEXIS REYNALDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,AGUILAR TORRES MANUEL RAMIRO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,RODRIGUEZ DELGADO MARIA VERONICA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,SAENZ DE VITERI LAUTARO ENRIQUE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,SALAZAR CEDEÑO GUADALUPE DOLORES,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,HURTADO BRAVO WASHINGTON OMAR,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CANALES PROAÑO ELVIRA MARCHIE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,YANDUN POZO CASTULO RENE,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ALEMAN MARMOL MONICA ROCIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,LEDESMA ZAMORA DARWIN GERMAN,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,YANZA MANUEL,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,UMAGINGA GUAMAN CESAR,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CAJAS ARCOS PAOLA DE LOS ANGELES,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,MEJIA PLUAS NILDA CECIBEL,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VASCONEZ ARTEAGA ANNY MARLLELY,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VELA CAIZAPANTA ANGEL RAMIRO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,LOYOLA VASQUEZ RUTH ELIZABETH,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VELA CHERONI MARIA SOLEDAD,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,HERMOSA ACOSTA MONICA ANABEL,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VERDUGA CEDEÑO MARY,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VICUÑA MUÑOZ MARIA ALEJANDRA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VILEMA FREIRE ANGEL RAMIRO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,POSSO SALGADO LUIS ANTONIO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ALEJANDRO MEDINA CRISTINA SORAYA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VINTIMILLA JARRIN DIEGO ARMANDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VITERI GUALINGA CARLOS ELOY,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ZAMBRANO ARTEAGA JOSE RICARDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ZAMBRANO CABANILLA EDUARDO ALFONSO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ZAMBRANO CASTRO NORALMA ELIZABETH,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ZAMBRANO CHACHA ALBERTO ALEXANDER,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,ZAPATA MANTILLA JOSE LEONIDAS,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,URIBE LOPEZ FANNY ESTHER,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,CUCALON CAMACHO HENRY EDUARDO,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,REYES HIDALGO CRISTINA EUGENIA,SI,1
LANDAZURI OLMEDO LUDIS CUAUDINA,VITERI JIMENEZ CYNTHIA,SI,1
HAGO CELI FRANCISCO WAIKING,ORTIZ LARA LEONARDO,SI,1
HAGO CELI FRANCISCO WAIKING,ALBAN TORRES MARIANA DEL ROCIO,SI,3
HAGO CELI FRANCISCO WAIKING,ANDINO REINOSO MAURO EDMUNDO,SI,3
HAGO CELI FRANCISCO WAIKING,ARCE PLUAS ALEXANDRA MANUELA,SI,1
HAGO CELI FRANCISCO WAIKING,RIVAS ALAVA ELIANA LISSET,SI,1
HAGO CELI FRANCISCO WAIKING,ARREGUI RUEDA MARCIA CECILIA,SI,1
HAGO CELI FRANCISCO WAIKING,MARQUEZ LOPEZ JOSE LENIN,SI,1
HAGO CELI FRANCISCO WAIKING,BERGMANN REYNA CARLOS ALBERTO,SI,3
HAGO CELI FRANCISCO WAIKING,BORJA PEREZ GALO,SI,3
HAGO CELI FRANCISCO WAIKING,BUENDIA HERDOIZA MARIA SOLEDAD,SI,3
HAGO CELI FRANCISCO WAIKING,BUSTAMANTE PONCE FERNANDO XAVIER,SI,3
HAGO CELI FRANCISCO WAIKING,CALDERON SALTOS RICHARD OSWALDO,SI,3
HAGO CELI FRANCISCO WAIKING,CALLE ANDRADE MARIA AUGUSTA,SI,3
HAGO CELI FRANCISCO WAIKING,TOALOMBO CHIMBORAZO JOSE SEGUNDO,SI,1
HAGO CELI FRANCISCO WAIKING,CARRION MARIA JOSE,SI,3
HAGO CELI FRANCISCO WAIKING,CAJAS LARA SUSANA VALERIA,SI,1
HAGO CELI FRANCISCO WAIKING,BRAVO RAMIREZ MARIA LORENA,SI,1
HAGO CELI FRANCISCO WAIKING,CAYAMBE TIPAN FAUSTO HERIBERTO,SI,3
HAGO CELI FRANCISCO WAIKING,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI,1
HAGO CELI FRANCISCO WAIKING,CHICA AREVALO VINICIO VETHOWEN,SI,3
HAGO CELI FRANCISCO WAIKING,CORDOVA ENCALADA EDGAR EDUARDO,SI,3
HAGO CELI FRANCISCO WAIKING,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,SI,1
HAGO CELI FRANCISCO WAIKING,DE LA CRUZ BERNARDO HERMAN ULISES,SI,1
HAGO CELI FRANCISCO WAIKING,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI,3
HAGO CELI FRANCISCO WAIKING,PIÑAN CAJAS MARIA ALEGRIA,SI,1
HAGO CELI FRANCISCO WAIKING,PALACIOS CESAR,SI,1
HAGO CELI FRANCISCO WAIKING,FALCONI LOQUI EVELYN PAMELA,SI,1
HAGO CELI FRANCISCO WAIKING,GAGLIARDO LOOR GASTON,SI,3
HAGO CELI FRANCISCO WAIKING,GALVAN GRACIA MARIA ESPERANZA,SI,1
HAGO CELI FRANCISCO WAIKING,GARZON RECAURTE WILLIAM ANTONIO,SI,1
HAGO CELI FRANCISCO WAIKING,GODOY ANDRADE GINA JAKELINE,SI,3
HAGO CELI FRANCISCO WAIKING,GUAMAN CASTRO ALEX FRANCISCO,SI,3
HAGO CELI FRANCISCO WAIKING,GUAMANGATE ANTE LUIS GILBERTO,SI,3
HAGO CELI FRANCISCO WAIKING,GUDIÑO MENA ZOBEIDA GUISELA,SI,3
HAGO CELI FRANCISCO WAIKING,GUEVARA VILLACRES VERONICA MARGARITA,SI,1
HAGO CELI FRANCISCO WAIKING,GUZMAN OCHOA LILIANA MAURA,SI,1
HAGO CELI FRANCISCO WAIKING,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,3
HAGO CELI FRANCISCO WAIKING,ALMAN COROZO MARIA DEL CARMEN,SI,1
HAGO CELI FRANCISCO WAIKING,JEREZ PILLA BETTY MARICELA,SI,3
HAGO CELI FRANCISCO WAIKING,SILVA MALDONADO SOFIA IRENE,SI,1
HAGO CELI FRANCISCO WAIKING,ORTIZ GASPAR ESTHER FLAVIA,SI,3
HAGO CELI FRANCISCO WAIKING,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,3
HAGO CELI FRANCISCO WAIKING,LARRIVA ALVARADO OSCAR OSWALDO,SI,1
HAGO CELI FRANCISCO WAIKING,LEDESMA ZAMORA OSCAR ALFONSO,SI,3
HAGO CELI FRANCISCO WAIKING,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
HAGO CELI FRANCISCO WAIKING,MELO GARZON ESTEBAN ANDRES,SI,1
HAGO CELI FRANCISCO WAIKING,MOROCHO VELAÑA NANCY BEATRIZ,SI,1
HAGO CELI FRANCISCO WAIKING,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,3
HAGO CELI FRANCISCO WAIKING,OCLES PADILLA ALEXANDRA,SI,3
HAGO CELI FRANCISCO WAIKING,CAZA TIPANTA HUGO RENE,SI,3
HAGO CELI FRANCISCO WAIKING,PADRON SAETEROS GLADYS PAULINA,SI,1
HAGO CELI FRANCISCO WAIKING,PATIÑO AROCA RAUL LEONARDO,SI,1
HAGO CELI FRANCISCO WAIKING,PEÑA CARRASCO DIANA LUCIA,SI,3
HAGO CELI FRANCISCO WAIKING,PEÑA PACHECO XIMENA DEL ROCIO,SI,3
HAGO CELI FRANCISCO WAIKING,QUINCHIGUANGO GISELA,SI,1
HAGO CELI FRANCISCO WAIKING,PONCE LEON XIMENA MERCEDES,SI,3
HAGO CELI FRANCISCO WAIKING,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,3
HAGO CELI FRANCISCO WAIKING,FARFAN APONTE RICHARD WILSON,SI,3
HAGO CELI FRANCISCO WAIKING,RIVERA LOPEZ JOSE GABRIEL,SI,3
HAGO CELI FRANCISCO WAIKING,RIVERO DOGUER ANGEL ARMANDO,SI,3
HAGO CELI FRANCISCO WAIKING,ROBLES ANDRADE DENISSE PRISCILA,SI,1
HAGO CELI FRANCISCO WAIKING,SANCHEZ MIÑO ALEXIS REYNALDO,SI,1
HAGO CELI FRANCISCO WAIKING,AGUILAR TORRES MANUEL RAMIRO,SI,3
HAGO CELI FRANCISCO WAIKING,RODRIGUEZ DELGADO MARIA VERONICA,SI,3
HAGO CELI FRANCISCO WAIKING,SAENZ DE VITERI LAUTARO ENRIQUE,SI,1
HAGO CELI FRANCISCO WAIKING,SALAZAR CEDEÑO GUADALUPE DOLORES,SI,1
HAGO CELI FRANCISCO WAIKING,HURTADO BRAVO WASHINGTON OMAR,SI,1
HAGO CELI FRANCISCO WAIKING,CANALES PROAÑO ELVIRA MARCHIE,SI,1
HAGO CELI FRANCISCO WAIKING,YANDUN POZO CASTULO RENE,SI,3
HAGO CELI FRANCISCO WAIKING,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,3
HAGO CELI FRANCISCO WAIKING,ALEMAN MARMOL MONICA ROCIO,SI,3
HAGO CELI FRANCISCO WAIKING,LEDESMA ZAMORA DARWIN GERMAN,SI,1
HAGO CELI FRANCISCO WAIKING,YANZA MANUEL,SI,1
HAGO CELI FRANCISCO WAIKING,UMAGINGA GUAMAN CESAR,SI,1
HAGO CELI FRANCISCO WAIKING,CAJAS ARCOS PAOLA DE LOS ANGELES,SI,1
HAGO CELI FRANCISCO WAIKING,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,SI,3
HAGO CELI FRANCISCO WAIKING,MEJIA PLUAS NILDA CECIBEL,SI,3
HAGO CELI FRANCISCO WAIKING,VASCONEZ ARTEAGA ANNY MARLLELY,SI,3
HAGO CELI FRANCISCO WAIKING,VELA CAIZAPANTA ANGEL RAMIRO,SI,3
HAGO CELI FRANCISCO WAIKING,LOYOLA VASQUEZ RUTH ELIZABETH,SI,1
HAGO CELI FRANCISCO WAIKING,VELA CHERONI MARIA SOLEDAD,SI,3
HAGO CELI FRANCISCO WAIKING,HERMOSA ACOSTA MONICA ANABEL,SI,1
HAGO CELI FRANCISCO WAIKING,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,3
HAGO CELI FRANCISCO WAIKING,VERDUGA CEDEÑO MARY,SI,3
HAGO CELI FRANCISCO WAIKING,VICUÑA MUÑOZ MARIA ALEJANDRA,SI,3
HAGO CELI FRANCISCO WAIKING,VILEMA FREIRE ANGEL RAMIRO,SI,1
HAGO CELI FRANCISCO WAIKING,POSSO SALGADO LUIS ANTONIO,SI,3
HAGO CELI FRANCISCO WAIKING,ALEJANDRO MEDINA CRISTINA SORAYA,SI,1
HAGO CELI FRANCISCO WAIKING,VINTIMILLA JARRIN DIEGO ARMANDO,SI,3
HAGO CELI FRANCISCO WAIKING,VITERI GUALINGA CARLOS ELOY,SI,3
HAGO CELI FRANCISCO WAIKING,ZAMBRANO ARTEAGA JOSE RICARDO,SI,3
HAGO CELI FRANCISCO WAIKING,ZAMBRANO CABANILLA EDUARDO ALFONSO,SI,3
HAGO CELI FRANCISCO WAIKING,ZAMBRANO CASTRO NORALMA ELIZABETH,SI,3
