A1,A2,voto,valor
GUAMAN MAYANCELA MARIA MERCEDES,ACERO LANCHIMBA ESTHELA LILIANA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,LANDAZURI OLMEDO LUDIS CLAUDINA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,MACHUCA MOSCOSO LINDA MARICELA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,AGUIRRE HIDALGO DORA ANDELA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,ALBAN TORRES MARIANA DEL ROCIO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,TORRES CEDEÑO KERLLY ANABEL,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,ANDINO REINOSO MAURO EDMUNDO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,MARQUEZ LOPEZ JOSE LENIN,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,BERGMANN REYNA CARLOS ALBERTO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,BARRIGA ROCIO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,BUSTAMANTE PONCE FERNANDO XAVIER,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CALLE ANDRADE MARIA AUGUSTA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CARRION MARIA JOSE,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CAJAS LARA SUSANA VALERIA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CASSINELLI CALI JUAN CARLOS,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CAYAMBE TIPAN FAUSTO HERIBERTO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,SALAZAR PAUCAR MARGOD ELISAVED,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,DELGADO GUTIERREZ ALEXANDRA ISABEL,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CORDOVA ENCALADA EDGAR EDUARDO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,DE LA CRUZ BERNARDO HERMAN ULISES,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,DELGADO CHALA AGUSTIN JAVIER,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,LARREA VITERI LIDICE VANESSA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,GARZON RICAURTE WILLIAM ANTONIO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,SANCHEZ PERALTA EDUARDO JOSE,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,GRANDA NIXON ARLIG,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,GUAMANGATE ANTE LUIS GILBERTO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,GUEVARA VILLACRES VERONICA MARGARITA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,RODAS MARCA CARLOS EDUARDO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,MOSQUERA YANEZ ISABEL PIEDAD,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,ISSA WAGNER NICOLAS JOSE,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CARRILLO CRESPO HUGO FERNANDO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,JUEZ JUEZ OMAR JUSEPH,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,BAZURTO ROLDAN NANCIS CELESTE,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,REYES MACHUCA EFREN RODRIGO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,SALAZAR MARTINEZ KARINA MARITZA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,MORENO CHIRIBOGA AMPARO DIANA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,TOBAR NUÑEZ RAUL IGNACIO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,ALVARADO CARRION ROSANA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,OCLES PADILLA ALEXANDRA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,PABON CARANQUI PAOLA VERENICE,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,PADRON SAETEROS GLADYS PAULINA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,PEÑA CARRASCO DIANA LUCIA,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,CAMPOVERDE CALVA SEGUNDO MODESTO,SI,1
GUAMAN MAYANCELA MARIA MERCEDES,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,1
